ABBREVIATIONS,USED,FOR,DAILY,SURFACE,TAB2,DATA,:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
----------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDEX,=,INDEX,NO.,OF,THE,STATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,=,MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,=,DATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAX,=,MAXIMUM,TEMPERATURE,(in,degree,C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIN,=,MINIMUM,TEMPERATURE,(in,degree,C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AW,=,AVERAGE,WIND,SPEED,(in,Kms.,per,Hour),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R/F,=,RAINFALL,(in,mm,),IN,24,HOURS,ENDING,O830,HOURS,IST,,,,,,,,,,,,,,,,,,,,,,,,,,,
43003,2014,6,14,34.5,27.7,10,7.2,0,42,9,1,0,0,0,0,0,0,0,0,6,3,38,1,1,832,,,,,,,,,,,,,,
43003,2014,6,15,33.7,26.5,10,14.6,0,42,7.6,1,1,0,0,0,1,0,0,0,9,8,75,6,1,192,5,7,40,1,1,523,,,,,,,,
43003,2014,6,16,33.7,26.2,12,15.1,2,17,1.7,1,1,0,0,0,1,0,0,0,9,7,5,6,1,231,5,1,90,1,1,911,,,,,,,,
43003,2014,6,17,33,26.2,9,31.7,5,23,1.4,0,0,0,0,0,0,0,0,0,6,1,87,5,1,65,1,1,803,0,1,55,,,,,,,,
43003,2014,6,18,32.6,28.2,11,0.1,0,5,7.3,0,0,0,0,0,0,0,0,0,6,3,9,1,1,420,,,,,,,,,,,,,,
43003,2014,6,19,33.6,27.4,10,6.7,0,18,1.8,1,1,0,0,0,0,0,0,0,6,3,45,5,3,215,1,1,790,,,,,,,,,,,
43003,2014,6,20,32.7,29,11,0.2,0,15,4.7,1,1,0,0,0,0,0,0,0,1,1,450,,,,,,,,,,,,,,,,,
43003,2014,6,21,32.9,29.2,14,0,0,0,2.9,0,0,0,0,0,0,0,0,0,1,1,480,,,,,,,,,,,,,,,,,
43003,2014,6,22,33.2,29,14,0,0,0,7.2,0,0,0,0,0,0,0,0,0,1,1,630,,,,,,,,,,,,,,,,,
43003,2014,6,23,33.3,29.2,13,0,0,0,5.2,0,0,0,0,0,0,0,0,0,1,1,690,,,,,,,,,,,,,,,,,
43003,2014,6,24,33.2,28.6,11,0,0,0,6.8,0,0,0,0,0,0,0,0,0,1,1,780,,,,,,,,,,,,,,,,,
43003,2014,6,25,33.2,29,11,0,0,0,7.1,1,0,0,0,0,0,0,0,0,6,8,5,1,1,575,,,,,,,,,,,,,,
43003,2014,6,26,33.2,29.4,11,0.5,0,5,10.2,0,0,0,0,0,0,0,0,0,1,1,480,,,,,,,,,,,,,,,,,
43003,2014,6,27,33.4,27.8,6,0,0,0,9.1,0,0,0,0,0,0,0,0,0,1,1,360,,,,,,,,,,,,,,,,,
43003,2014,6,28,33.5,28.4,6,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,450,,,,,,,,,,,,,,,,,
43003,2014,6,29,30.6,26.4,6,0,0,0,10,0,0,0,0,0,0,0,0,0,1,1,450,,,,,,,,,,,,,,,,,
43003,2014,6,30,30.6,26.6,7,0,0,0,9.3,0,0,0,0,0,0,0,0,0,6,8,10,1,1,615,,,,,,,,,,,,,,
43003,2014,7,1,33.4,26,7,1.6,8.8,1,0,0,0,0,0,0,0,0,6,1,10,1,1,530,,,,,,,,,,,,,,,,
43003,2014,7,2,33.6,24.2,4,11.8,1,25,0,1,1,0,0,0,1,0,0,0,9,4,15,6,2,430,5,3,205,1,1,881,,,,,,,,
43003,2014,7,3,27.5,23.2,3,207.2,12,48,0,1,1,0,0,0,0,0,0,0,6,1,683,5,1,512,1,2,245,,,,,,,,,,,
43003,2014,7,4,25.8,23.6,5,59,2,45,2.1,1,1,0,0,0,0,0,0,0,6,1,340,5,1,85,1,1,901,,,,,,,,,,,
43003,2014,7,5,30.1,26.7,4,3.4,0,57,8.5,0,1,0,0,0,0,0,0,0,5,3,10,1,1,560,,,,,,,,,,,,,,
43003,2014,7,6,32.3,27.8,6,0,0,0,9,0,0,0,0,0,0,0,0,0,1,1,570,,,,,,,,,,,,,,,,,
43003,2014,7,7,32.3,26.8,6,3.6,0,45,1,1,1,0,0,0,0,0,0,0,6,3,305,5,3,275,1,1,868,,,,,,,,,,,
43003,2014,7,8,31,23.8,4,98,11,15,2.4,1,1,0,0,0,0,0,0,0,6,1,300,5,1,135,1,2,901,,,,,,,,,,,
43003,2014,7,9,31,25.6,4,32.7,4,0,0,1,1,0,0,0,0,0,0,0,6,2,590,5,2,225,1,1,625,,,,,,,,,,,
43003,2014,7,10,28,25.2,6,49.1,7,10,0.5,1,1,0,0,0,0,0,0,0,6,1,340,5,1,495,1,1,605,,,,,,,,,,,
43003,2014,7,11,29.5,24.6,10,47.8,0,1,1,0,0,0,0,0,0,0,6,1,882,5,1,373,1,1,245,,,,,,,,,,,,,
43003,2014,7,12,26.8,23.2,8,107.6,15,23,0,1,1,0,0,0,0,0,0,0,6,1,650,5,2,285,1,2,430,,,,,,,,,,,
43003,2014,7,13,26.3,24.3,4,78.4,11,17,0.1,1,1,0,0,0,1,0,0,0,9,7,40,6,1,375,5,3,255,1,2,740,,,,,,,,
43003,2014,7,14,29,25.2,3,38.7,6,45,1.3,1,1,0,0,0,0,0,0,0,6,2,35,5,6,50,1,1,921,,,,,,,,,,,
43003,2014,7,15,30.3,24.4,7,26.6,4,25,0,1,1,0,0,0,0,0,0,0,6,1,887,5,1,305,1,1,260,,,,,,,,,,,
43003,2014,7,16,27.3,24.5,7,174.4,0,1,1,0,0,0,0,0,0,0,6,1,725,5,2,310,1,5,405,,,,,,,,,,,,,
43003,2014,7,17,27.8,25.5,12,56.4,0,1,1,0,0,0,0,0,0,0,6,1,353,5,1,325,1,1,762,,,,,,,,,,,,,
43003,2014,7,18,30.8,25.7,14,46,6,0,1,1,0,0,0,0,0,0,0,6,1,293,5,1,391,1,1,756,,,,,,,,,,,,
43003,2014,7,19,30.8,26.2,11,10,1,48,0.6,1,1,0,0,0,0,0,0,0,6,4,14,5,1,128,1,1,917,,,,,,,,,,,
43003,2014,7,20,31.8,26.4,10,2.6,0,20,1.9,1,1,0,0,0,0,0,0,0,6,1,39,5,2,35,1,1,934,,,,,,,,,,,
43003,2014,7,21,31.5,25.8,8,6.8,1,25,0,1,1,0,0,0,0,0,0,0,6,1,45,5,1,135,1,1,907,,,,,,,,,,,
43003,2014,7,22,31.4,26.7,10,3.6,1,6,0,1,1,0,0,0,0,0,0,0,6,2,80,5,3,97,1,1,920,,,,,,,,,,,
43003,2014,7,23,30.3,26.8,9,10,1,35,0,1,1,0,0,0,0,0,0,0,6,1,274,5,1,797,1,1,348,,,,,,,,,,,
43003,2014,7,24,28.2,24,8,12.4,10,35,1,1,0,0,0,0,0,0,0,6,1,30,5,1,120,1,1,891,,,,,,,,,,,,
43003,2014,7,25,31.8,25.6,5,20.7,8.3,1,1,0,0,0,0,0,0,0,6,1,24,5,1,94,1,1,888,,,,,,,,,,,,,
43003,2014,7,26,32,25.8,9,9.7,0,42,8.1,1,1,0,0,0,0,0,0,0,6,3,26,5,3,5,1,1,905,,,,,,,,,,,
43003,2014,7,27,31.8,25.8,10,2.6,0,17,0,1,1,0,0,0,0,0,0,0,6,2,410,5,4,425,1,1,539,,,,,,,,,,,
43003,2014,7,28,27.3,24.2,7,143,21,0,1,1,0,0,0,0,0,0,0,6,1,737,5,1,513,1,6,190,,,,,,,,,,,,
43003,2014,7,29,27.7,25.7,11,48.3,18,37,0,1,1,0,0,0,0,0,0,0,6,1,696,5,4,319,1,4,65,,,,,,,,,,,
43003,2014,7,30,28,24.7,12,131,11,50,0,1,1,0,0,0,1,0,0,0,9,1,218,6,1,249,5,1,387,1,3,775,,,,,,,,
43003,2014,7,31,29.3,25.2,8,43.7,5,30,0,1,1,0,0,0,0,0,0,0,6,1,893,5,5,175,1,1,335,,,,,,,,,,,
43003,2014,8,1,27.4,24.6,7,88.1,13,20,0.9,1,1,0,0,0,0,0,0,0,6,1,105,5,1,215,1,2,912,,,,,,,,,,,
43003,2014,8,2,30.5,25.7,11,10.1,0.8,1,1,0,0,0,0,0,0,0,6,1,153,5,1,165,1,1,900,,,,,,,,,,,,,
43003,2014,8,3,29.3,24.8,12,25.7,3,35,0.6,1,1,0,0,0,0,0,0,0,6,1,282,5,1,232,1,1,893,,,,,,,,,,,
43003,2014,8,4,30.1,24.8,9,27.3,5,45,0,1,1,0,0,0,0,0,0,0,6,1,340,5,1,240,1,1,892,,,,,,,,,,,
43003,2014,8,5,29.3,24.4,8,42,2,54,2.9,1,1,0,0,0,0,0,0,0,6,1,31,5,1,67,1,1,897,,,,,,,,,,,
43003,2014,8,6,30.6,24.4,9,11.6,1,17,1.3,1,1,0,0,0,0,0,0,0,6,1,159,5,3,105,1,1,896,,,,,,,,,,,
43003,2014,8,7,30,24.8,10,42.2,2,11,5.9,1,1,0,0,0,0,0,0,0,6,1,73,5,3,32,1,1,907,,,,,,,,,,,
43003,2014,8,8,30.3,24.2,9,14.3,1,47,5.2,1,1,0,0,0,0,0,0,0,6,1,96,5,4,160,1,1,919,,,,,,,,,,,
43003,2014,8,9,29.5,24.4,9,7.6,1,22,3.1,1,1,0,0,0,0,0,0,0,6,3,175,5,1,90,1,1,917,,,,,,,,,,,
43003,2014,8,10,31,24.6,5,18.6,3,17,4.5,1,1,0,0,0,0,0,0,0,6,1,90,5,1,148,1,1,920,,,,,,,,,,,
43003,2014,8,11,30.8,25.8,6,1.7,0,15,7.7,1,1,0,0,0,0,0,0,0,6,1,25,5,1,25,1,1,910,,,,,,,,,,,
43003,2014,8,12,30,25.2,8,5.8,0,15,2.8,1,1,0,0,0,0,0,0,0,6,1,50,5,7,5,1,1,933,,,,,,,,,,,
43003,2014,8,13,30,26.4,8,1,5.7,1,1,0,0,0,0,0,0,0,5,2,3,1,1,881,6,8,5,,,,,,,,,,,,,
43003,2014,8,14,31.3,26.6,10,1.5,0,25,3.4,1,1,0,0,0,0,0,0,0,6,2,50,5,2,5,1,1,939,,,,,,,,,,,
43003,2014,8,15,31,24.1,10,14.8,1,20,2.9,1,1,0,0,0,0,0,0,0,6,1,41,5,1,30,1,1,589,,,,,,,,,,,
43003,2014,8,16,30.9,25.2,12,8,1,0,3.3,1,1,0,0,0,0,0,0,0,6,1,37,5,4,5,1,1,895,,,,,,,,,,,
43003,2014,8,17,30.7,26.5,7,0.5,0,5,5.8,0,0,0,0,0,0,0,0,0,1,1,893,,,,,,,,,,,,,,,,,
43003,2014,8,18,30.5,25.5,4,2.4,0,40,0.8,1,1,0,0,0,0,0,0,0,6,1,90,5,2,85,1,1,889,,,,,,,,,,,
43003,2014,8,19,30.5,25.4,2,2,0,25,1.4,1,1,0,0,0,0,0,0,0,6,5,15,5,5,5,1,1,942,,,,,,,,,,,
43003,2014,8,20,30.3,26.5,4,29.6,0,20,0.9,1,1,0,0,0,0,0,0,0,6,4,40,5,4,95,1,1,931,,,,,,,,,,,
43003,2014,8,21,30.3,25.4,3,29.6,1,15,1.9,1,1,0,0,0,0,0,0,0,6,3,40,5,2,245,1,1,891,,,,,,,,,,,
43003,2014,8,22,31.6,25.6,4,0,0,0,0,1,1,0,0,0,1,0,0,0,9,5,40,6,4,255,5,1,445,1,1,740,,,,,,,,
43003,2014,8,23,29,24.5,2,17.4,4,35,5.3,1,1,0,0,0,1,0,0,0,9,6,70,6,7,35,5,7,130,2,2,90,,,,,,,,
43003,2014,8,24,32,25.2,4,0.7,0,30,2.1,1,1,0,0,0,1,0,0,0,9,5,60,6,5,182,5,7,30,1,1,778,,,,,,,,
43003,2014,8,25,31.6,25.8,4,3.1,1,5,0,1,1,0,0,0,1,0,0,0,9,7,20,6,4,115,5,1,160,1,1,910,,,,,,,,
43003,2014,8,26,28.4,24.5,4,16.6,0,1,1,0,0,0,1,0,0,0,9,1,100,6,1,213,5,1,440,1,2,787,,,,,,,,,,
43003,2014,8,27,31,23.8,5,16.3,0,1,1,0,0,0,1,0,0,0,6,3,65,5,1,95,1,1,928,,,,,,,,,,,,,
43003,2014,8,28,29,24.2,4,2.1,0,15,1,1,0,0,0,1,0,0,0,6,2,42,1,1,934,,,,,,,,,,,,,,,
43003,2014,8,29,29,24.4,2,3.2,1,20,2.1,1,1,0,0,0,1,0,0,0,9,6,55,6,4,68,5,4,187,1,1,918,,,,,,,,
43003,2014,8,30,30.5,25.6,2,2.4,3.3,1,0,0,0,0,1,0,0,0,9,8,105,6,8,50,1,1,901,0,7,85,,,,,,,,,,
43003,2014,8,31,31.5,25,6,4,0,1,1,0,0,0,0,0,0,0,6,1,678,5,1,117,1,2,535,,,,,,,,,,,,,
43003,2014,9,1,27.4,23.8,8,115.8,13,30,0,1,1,0,0,0,0,0,0,0,6,1,775,5,3,177,1,1,488,,,,,,,,,,,
43003,2014,9,2,26.5,24.6,8,42.7,15,40,0.5,1,1,0,0,0,0,0,0,0,6,1,292,5,1,483,1,4,665,,,,,,,,,,,
43003,2014,9,3,30.5,25.5,6,27.2,2,15,1,1,0,0,0,0,0,0,0,6,2,143,5,1,114,1,1,916,,,,,,,,,,,,
43003,2014,9,4,30.5,26.4,13,6,1,0,5.5,1,1,0,0,0,0,0,0,0,6,2,148,5,2,130,1,1,890,,,,,,,,,,,
43003,2014,9,5,28.5,25,5,26.8,3,30,0.1,0,0,0,0,0,0,0,0,0,6,2,148,5,1,82,1,1,921,,,,,,,,,,,
43003,2014,9,6,28.5,25.2,2,13,0,55,6.9,0,0,0,0,0,0,0,0,0,5,1,30,1,1,899,6,8,5,,,,,,,,,,,
43003,2014,9,7,31.3,26.5,6,0.1,0,5,5.4,0,1,0,0,0,0,0,0,0,5,3,55,1,1,929,,,,,,,,,,,,,,
43003,2014,9,8,31.6,26.8,7,0.1,0,0,0,0,1,0,0,0,0,0,0,0,6,3,50,5,2,205,1,1,900,,,,,,,,,,,
43003,2014,9,9,29.2,25.9,5,7.3,0,55,0.7,1,1,0,0,0,0,0,0,0,6,4,30,5,4,225,1,1,891,,,,,,,,,,,
43003,2014,9,10,29.3,24,6,5.2,2,35,2,1,1,0,0,0,0,0,0,0,6,1,92,5,1,133,1,1,921,,,,,,,,,,,
43003,2014,9,11,30.5,24.4,4,12.3,1,55,6.8,1,1,0,0,0,0,0,0,0,6,1,10,5,1,65,1,1,885,,,,,,,,,,,
43003,2014,9,12,30.5,25.2,6,0.2,0,5,7,0,1,0,0,0,0,0,0,0,6,2,1,5,2,19,1,1,894,,,,,,,,,,,
43003,2014,9,13,31.3,25.6,6,0.2,0,10,5.1,0,1,0,0,0,0,0,0,0,5,6,5,1,1,930,,,,,,,,,,,,,,
43003,2014,9,14,31.3,25.8,2,0.4,0,5,7.5,0,1,0,0,0,0,0,0,0,5,3,5,1,1,886,,,,,,,,,,,,,,
43003,2014,9,15,31.6,25.3,4,0,0,0,8.7,0,0,0,0,0,0,0,0,0,1,1,900,,,,,,,,,,,,,,,,,
43003,2014,9,16,31.5,25,4,0,0,0,5.4,0,0,0,0,0,0,0,0,0,1,1,780,,,,,,,,,,,,,,,,,
43003,2014,9,17,31.3,25.3,4,0,0,0,3.6,1,1,0,0,0,0,0,0,0,6,4,60,5,4,120,1,1,893,,,,,,,,,,,
43003,2014,9,18,31,24.6,3,5,1,25,2,1,1,0,0,0,0,0,0,0,6,4,30,5,4,70,1,1,928,,,,,,,,,,,
43003,2014,9,19,29.4,24.5,3,2.6,1,45,0,1,1,0,0,0,0,0,0,0,6,2,100,5,2,170,1,1,917,,,,,,,,,,,
43003,2014,9,20,29.4,25.2,3,0.3,0,5,5.2,0,1,0,0,0,0,0,0,0,5,3,5,1,1,899,,,,,,,,,,,,,,
43003,2014,9,21,30.7,23.7,3,12.4,1,5,7.5,0,1,0,0,0,0,0,0,0,6,2,85,5,2,15,1,1,860,,,,,,,,,,,
43003,2014,9,22,30.7,24.2,2,6.3,0,25,8.5,0,1,0,0,0,0,0,0,0,6,2,55,5,2,25,1,1,760,,,,,,,,,,,
43003,2014,9,23,31.3,24,5,0,0,0,6.9,0,1,0,0,0,0,0,0,0,1,1,900,,,,,,,,,,,,,,,,,
43003,2014,9,24,31.5,24.7,5,0,0,0,8.2,0,1,0,0,0,0,0,0,0,1,1,884,,,,,,,,,,,,,,,,,
43003,2014,9,25,32,25.2,10,0,0,0,8.8,0,1,0,0,0,1,0,0,0,9,8,70,5,8,70,1,1,780,,,,,,,,,,,
43003,2014,9,26,32,24.6,6,1.8,1,15,1.2,1,1,0,0,0,1,0,0,0,9,1,90,6,2,45,5,1,270,1,1,635,,,,,,,,
43003,2014,9,27,35.3,25.2,3,0.2,0,15,8.8,0,0,0,0,0,0,0,0,0,1,1,884,,,,,,,,,,,,,,,,,
43003,2014,9,28,35.3,25.4,2,0,0,0,9.3,0,0,0,0,0,0,0,0,0,1,1,780,,,,,,,,,,,,,,,,,
43003,2014,9,29,37,26.6,4,0,0,0,8.2,0,0,0,0,0,0,0,0,0,1,1,780,,,,,,,,,,,,,,,,,
43003,2014,9,30,37,26.4,2,0,0,0,8.5,1,1,0,0,0,1,0,0,0,9,7,125,6,7,205,1,1,600,0,7,30,,,,,,,,
43003,2014,10,1,36.5,22.8,6,18.4,3,35,2.4,0,0,0,0,0,1,0,0,0,9,7,100,1,1,895,1,1,600,0,7,30,,,,,,,,
43003,2014,10,2,33,24.3,3,0,0,0,9.3,0,0,0,0,0,1,0,0,0,1,1,600,,,,,,,,,,,,,,,,,
43003,2014,10,3,34.9,25.2,3,0,0,0,8.9,0,0,0,0,0,0,0,0,0,1,1,570,,,,,,,,,,,,,,,,,
43003,2014,10,4,35,25.8,3,0,0,0,6.1,0,0,0,0,0,0,0,0,0,1,2,495,,,,,,,,,,,,,,,,,
43003,2014,10,5,33.8,24.2,3,0,0,0,8.7,0,0,0,0,0,0,0,0,0,1,1,884,,,,,,,,,,,,,,,,,
43003,2014,10,6,35.3,25.2,4,0,0,0,8.7,0,0,0,0,0,0,0,0,0,1,1,795,,,,,,,,,,,,,,,,,
43003,2014,10,7,34,25.4,4,0,0,0,1.3,0,0,0,0,0,0,0,0,0,9,7,12,6,7,15,1,1,929,,,,,,,,,,,
43003,2014,10,8,32.8,23,3,4.6,0,30,5.2,1,1,0,0,0,0,0,0,0,6,1,15,5,1,30,1,1,615,,,,,,,,,,,
43003,2014,10,9,32.7,24.8,4,0,0,0,8.9,0,0,0,0,0,0,0,0,0,1,1,840,,,,,,,,,,,,,,,,,
43003,2014,10,11,34,24.7,3,0,0,0,9.2,0,0,0,0,0,0,0,0,0,1,1,881,,,,,,,,,,,,,,,,,
43003,2014,10,12,35.8,22.4,4,0,0,0,9.2,0,0,0,0,0,0,0,0,0,1,1,780,,,,,,,,,,,,,,,,,
43003,2014,10,13,33.5,24.8,4,0,0,0,9,0,0,0,0,0,0,0,0,0,1,1,720,,,,,,,,,,,,,,,,,
43003,2014,10,14,32.8,27,2,0,0,0,9.2,0,0,0,0,0,0,0,0,0,1,1,902,,,,,,,,,,,,,,,,,
43003,2014,10,15,34.6,24.2,2,0,0,0,9,0,0,0,0,0,0,0,0,0,1,1,780,,,,,,,,,,,,,,,,,
43003,2014,10,16,34.6,25.4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,1,1,660,,,,,,,,,,,,,,,,,
43003,2014,10,17,37,25.4,4,0,0,0,9.6,0,0,0,0,0,0,0,0,0,1,1,750,,,,,,,,,,,,,,,,,
43003,2014,10,18,36.8,25,3,0,0,0,9.2,0,0,0,0,0,0,0,0,0,1,1,600,,,,,,,,,,,,,,,,,
43003,2014,10,19,35.3,23.7,4,0,0,0,10,0,0,0,0,0,0,0,0,0,9,7,20,1,1,690,,,,,,,,,,,,,,
43003,2014,10,20,35.3,25.2,3,0,0,0,9,1,1,0,0,0,0,0,0,0,6,8,5,5,8,10,1,1,765,,,,,,,,,,,
43003,2014,10,21,26.8,25.4,4,0.2,0,5,9.8,1,1,0,0,0,0,0,0,0,1,1,510,,,,,,,,,,,,,,,,,
43003,2014,10,22,36.8,25.2,4,0,0,0,8.2,0,0,0,0,0,0,0,0,0,1,1,660,,,,,,,,,,,,,,,,,
43003,2014,10,23,37.2,25,4,0,0,0,9.7,0,0,0,0,0,0,0,0,0,1,1,270,,,,,,,,,,,,,,,,,
43003,2014,10,24,37.2,25.4,2,0,0,0,0.9,0,0,0,0,0,0,0,0,0,1,1,300,,,,,,,,,,,,,,,,,
43003,2014,10,25,35.7,25,3,0.2,0,5,0,0,0,0,0,0,0,0,0,0,6,3,5,5,2,280,,,,,,,,,,,,,,
43003,2014,10,26,29,23.6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
43003,2014,10,27,30.5,24,4,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,50,1,3,450,,,,,,,,,,,,,,
43003,2014,10,28,34.5,23,2,0,0,0,5.9,0,0,0,0,0,0,0,0,0,1,1,720,,,,,,,,,,,,,,,,,
43003,2014,10,29,35.3,21.2,2,0,0,0,9.6,0,0,0,0,0,0,0,0,0,1,1,780,,,,,,,,,,,,,,,,,
43003,2014,10,30,35.3,21.6,3,0,0,0,9.6,0,0,0,0,0,0,0,0,0,1,1,780,,,,,,,,,,,,,,,,,
43003,2014,10,31,35.5,24.8,4,0,0,0,9.4,0,0,0,0,0,0,0,0,0,1,1,570,,,,,,,,,,,,,,,,,
43003,2014,11,1,35.5,20.6,2,0,0,0,9.2,0,0,0,0,0,0,0,0,0,1,1,570,,,,,,,,,,,,,,,,,
43003,2014,11,2,36,21,3,0,0,0,9.4,0,0,0,0,0,0,0,0,0,1,1,540,,,,,,,,,,,,,,,,,
43003,2014,11,3,35.3,21.2,4,0,0,0,9.4,0,0,0,0,0,0,0,0,0,1,1,510,,,,,,,,,,,,,,,,,
43003,2014,11,4,37,21.7,4,0,0,0,9.1,0,0,0,0,0,0,0,0,0,1,1,540,,,,,,,,,,,,,,,,,
43003,2014,11,5,36.2,20.8,3,0,0,0,8.7,0,0,0,0,0,0,0,0,0,1,1,540,,,,,,,,,,,,,,,,,
43003,2014,11,6,34.3,23,4,0,0,0,9.5,0,0,0,0,0,0,0,0,0,1,1,585,,,,,,,,,,,,,,,,,
43003,2014,11,7,34.3,20.2,2,0,0,0,9.7,0,0,0,0,0,0,0,0,0,1,1,570,,,,,,,,,,,,,,,,,
43003,2014,11,8,34.6,20.8,4,0,0,0,9.7,0,0,0,0,0,0,0,0,0,1,8,75,,,,,,,,,,,,,,,,,
43003,2014,11,9,34.6,20.4,4,0,0,0,9.4,0,0,0,0,0,0,0,0,0,1,1,660,,,,,,,,,,,,,,,,,
43003,2014,11,10,35.5,22.8,5,0,0,0,6.1,0,0,0,0,0,0,0,0,0,1,1,210,,,,,,,,,,,,,,,,,
43003,2014,11,11,36.3,24,4,0,0,0,8.4,0,0,0,0,0,0,0,0,0,1,1,570,,,,,,,,,,,,,,,,,
43003,2014,11,12,35.3,24.8,3,0,0,0,8.5,0,0,0,0,0,0,0,0,0,1,1,600,,,,,,,,,,,,,,,,,
43003,2014,11,13,36.3,28.2,3,0,0,0,9.1,0,0,0,0,0,0,0,0,0,1,1,450,,,,,,,,,,,,,,,,,
43003,2014,11,14,36.3,24.8,2,0,0,0,1.6,0,0,0,0,0,0,0,0,0,1,1,60,,,,,,,,,,,,,,,,,
43003,2014,11,15,33.5,24,4,3.2,0,55,0,1,1,0,0,0,0,0,0,0,6,2,70,5,2,310,1,3,665,,,,,,,,,,,
43003,2014,11,16,33,24.9,3,0.1,0,55,2.8,1,1,0,0,0,0,0,0,0,1,1,750,,,,,,,,,,,,,,,,,
43003,2014,11,17,33,25.4,3,0.1,0,5,9.3,1,1,0,0,0,0,0,0,0,5,1,5,1,1,565,,,,,,,,,,,,,,
43003,2014,11,18,34.5,24.3,3,0.1,0,0,9,1,1,0,0,0,0,0,0,0,1,1,720,,,,,,,,,,,,,,,,,
43003,2014,11,19,35,24.8,4,0.1,0,0,6.3,1,1,0,0,0,0,0,0,0,1,1,780,,,,,,,,,,,,,,,,,
43003,2014,11,20,35.8,25,4,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,690,,,,,,,,,,,,,,,,,
43003,2014,11,21,35,21.6,3,0,0,0,8.1,0,0,0,0,0,0,0,0,0,1,1,570,,,,,,,,,,,,,,,,,
43003,2014,11,22,34.7,19.7,3,0,0,0,9,0,0,0,0,0,0,0,0,0,1,1,720,,,,,,,,,,,,,,,,,
43003,2014,11,23,34.7,20.2,1,0,0,0,8.5,0,0,0,0,0,0,0,0,0,1,1,690,,,,,,,,,,,,,,,,,
43003,2014,11,24,35.5,21.6,3,0,0,0,7.7,0,0,0,0,0,0,0,0,0,1,1,360,,,,,,,,,,,,,,,,,
43003,2014,11,25,35.5,21.6,2,0,0,0,9.2,0,0,0,0,0,0,0,0,0,1,1,570,,,,,,,,,,,,,,,,,
43003,2014,11,26,34.9,21,4,0,0,0,9.8,0,0,0,0,0,0,0,0,0,1,1,570,,,,,,,,,,,,,,,,,
43003,2014,11,27,34.5,18.2,4,0,0,0,9.8,0,0,0,0,0,0,0,0,0,1,1,570,,,,,,,,,,,,,,,,,
43003,2014,11,28,34.8,18.7,3,0,0,0,8.9,0,0,0,0,0,0,0,0,0,1,1,720,,,,,,,,,,,,,,,,,
43003,2014,11,29,34.3,19,2,0,0,0,6.5,0,0,0,0,0,0,0,0,0,1,1,690,,,,,,,,,,,,,,,,,
43003,2014,11,30,34.6,18.2,6,0,0,0,9.6,0,0,0,0,0,0,0,0,0,1,1,510,,,,,,,,,,,,,,,,,
43003,2014,12,1,34.6,18,2,0,0,0,7,0,0,0,0,0,0,0,0,0,1,1,450,,,,,,,,,,,,,,,,,
43003,2014,12,3,35.3,20,3,0,0,0,9.4,0,0,0,0,0,0,0,0,0,1,1,480,,,,,,,,,,,,,,,,,
43003,2014,12,4,34.5,19.6,5,0,0,0,8.1,0,0,0,0,0,0,0,0,0,1,1,550,,,,,,,,,,,,,,,,,
43003,2014,12,5,33.8,20.2,4,0,0,0,9.7,0,0,0,0,0,0,0,0,0,1,1,30,,,,,,,,,,,,,,,,,
43003,2014,12,6,35.2,18.4,8,0,0,0,9.9,0,0,0,0,0,0,0,0,0,1,1,300,,,,,,,,,,,,,,,,,
43003,2014,12,7,34,17.3,0,0,0,9.2,0,0,0,0,0,0,0,0,0,1,1,450,,,,,,,,,,,,,,,,,,
43003,2014,12,8,34.8,17.6,0,0,0,8.7,0,0,0,0,0,0,0,0,0,1,1,600,,,,,,,,,,,,,,,,,,
43003,2014,12,9,34.8,17.8,0,0,0,8.5,0,0,0,0,0,0,0,0,0,1,1,720,,,,,,,,,,,,,,,,,,
43003,2014,12,10,33.7,19.3,0,0,0,7.5,0,0,0,0,0,0,0,0,0,1,1,630,,,,,,,,,,,,,,,,,,
43003,2014,12,11,33.7,20.6,0,0,0,5.4,0,0,0,0,0,0,0,0,0,1,1,884,,,,,,,,,,,,,,,,,,
43003,2014,12,12,32.1,22.7,0,0,0,5.2,0,0,0,0,0,0,0,0,0,1,1,884,,,,,,,,,,,,,,,,,,
43003,2014,12,13,31.9,21.8,1.5,0,15,4.6,1,1,0,0,0,1,0,0,0,9,1,40,6,1,40,5,1,15,1,1,780,,,,,,,,,
43003,2014,12,14,31.3,16.8,0,0,0,9.7,0,0,0,0,0,0,0,0,0,1,1,630,6,1,40,5,1,15,1,1,780,,,,,,,,,
