date,MAX,MIN,R.F,EVP,DR,NRF,SSH,...SLP,..MSLP,..DBT,..WBT,..DPT,.RH,..VP,DD,FFF,AW,VV,Cl,A,Cm,A.1,Ch,A.2,Dl,Dm,Dh,TC,h,c,a,Ht
2013-02-07,32.8,19.2,0,4.2,0,0,9.2,977.7,1013.1,22,15.8,10.8,49,129,2,6,1,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-02-08,28.7,17.5,0,4,4.2,0,0,977.8,1013.3,21.4,15.6,10.9,51,130,0,0,2,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-02-09,28.3,16.1,0,4,0,0,7.5,978.3,1013.7,21.8,15.8,11,50,131,7,8,3,96,5,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-02-10,30.9,15.9,0,3.9,0,0,8.6,978.2,1013.5,22.2,17.4,14,60,160,0,0,1,95,0,0,3,1,0,0,0,9,0,1,9,3,1,60
2013-02-11,32.4,16.2,0,4,0,0,8.3,977.5,1012.8,23,15,7.8,38,106,5,12,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-02-12,34.1,18.6,0,3.8,0,0,8.3,979.9,1015.4,21.8,15.6,10.5,49,127,0,0,2,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-02-13,33.8,16.2,0,4.2,0,0,9.5,980,1015.6,21,15.4,10.8,57,129,36,4,2,95,0,0,3,3,0,0,0,9,0,3,9,3,3,60
2013-02-14,33.4,16.6,0,3.9,0,0,8.8,976.7,1011.8,23.2,16,10.1,43,123,0,0,1,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-02-15,34,18.5,1.1,4,0,50,8.6,975.9,1011,24,18,13.8,53,158,0,0,1,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-02-16,31.5,18.6,1.6,3.7,2,15,6.6,975.7,1010.7,24.2,17.2,11.9,46,139,29,6,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-02-17,29.2,15.2,0,0,0,5.2,0,975.5,1010.5,24.8,15.6,7.4,33,103,0,0,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-02-18,28.7,11.4,0,4.1,0,0,10,976.2,1011.2,24.8,17.2,11.4,43,134,0,0,3,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-02-19,28.2,11.1,0,3.5,0,0,10.7,976.3,1011.2,25.8,17.2,10.5,38,127,0,0,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-02-20,30.2,12.5,0,3.9,10.5,0,0,976.9,1011.9,25,17,10.7,41,129,36,4,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-02-21,32,14.4,0,4.4,0,0,10.3,975.9,1010.3,30,20,13.3,36,153,5,4,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-02-22,32.1,14.7,0,4.3,0,0,10.3,976.3,1010.8,29,18.6,10.9,32,130,0,0,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-02-23,33.9,17.2,0,4.2,0,0,10.1,975.8,1010,30.6,19.6,11.8,32,138,5,8,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-02-24,34.5,16.4,10.1,4.3,1,30,9.4,976,1010.2,31,20,12.4,32,143,0,0,6,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-02-25,32.7,15.9,0,4.6,0,0,9.9,975.8,1010,31.4,20,12.1,31,141,20,8,6,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-02-26,32.7,15.9,0,4.6,0,0,10.1,976.1,1010.3,31.4,20.2,12.6,32,146,0,0,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-02-27,34.2,15.6,0,4.7,0,0,10.3,975.2,1009.4,31.4,19,9.5,26,119,5,10,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-02-28,35.5,17,0,5.4,10,0,0,977.2,1011.5,30.6,18.6,9.3,26,117,9,8,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-03-01,36.2,19.5,0,5.8,0,0,9.7,977.3,1011.5,31.2,20.4,13.2,33,152,0,0,5,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-03-02,35.1,11.6,0,5.2,0,0,10.2,974.3,1008.5,30.6,19.8,12.3,33,143,18,8,4,96,5,1,0,0,0,0,9,0,0,1,5,6,1,20
2013-03-03,34.4,10.5,0,4.9,0,0,10.8,974.4,1008.7,30.2,18.6,9.7,28,120,23,10,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-03-04,35.5,10.8,0,5.8,10.8,0,0,974.5,1008.9,29,17,6.5,24,114,34,6,6,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-03-05,35.3,12.7,0,5.4,0,0,10.7,974,1008.4,29,18,9.3,29,117,14,4,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-03-06,35.6,14.7,0,5.3,0,0,10.4,973.9,1007.9,32.2,19.6,10.3,26,125,20,6,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-03-07,35.8,13.2,0,5.5,0,0,10.5,973.9,1008,31.4,20.4,13,33,150,0,0,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-03-08,35.7,14.9,0,5.5,0,0,10.5,975.3,1009.5,31.6,20.2,12.4,31,143,0,0,5,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-03-09,36.3,14.3,0,5.5,0,0,10.5,975.5,1009.7,31.6,20.2,12.4,31,144,9,4,4,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-03-10,37.2,14.2,0,5.5,10,0,0,974.2,1008.3,31.8,20.4,12.7,31,147,9,8,4,96,0,0,3,1,0,0,0,9,0,1,9,3,1,60
2013-03-11,37.8,18.1,0,5.4,0,0,9.5,973.2,1007.3,32,21.4,14.8,35,168,9,10,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-03-12,39.3,17.6,0,6,8.9,0,0,976.6,1010.6,32.4,22,15.8,37,179,0,0,5,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-03-13,39,19.1,0,6,0,0,9,975.2,1009.4,32,20.4,12.5,30,145,11,4,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-03-14,39.2,20.7,3.8,1,0,7.8,0,971.2,1005,33.4,21.2,13.3,30,153,32,4,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-03-15,36.7,20.5,0.3,1,0,0,0,971.4,1005.3,34,21.4,13.2,29,152,32,12,6,96,0,0,3,2,1,3,0,9,9,5,9,3,2,60
2013-03-16,31.8,18.2,11.3,4.7,3,55,2.3,971.1,1004.8,35,19.6,7.4,18,126,34,12,6,96,0,0,0,0,1,2,0,0,9,2,9,0,2,75
2013-03-17,30.7,18,0,4.8,0,20,5.1,971.1,1004.7,35.4,20,8.2,19,132,32,14,6,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-03-18,32.7,18.2,0,3.6,9.4,0,0,971.6,1005.3,35,20.8,10.9,23,151,23,8,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-03-19,35.4,18.2,0,0,0,0,0,972.2,1005.7,36.6,20.4,8.1,17,132,32,18,7,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-03-20,35.7,21,0,4.4,0,0,9.5,971.5,1005.2,35,17.6,4,14,81,32,22,6,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-03-21,32.6,19.1,0,4.5,0,0,1.1,977.2,1012.2,24.4,16,8.9,37,114,0,0,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-03-22,37.8,19.3,0,5.2,0,0,9.2,976,1011.8,24.8,15.8,7.9,34,107,2,6,0,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-03-23,39.4,20.8,0,5.6,0,0,8.7,976.3,1011.4,26,17,9.8,36,121,36,8,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-03-24,35.9,22.7,0,6.1,9.1,0,0,976.3,1011,27,16.8,8.2,30,109,36,4,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-03-25,38.6,22,0,6.1,0,0,0,975.3,1009.8,28.2,15.2,7.4,18,67,32,16,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-03-26,40.1,21.3,0,4.2,0,0,8.2,976.7,1011.4,27,16.6,7.7,29,105,0,0,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-03-27,39.9,23.1,0,5.8,0,10,7.4,977.3,1012,27.6,16.2,5.8,25,92,36,6,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-03-28,40.6,24,0,6.2,0,0,5.4,975.3,1010.2,25.8,15.8,6.7,24,98,0,0,2,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-03-29,39.6,23.5,0,6.2,0,0,7.1,976,1010.9,26,19.2,14.7,50,167,9,4,1,96,0,0,3,4,0,0,0,9,0,4,9,3,4,60
2013-03-30,39.2,20.4,0,6.2,0,0,7.9,979.4,1014.4,25.4,17.4,11.3,41,134,11,18,4,96,5,1,0,0,2,3,9,0,9,4,5,5,1,25
2013-03-31,39.3,21.1,0,6.2,0,0,10.6,978.6,1013.4,26.6,18.2,12.1,41,141,0,0,2,96,0,0,3,2,0,0,0,9,0,2,9,3,2,60
2013-04-01,39,21.2,0,6.5,10.6,0,0,978.1,1013,26,16,7.1,30,101,2,12,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-04-02,39.7,22.1,0,6.3,0,0,8.8,979.2,1014.3,25,15.2,6,29,93,5,8,1,96,0,0,0,0,1,2,0,0,9,2,9,0,2,75
2013-04-03,39.4,22.7,0,5.6,0,10,9.4,978.8,1013.8,24.2,16,9.1,38,116,0,0,2,94,5,2,3,3,0,0,9,9,0,5,5,6,2,20
2013-04-04,37.7,21.1,0,4.5,0,0,9.4,978.2,1013,26.6,18.2,12.1,41,141,32,12,5,96,5,3,3,4,0,0,9,9,0,7,5,6,3,20
2013-04-05,40,21.7,0,5.6,0,0,10.5,977.7,1013.1,21.4,18,15.7,70,178,0,0,4,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-04-06,40,20.1,0,6,0,0,10.8,976.7,1011.8,24,18,13.8,53,157,0,0,1,95,0,0,3,1,0,0,0,9,0,1,9,3,1,60
2013-04-07,40.6,20.7,6.3,0,0,10.2,0,976.9,1011.6,26.2,16.4,8,31,107,5,6,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-04-08,41.2,21,0,6.2,0,0,9.7,978.7,1011.4,26.6,17,9.2,33,116,36,4,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-04-09,42.8,22.7,0,6.2,0,0,9.6,975.3,1010,27,18,11.2,37,133,0,0,1,95,9,2,3,2,0,0,9,9,0,4,5,6,2,25
2013-04-10,42.7,23.5,0,6,0,0,9,975.4,1010.4,25,18,13,47,150,14,8,3,95,5,1,0,0,0,0,9,0,0,1,5,6,1,20
2013-04-11,43.2,24.2,5.9,0,0,8.7,0,977.2,1012.1,25.4,18.6,13.9,49,159,0,0,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-04-12,42.7,23.9,0,6.3,0,0,9.2,977.3,1012.1,26.6,17.6,10.7,37,129,34,12,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-04-13,42.5,23.6,0,6.8,0,0,9,978.5,1013.3,27,19.8,15.2,48,173,32,10,3,95,4,3,3,2,0,0,9,9,0,5,5,6,2,20
2013-04-14,43.3,23.9,0,6.6,0,45,8.2,978,1012.8,27,20,15.6,50,177,27,6,2,96,0,0,3,1,0,0,0,9,0,1,9,3,1,60
2013-04-15,38.2,22.7,0.2,6,0,20,7.4,976.4,1010.9,28.6,18.8,11.7,35,137,5,4,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-04-16,42.6,23.7,0,6.3,0,0,10.5,976.5,1011,29,17,6.5,24,97,0,0,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-04-17,42.7,24.7,0,6.2,0,0,10.7,976,1010.6,28,17.8,9.8,32,121,0,0,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-04-18,43.2,22,0,6.5,0,0,10.6,974.7,1009,30,20.4,14.2,38,162,27,6,2,96,0,0,3,1,1,2,0,9,9,3,9,3,1,60
2013-04-19,42.1,25.9,0,6.4,0,0,10.9,974.5,1008.6,31.4,20.4,13,33,150,34,10,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-04-20,40.7,21.4,0,5.4,0,42,8.7,974.2,1008.4,30.8,20.6,14,36,160,9,14,4,96,0,0,0,0,2,3,0,0,9,3,9,0,3,80
2013-04-21,36.5,21.1,0,5.2,0,7,7.6,973.3,1006.9,35.2,19.2,5.1,15,117,36,10,6,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-04-22,35.7,22.2,0,5.6,0,0,8.1,972.3,1005.6,37.4,20,5.8,14,119,34,8,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-04-23,37.8,21.8,3.6,3.8,2,7,8.5,970.8,1004.1,37.6,19.8,4.8,13,113,29,12,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-04-24,36.7,21.5,4.8,5.5,1,40,3.3,970.7,1004,37.8,19.8,4.6,13,112,32,10,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-04-25,39.4,23.4,0,5.5,0,0,8.9,970.9,1004.2,37.2,18.8,1.4,11,68,32,14,9,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-04-26,40.8,23.7,0,5.8,0,30,7.6,971.9,1005.2,37.6,19.2,2.5,11,73,5,8,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-04-27,40.3,24.4,0,6.3,0,0,10.2,971.3,1004.8,37,18.8,1.7,11,69,27,14,5,97,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-04-28,43.4,24.2,0,6.5,0,0,11.2,970.8,1004.2,37,20.2,7,16,126,25,6,3,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-04-29,44.4,25.4,0,7,0,0,11,972.3,1005.8,36.2,22,12.4,24,170,25,8,6,96,0,0,3,3,1,1,0,9,9,4,9,3,3,60
2013-04-30,44.7,26.5,0,6.9,0,0,10.5,975,1008.7,34.6,20.2,9.6,22,141,18,14,5,96,0,0,3,2,2,1,0,9,9,3,9,3,2,60
2013-05-01,45.4,25.8,0,6.9,0,0,10.8,973.9,1007.5,35.6,21.4,11.9,24,160,18,12,6,96,5,2,3,3,0,0,9,9,0,5,5,6,2,20
2013-05-02,45.7,25.7,0,7.3,0,0,11.3,973.4,1007.1,34.6,20,9,21,137,14,8,4,96,0,0,3,2,0,0,0,9,0,2,9,3,2,60
2013-05-03,45.6,28.2,0,7.1,0,0,10.9,975.4,1009.1,35.8,20.8,10.1,21,146,5,4,5,96,0,0,3,2,0,0,0,9,0,2,9,3,2,60
2013-05-04,44.2,24.2,0,7.2,0,0,11.2,975.3,1003.5,31.8,18.2,6.8,21,119,29,14,4,95,3,2,3,5,0,0,9,9,0,7,5,6,2,20
2013-05-05,44.8,25.9,0,7.1,0,0,11.5,973.9,1008.2,30,19.6,12.3,34,143,11,18,8,95,9,3,3,3,0,0,9,9,0,6,5,6,3,20
2013-05-06,44.8,30.2,0,7.4,0,0,10.8,972.5,1006.2,35,20.8,10.9,23,151,0,0,3,95,8,1,0,0,0,0,9,0,0,1,5,8,1,25
2013-05-07,45.3,28.1,0,7.4,0,0,10.1,972,1005.7,34.6,20.8,11.2,24,154,11,4,3,96,5,1,3,2,0,0,9,9,0,3,5,6,1,20
2013-05-08,45.2,26.1,0,0,0,10.1,0,972.1,1005.7,36,20.8,9.9,20,145,2,8,6,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-05-09,46.3,30.5,0,7.4,0,0,11.1,970.6,1004.1,36,20.6,9.3,20,141,0,0,4,96,5,1,3,2,0,0,9,9,0,3,5,6,1,25
2013-05-10,46.7,28,0,7.8,0,0,11.5,970.5,1004.5,31,20.4,13.4,34,154,5,10,5,96,3,2,3,2,0,0,9,9,0,4,5,6,2,20
2013-05-11,46,31.5,0,7.4,0,10,11.3,969.9,1003.5,35,21,11.4,24,156,0,0,3,96,5,2,3,2,0,0,9,9,0,4,5,6,2,20
2013-05-12,43.8,25.9,0.2,7.2,0,5,8,971.7,1005.4,34.2,20.6,11.1,24,132,0,0,5,96,2,2,0,0,0,0,9,0,0,2,5,8,2,25
2013-05-13,43.9,26.5,0,7,0,0,9.6,972.7,1006.3,35.4,20.4,9.4,20,140,23,14,5,96,3,3,0,0,0,0,9,0,0,3,5,6,2,20
2013-05-14,42.8,27.8,0,7,0,0,9.1,973,1007.1,31.6,21,14.2,35,161,20,8,3,96,3,2,3,1,0,0,9,9,0,3,5,8,1,25
2013-05-15,43.4,24.3,0,7,0,0,10.8,972,1005.6,35.6,20.4,9.1,20,139,32,14,7,96,9,3,3,2,0,0,9,9,0,5,5,6,2,20
2013-05-16,43.6,27.5,0,7.2,0,0,10,970.7,1004.2,36,19.8,6.9,17,124,32,14,13,96,0,0,0,0,2,2,0,0,9,2,9,0,2,80
2013-05-17,45.4,29.5,0,7.1,0,0,8.2,971.6,1005.2,36,21,10.4,21,149,0,0,6,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-05-18,46.5,27.6,0,7.4,0,0,7.5,970.3,1003.5,38.4,22.4,12,21,165,20,14,4,96,8,1,0,0,0,0,9,0,0,1,5,8,1,25
2013-05-19,47,27.9,0,8.2,0,0,10.5,970.4,1003.7,37.2,23.4,15.1,27,196,18,8,5,96,2,2,3,3,0,0,0,9,0,5,5,8,2,25
2013-05-20,47.3,29.4,0,7.6,0,0,9.8,969.7,1002.7,39.4,21.8,9.7,16,145,34,26,7,96,2,2,0,0,0,0,9,0,0,2,5,8,2,25
2013-05-21,47.5,28.5,0,7.2,0,0,9.1,968.8,1001.9,38.6,21.6,9.6,17,146,34,14,4,96,5,2,0,0,0,0,9,0,0,2,5,6,2,20
2013-05-22,47.8,33.7,0,8,0,0,10.5,974.8,1008.9,31.6,20,11.9,30,139,7,12,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-05-23,47.9,32.2,0,8.2,0,0,11.2,975.4,1009.6,31.4,20,12.1,31,141,2,8,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-05-24,46.6,27.2,0,7.8,11.2,0,0,975.6,1009.6,32.4,20.8,13.1,31,151,9,8,1,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-05-25,46.3,30,0,7.3,0,0,11.5,974.6,1008.6,32.6,21.2,13.9,32,159,36,8,2,96,0,0,3,2,2,3,0,9,9,5,9,3,2,60
2013-05-26,44.9,33.2,0,7.5,0,0,10.7,975.6,1009.3,33.2,21,12.9,29,149,0,200,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-05-27,43.5,33.3,0,7,0,0,6.3,976.4,1010.9,29,19,11.8,35,138,0,0,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-05-28,42.6,29.7,0,6.7,0,5,5.7,975.7,1010.2,28.8,20.6,15.5,44,176,36,14,3,96,5,2,3,1,0,0,9,9,0,3,5,6,2,25
2013-05-29,44.7,32.6,0,6.9,0,0,10,974.2,1008.5,30,21.2,15.8,43,179,9,14,3,96,8,3,3,1,0,0,9,9,0,4,5,6,2,20
2013-05-30,44.7,32.6,0,6.5,0,0,7.1,976.3,1011,26.4,22.2,20,68,234,0,0,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-05-31,45,32.3,0,6.7,0,0,9.8,975.9,1010.4,29,21,16.1,46,182,5,18,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-06-01,43.7,26.7,0.8,6,0,50,4.3,975.9,1010.1,30.4,19.6,12,32,140,2,10,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-06-02,44.6,28.9,0,7,0,0,8,974.1,1008.1,31.4,19.6,11.1,29,132,5,12,96,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-06-03,43.1,29,0,6.4,0,0,6,972.1,1006.1,31.8,20.2,12.2,30,142,0,0,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-06-04,42.6,25.7,0,6.4,1,0,7.8,971.3,1005.4,31,20,12.4,32,143,7,10,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-06-05,41.9,27.6,0,6.7,0,0,6.7,972,1005.9,32.4,20.8,13.1,31,151,9,10,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-06-06,41.8,26.5,0,6.8,0,5,3.6,969.8,1003.7,31.6,21.2,14.7,36,167,20,8,2,96,0,0,3,1,2,2,0,9,9,3,9,3,1,60
2013-06-07,42.7,24.8,1.9,6.4,1,40,10,968.5,1002.2,35,19.8,8,19,131,2,16,5,96,0,0,3,3,1,2,0,9,9,5,9,3,3,60
2013-06-08,37.9,26.3,0,6,0,25,4,972.6,1006.5,33,20,10.6,25,148,2,12,3,96,0,0,3,1,0,0,0,9,0,1,9,3,1,60
2013-06-09,38.6,25.8,0,6,0,0,3.5,974.9,1008.9,32.6,17.8,4.4,17,106,5,4,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-06-10,39,25.3,0.6,4,4,7,4.8,971.9,1005.7,33.4,18,4,16,105,0,0,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-06-11,38.7,25.6,2.4,6.2,2,35,6.6,969.2,1002.7,35.6,20,7.9,18,131,32,26,6,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-06-12,35.4,24.4,25.9,4.6,13,47,1.6,971.3,1005.1,34,19,6.7,18,121,34,22,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0
2013-06-13,34.6,25,6.5,4.5,9,5,2.1,974.2,1008.2,33,17.6,3.1,15,99,2,10,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-06-14,33.2,24.6,18.9,3.7,13,53,1.2,974.3,1008.4,32,17,2.3,15,95,32,8,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-06-15,32.3,24.8,51,3.6,9,40,1.6,974.8,1008.8,32.6,17.2,2.2,15,94,11,6,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-06-16,27,22.5,56.1,3.9,17,13,0,975,1009,32.4,18.4,6.7,20,119,32,10,2,96,0,0,3,1,1,2,0,9,9,3,9,3,1,60
2013-06-17,31.3,24.6,1,4.2,4,55,0.8,975.3,1009.2,33.6,18.4,5.2,17,111,2,10,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-06-18,33.6,23.1,5.4,4.6,7,5,7.2,973.6,1007.5,33.8,18,3.5,15,102,0,0,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-06-19,33.4,24.5,0,4.7,0,0,7.4,973.2,1006.9,34.6,19.6,7.9,19,129,0,0,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-06-20,36.2,26.7,0,5,0,0,9.9,972.1,1005.8,35,20.2,9.2,21,139,0,0,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-06-21,36.4,26.1,0,5.4,0,12,5.4,969.7,1002.9,39,23,13,21,175,23,4,5,96,8,2,0,0,0,0,9,0,0,2,5,8,2,25
2013-06-22,37.6,26.7,0,5.2,0,0,8.7,970.7,1003.7,39.8,23.8,14.4,22,188,2,4,6,96,0,0,3,2,1,1,0,9,9,3,9,3,2,60
2013-06-23,29.8,25.7,1.1,4,3,10,0,971.3,1004.4,39.2,23.8,14.8,24,192,2,4,5,96,5,2,0,0,2,3,9,0,9,5,5,6,2,20
2013-06-24,29.9,23.8,22.6,3.8,11,7,0,970.5,1003.7,39,23.6,14.5,24,189,27,18,4,96,5,2,3,2,1,2,9,9,9,6,5,6,2,20
2013-06-25,30.9,23.7,72.3,3.3,16,5,1.5,971.5,1004.6,39.6,23.8,14.5,23,190,2,6,6,96,1,1,0,0,0,0,9,0,0,1,5,8,1,25
2013-06-26,26.4,23.6,187.4,1,24,0,0,972,1005.6,35.8,21.6,11.2,24,164,34,18,6,96,3,3,3,1,0,0,9,9,0,4,5,8,2,25
2013-06-27,27.8,23.7,2.2,2.6,5,50,0,969.5,1003.1,35,23.4,16.9,34,192,5,8,7,96,8,3,0,0,0,0,9,0,0,3,5,6,2,20
2013-06-28,28.5,24.5,1.2,3.9,4,35,0,968.1,1001.6,34.6,20.3,20.3,45,238,2,10,7,96,9,2,3,2,0,0,9,9,0,4,5,6,2,25
2013-06-29,31.1,25,0,4,0,0,0.3,971.5,1005.1,35.4,25.4,20.6,42,242,18,8,4,96,8,2,0,0,0,0,9,0,0,2,5,8,2,25
2013-06-30,32.3,25.3,0,4.3,0,0,2.8,971.1,1004.4,38,24.2,16.6,28,210,5,10,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-07-01,34.3,26,0,4.8,0,0,8,969.3,1002.5,38.6,24,15.7,26,201,5,8,6,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-07-02,32.7,23.2,7.4,4.6,8,40,1.2,968.7,1001.7,39.4,24,15.2,24,196,36,10,6,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-07-03,29.2,23.9,45,4.4,16,45,0,966.5,999.4,39.6,23,13,21,171,9,10,6,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-07-04,27.2,23.7,9.6,4.4,8,20,0,967.1,1000,40.6,23.6,13.2,20,179,9,8,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-07-05,31,21.9,0,4.5,0,30,4.2,966,999.5,40,23.8,14.2,22,188,11,12,5,96,5,1,3,3,2,2,9,9,9,6,5,6,1,20
2013-07-06,30.3,23.6,1.2,4.5,0,20,1.6,964.2,997,40,21.6,8.1,15,137,0,0,3,96,5,2,3,1,0,0,9,9,0,3,5,6,2,25
2013-07-07,32.7,25.4,5.6,4.3,0,45,1.5,964.9,997.7,40,22.6,11.1,18,159,0,0,6,96,3,3,3,2,0,0,9,9,0,5,5,6,2,20
2013-07-08,34.2,24.5,6.6,4.4,4,2,4.5,967.9,1000.7,42,22.8,9.7,15,151,27,4,6,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-07-09,33.7,24.2,10.1,5,5,34,6.5,968.7,1001.5,42,20,-1.5,7,54,32,18,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-07-10,33.4,24.5,18.9,4.8,6,53,4.9,965.9,998.4,43.4,21,1.1,7,66,29,8,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-07-11,32.4,24,3,4.8,5,55,2.2,965.4,998.2,41,20,0.4,8,63,27,22,10,96,9,2,3,3,0,0,9,9,0,5,5,6,2,20
2013-07-12,31.2,24.5,12.8,4.6,14,0,0.6,968.4,1001.4,40,19.6,0.2,8,62,32,22,12,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-07-13,31.9,24.2,3,4,2,22,1,970.1,1003.1,40,20,2.1,10,71,20,6,6,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-07-14,28.7,23.6,1.2,5,23,0.1,1,970.3,1003.3,40.4,20.4,3.2,10,77,5,10,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2013-07-15,25.2,21.9,145.1,15,10,0,1,969.8,1002.8,41,22,8.3,14,139,0,0,4,96,0,0,3,2,0,0,0,9,0,2,9,3,2,60
