"","INDEX","YEAR","MN","HR","DT","...SLP","..MSLP","..DBT","..WBT","..DPT",".RH","..VP","DD","FFF","AW","VV","Cl","A","Cm","A.1","Ch","A.2","Dl","Dm","Dh","TC","h","c","a","Ht","..R.F",".EVP","DW","P","H",".WAT","Date"
"1790",43063,2009,11,7.5,25,951.35,1013.15,25.4,20.5,18,65,206,0,0,1.5,96.5,0,0,0,0,1,1.5,0,0,9,1.5,9,0,1.5,70,0,1.5,23.5,NA,NA,NA,NA
"1791",43063,2009,11,7.5,26,950.1,1012.05,24.9,21.25,19.5,73.5,226.5,0,0,1.5,96.5,2.5,0.5,0,0,0.5,1,4.5,0,4.5,1.5,7,3,0.5,62.5,0,1.05,24.45,NA,NA,NA,NA
"1792",43063,2009,11,7.5,27,950.95,1013.15,24.15,19.6,16.95,69,195,3.5,1,3.5,96.5,2.5,0.5,0,0,1,3,4.5,0,9,3.5,7,3,1.5,48,0,1.15,24.1,NA,NA,NA,NA
"1793",43063,2009,11,7.5,28,951.95,1014.45,23,18.2,15.2,65,174,0,0,3.5,96.5,0,0,1.5,0.5,1,2,0,4.5,9,2.5,8,1.5,1.5,63,0,1.55,23.25,NA,NA,NA,NA
"1794",43063,2009,11,7.5,29,952.05,1014.75,22.3,17.2,13.75,62,159,0,0,3.5,96.5,0,0,0,0,0.5,1,0,0,4.5,1,9,0,1,84.5,0,1.75,21.05,NA,NA,NA,NA
"1795",43063,2009,11,7.5,30,951.8,1014.6,21.6,16.6,13.3,61.5,153,0,0,3,96.5,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.7,19.8,NA,NA,NA,NA
"1796",43063,2009,12,7.5,1,951.55,1014.25,21.8,16.7,13.4,61.5,154,0,0,3.5,96.5,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.15,20.3,NA,NA,NA,NA
"1797",43063,2009,12,7.5,2,951.4,1014.25,21.7,17.7,15.4,70.5,175.5,0,0,3.5,96.5,0,0,0,0,0.5,1,0,0,4.5,1,9,0,1,84.5,0,1.45,20.9,NA,NA,NA,NA
"1798",43063,2009,12,7.5,3,951.35,1014.1,23.6,18.4,16.55,66,177,0,0,1.5,96.5,2.5,0.5,3,2,1,2,4.5,9,9,4.5,6,4.5,1.5,41,0,1.4,21.2,NA,NA,NA,NA
"1799",43063,2009,12,7.5,4,951.05,1013.6,22.7,19.5,17.9,77,204.5,0,0,1.5,96.5,0,0,3,1.5,1,4.5,0,9,9,6,7,3,1.5,56,0,0.8,22.3,NA,NA,NA,NA
"1800",43063,2009,12,7.5,5,949.65,1011.95,23.6,19.75,17.75,74,203,0,0,1.5,96.5,2.5,0.5,1.5,1,1,3,4.5,4.5,9,4.5,6,6,1.5,41,0,1.25,22.4,NA,NA,NA,NA
"1801",43063,2009,12,7.5,6,948.55,1010.65,23.2,19.6,17.75,75,203,0,0,1.5,96.5,0,0,0,0,1,4.5,0,0,9,4.5,9,0,4.5,70,0,1.3,22.85,NA,NA,NA,NA
"1802",43063,2009,12,7.5,7,949.1,1011.25,24.1,20.3,18.4,72,212,0,0,1,96.5,0,0,1.5,1,1,3,0,4.5,9,4,8,1.5,2.5,63,0,0.8,22.8,NA,NA,NA,NA
"1803",43063,2009,12,7.5,8,949.45,1011.95,23.1,18.65,15.9,70,182.5,0,0,3,96,0,0,0,0,1,2.5,0,0,9,2.5,9,0,2.5,70,0,1.65,22.6,NA,NA,NA,NA
"1804",43063,2009,12,7.5,9,949.85,1012.35,22.3,17.85,15.2,68,172.5,0,0,4,96.5,0,0,0,0,0.5,1,0,0,4.5,1,9,0,1,84.5,0,1.45,21.15,NA,NA,NA,NA
"1805",43063,2009,12,7.5,10,949.7,1012.4,21.7,17.2,14.4,67.5,164.5,4.5,1,3,96.5,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.8,20.65,NA,NA,NA,NA
"1806",43063,2009,12,7.5,11,949.7,1011.75,21.8,17.9,15.55,71.5,176.5,0,0,5,96.5,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.6,21,NA,NA,NA,NA
"1807",43063,2009,12,7.5,12,949.5,1011.7,21.55,17.9,15.8,72.5,179.5,4.5,1,4,96.5,0,0,0,0,0.5,1,0,0,4.5,1,9,0,1,84.5,0,1.45,21.1,NA,NA,NA,NA
"1808",43063,2009,12,7.5,13,949.7,1012.3,22.3,18.7,16.8,74,192,0,0,1,96.5,0,0,0,0,0.5,1,0,0,4.5,1,9,0,1,84.5,0,1.15,21.35,NA,NA,NA,NA
"1809",43063,2009,12,7.5,14,950.6,1013.1,22.6,19.1,17.25,75.5,191.5,0,0,2,96.5,0,0,1.5,1,0.5,0.5,0,4.5,4.5,1.5,8,1.5,1,77.5,0,1.35,22.6,NA,NA,NA,NA
"1810",43063,2009,12,7.5,15,951.4,1014,23,19.2,17.2,73,196,0,0,2.5,96.5,2.5,1,0,0,0.5,0.5,4.5,0,4.5,1.5,7,3,1,62.5,0,1.35,22.75,NA,NA,NA,NA
"1811",43063,2009,12,7.5,16,951,1013.55,22.8,19,16.9,73,192.5,0,0,3,96.5,2.5,1.5,1.5,1.5,0,0,4.5,4.5,0,3,7,3,1.5,62.5,0,1.5,22.6,NA,NA,NA,NA
"1812",43063,2009,12,7.5,17,950.55,1013.2,22,18.2,16,69.5,182,0,0,2.5,96,6.5,3.5,0,0,0.5,0.5,9,0,4.5,4,5,5.5,2.5,27,0,1.4,23,NA,NA,NA,NA
"1813",43063,2009,12,7.5,18,951.55,1014.1,22.6,19.4,17.7,76.5,202.5,0,0,5,96,5,2.5,1.5,1,0,0,9,4.5,0,3.5,5,6,2.5,26,0.15,1.95,22.95,NA,NA,NA,NA
"1814",43063,2009,12,7.5,19,952.65,1015.1,23.4,19.2,16.8,69,191.5,9,3,5.5,96.5,2.5,1.5,1.5,0.5,0,0,4.5,4.5,0,2,7,3,1.5,62.5,0.15,1.8,22.35,NA,NA,NA,NA
"1815",43063,2009,12,7.5,20,953.35,1016.2,22.2,17.7,15,66.5,170.5,5.5,2,3.5,96.5,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.55,22.2,NA,NA,NA,NA
"1816",43063,2009,12,7.5,21,953,1015.75,21.9,17.8,15.25,70.5,174.5,5.5,3,4.5,96,2.5,0.5,0,0,0.5,0.5,4.5,0,4.5,1,7,3,0.5,62.5,0,1.85,21.25,NA,NA,NA,NA
"1817",43063,2009,12,7.5,22,952.25,1015.2,21.3,17.8,15.75,74,178.5,4.5,2,3.5,96.5,2.5,1.5,0,0,1,3,4.5,0,9,4.5,7,3,3.5,48,0,1.5,20.6,NA,NA,NA,NA
"1818",43063,2009,12,7.5,23,952.15,1015.4,20.6,15.9,12.5,67,146.5,4.5,1,4,97,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.55,18.4,NA,NA,NA,NA
"1819",43063,2009,12,7.5,24,952.1,1015.5,19,14.2,10.55,64,128,4.5,1,3.5,96.5,0,0,0,0,0.5,1,0,0,4.5,1,9,0,1,84.5,0,1.85,18.65,NA,NA,NA,NA
"1820",43063,2009,12,7.5,25,950.7,1014.1,18.6,14.4,11.7,69.5,138,0,0,3,96.5,0,0,0,0,1,3.5,0,0,9,3.5,9,0,3.5,70,0,1.45,18.3,NA,NA,NA,NA
"1821",43063,2009,12,7.5,26,948.85,1011.95,19.9,15.4,12.4,69,144,13.5,1,2,96.5,0,0,0,0,1,6,0,0,9,6,9,0,6,70,0,1.45,19.95,NA,NA,NA,NA
"1822",43063,2009,12,7.5,27,948.6,1011.35,20.6,16.4,13.75,70.5,157.5,13.5,3,4,96.5,0,0,1.5,0.5,0.5,1.5,0,4.5,4.5,2,8,3,0.5,77.5,0,1.45,20,NA,NA,NA,NA
"1823",43063,2009,12,7.5,28,947.25,1010,21,16.7,14.05,69.5,160.5,12.5,4,3.5,96.5,0,0,1.5,1.5,0.5,1,0,4.5,4.5,2.5,8,1.5,1.5,77.5,0,1.7,20.65,NA,NA,NA,NA
"1824",43063,2009,12,7.5,29,947.8,1010.35,21.8,16.3,12.1,59.5,145.5,13.5,2,4,96,2.5,1.5,3,4.5,4.5,4.5,4,7,3,3,16.5,1.5,3.1,40.4,NA,NA,NA,NA,NA,NA,NA
"1825",43063,2009,12,7.5,30,948.7,1011.3,21.9,16.6,13.2,63,152,14.5,1,2,96.5,5,2,3,1.5,0,0,9,9,0,4.5,5,6,3,26,0,1.65,21.2,NA,NA,NA,NA
"1826",43063,2009,12,7.5,31,949.5,1012.55,20.3,15.9,13.15,67.5,151.5,0,0,2.5,96.5,0,0,1.5,1,0.5,0.5,0,4.5,4.5,1.5,8,1.5,1.5,63,0,1.5,19.7,NA,NA,NA,NA
"1827",43063,2010,1,7.5,1,949.8,1012.25,22.4,18,15.55,68,177,0,0,3,96.5,5,1.5,1.5,2.5,0.5,0.5,9,4.5,4.5,4.5,5,6,1.5,26,0,1.3,21.7,NA,NA,NA,NA
"1828",43063,2010,1,7.5,2,951.35,1013.95,22.5,18.7,16.65,71.5,190,0,0,3,96.5,2.5,1,0,0,0.5,1,4.5,0,4.5,2,7,3,1,62.5,0,1.45,22.7,NA,NA,NA,NA
"1829",43063,2010,1,7.5,3,951.6,1013.85,23.5,20.5,18.95,77,219,13.5,2,2,96,4,3.5,1.5,1.5,0,0,4.5,4.5,0,5,6,4.5,4,41,0.35,1.45,24.65,NA,NA,NA,NA
"1830",43063,2010,1,7.5,4,949.85,1012.15,23.6,20.1,18.3,75.5,210,0,0,2,96.5,4,2,0,0,0.5,1,4.5,0,4.5,3,7,3,1.5,62.5,0,1,23.85,NA,NA,NA,NA
"1831",43063,2010,1,7.5,5,948.55,1010.9,22.3,19.1,17.45,77.5,199.5,0,0,2.5,96.5,4,1.5,0,0,0.5,0.5,4.5,0,4.5,2,7,3,1,62.5,0,1.4,22.3,NA,NA,NA,NA
"1832",43063,2010,1,7.5,6,948.5,1011.15,21.1,17.7,15.75,75,179,0,0,3.5,96,0,0,1.5,1,0.5,1.5,0,4.5,4.5,2.5,8,1.5,1,77.5,0,2,21.05,NA,NA,NA,NA
"1833",43063,2010,1,7.5,7,949.75,1012.9,20,15.7,12.75,68,147.5,4.5,2,3.5,96.5,2.5,0.5,1.5,1,0,0,4.5,4.5,0,1.5,7,3,0.5,62.5,0,1.55,20.35,NA,NA,NA,NA
"1834",43063,2010,1,7.5,8,950.45,1013.7,19.5,15,11.8,66.5,139,0,0,3.5,96.5,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.25,19.4,NA,NA,NA,NA
"1835",43063,2010,1,12,9,948.4,1010.1,25.5,17.4,11.9,43,139,9,16,7,97,0,0,0,0,1,3,0,0,9,3,9,0,3,70,0,1.8,25.3,NA,NA,NA,NA
"1836",43063,2010,1,7.5,10,950.25,1013.1,21.1,17.5,15.5,74,177,4.5,2,3.5,96.5,4,1.5,1.5,1.5,0.5,0.5,4.5,4.5,4.5,3.5,6,4.5,2.5,41,0,2.05,20.35,NA,NA,NA,NA
"1837",43063,2010,1,7.5,11,950.1,1012.7,22.2,19,17.35,76.5,199,13.5,2,2,96.5,4,3.5,0,0,0.5,1,4.5,0,4.5,4.5,7,3,2.5,48,0,0.9,22.5,NA,NA,NA,NA
"1838",43063,2010,1,7.5,12,950.9,1013.1,23.8,20,18,71,206.5,12.5,2,4.5,96.5,5,2,3,2.5,0.5,0.5,9,9,4.5,5,5,6,2,26,0,1.45,22.85,NA,NA,NA,NA
"1839",43063,2010,1,7.5,13,952.45,1015.3,21.6,17.1,14.15,67.5,162,14.5,4,4,96.5,0,0,1.5,1,1,3,0,4.5,9,4,8,1.5,2.5,63,0,1.9,21.75,NA,NA,NA,NA
"1840",43063,2010,1,7.5,14,953.75,1016.95,20.5,15.6,12.45,62.5,145.5,3.5,3,5,96.5,0,0,1.5,0.5,1,3.5,0,4.5,9,4,8,1.5,2,63,0,2,20.4,NA,NA,NA,NA
"1841",43063,2010,1,7.5,15,954.8,1018.1,20.7,17.75,16.2,78,185.5,4.5,2,4,96.5,0,0,0,0,1,2.5,0,0,9,2.5,9,0,2.5,70,0,0.95,20.35,NA,NA,NA,NA
"1842",43063,2010,1,7.5,16,955.5,1018.25,23,18.5,15.75,70,180,0,0,3,96.5,2.5,1,3,3,0.5,1,4.5,9,4.5,5,6,4.5,3.5,41,0,0.95,22.5,NA,NA,NA,NA
"1843",43063,2010,1,7.5,17,954.8,1017.75,21.3,17.45,15.25,72.5,173.5,13.5,2,2.5,96.5,5,1.5,0,0,0,0,9,0,0,1.5,5,6,1.5,26,0,1.9,22.4,NA,NA,NA,NA
"1844",43063,2010,1,7.5,18,953.5,1016.6,20.9,15.5,11.8,62,138.5,4.5,2,3,96.5,2.5,0.5,0,0,0,0,4.5,0,0,0.5,7,3,0.5,62.5,0,1.25,20.35,NA,NA,NA,NA
"1845",43063,2010,1,7.5,19,952,1015.05,20.4,15.3,11.6,65.5,137,4.5,1,4,96.5,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.55,20.7,NA,NA,NA,NA
"1846",43063,2010,1,7.5,20,952.75,1015.75,21.2,16.6,13.6,68,156.5,4.5,2,4,96.5,2.5,1,1.5,1,0.5,1,4.5,4.5,4.5,3,6,4.5,2,41,0,2.15,20.8,NA,NA,NA,NA
"1847",43063,2010,1,7.5,21,952.6,1015.65,20.5,15.2,11.25,64.5,135,0,0,3,96.5,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.85,20.55,NA,NA,NA,NA
"1848",43063,2010,1,7.5,22,952.05,1015.35,19.6,14.6,11.05,65,132,0,0,3,96.5,0,0,0,0,0.5,2,0,0,4.5,2,9,0,2,84.5,0,1.55,20.15,NA,NA,NA,NA
"1849",43063,2010,1,7.5,23,951.8,1014.95,19.75,13.4,7.95,55,108.5,4.5,2,3.5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.85,19.1,NA,NA,NA,NA
"1850",43063,2010,1,7.5,24,950.1,1013.15,20,14.7,10.95,62,130.5,4.5,1,2,96.5,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.7,18.7,NA,NA,NA,NA
"1851",43063,2010,1,7.5,25,950.55,1013.9,19.6,14.7,11.1,66,132.5,4.5,2,2.5,96.5,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.4,19.6,NA,NA,NA,NA
"1852",43063,2010,1,7.5,26,951.95,1015.2,19.7,15.2,12.1,67,141.5,4.5,2,4,96.5,2.5,1.5,0,0,0.5,0.5,4.5,0,4.5,2,7,3,1.5,62.5,0,1.7,19.35,NA,NA,NA,NA
"1853",43063,2010,1,7.5,27,952.2,1015.45,19.2,14.7,11.45,67.5,135.5,0,0,3.5,96.5,2.5,1,3,4.5,0.5,0.5,4.5,9,4.5,6,6,4.5,4.5,41,0,2.15,19.4,NA,NA,NA,NA
"1854",43063,2010,1,7.5,28,951.95,1015.15,19.9,15.1,11.9,66,139.5,0,0,2.5,96.5,5,3,1.5,1,0.5,0.5,9,4.5,4.5,4.5,5,6,3,26,0,1.45,19.4,NA,NA,NA,NA
"1855",43063,2010,1,7.5,29,951.9,1014.95,20.4,16.1,13.45,70,154.5,0,0,2.5,96.5,2.5,1,0,0,0.5,0.5,4.5,0,4.5,1.5,7,3,1,62.5,0,1.3,21,NA,NA,NA,NA
"1856",43063,2010,1,7.5,30,952.75,1015.7,21.1,16.6,13.8,68.5,158,0,0,3.5,96.5,2.5,1.5,0,0,0,0,4.5,0,0,1.5,7,3,1.5,62.5,0,1.65,21,NA,NA,NA,NA
"1857",43063,2010,1,7.5,31,951.8,1014.75,20.9,16.7,14.2,69,162.5,0,0,1.5,96.5,5,2,1.5,0.5,0.5,1,9,4.5,4.5,3.5,5,6,2,26,0,1.9,21.3,NA,NA,NA,NA
"1858",43063,2010,2,7.5,1,950.5,1012.9,22.8,17,13.05,61,151.5,14.5,2,2.5,96.5,3,0.5,0,0,0,0,4.5,0,0,0.5,7,3,0.5,62.5,0,1.35,21.5,NA,NA,NA,NA
"1859",43063,2010,2,7.5,2,949.75,1012.25,22.7,17.4,14.2,66,162.5,0,0,3,96.5,2.5,1.5,1.5,1,0,0,4.5,4.5,0,2.5,7,3,1.5,62.5,0,1.9,21.95,NA,NA,NA,NA
"1860",43063,2010,2,7.5,3,949.45,1011.85,23.3,17.2,13.05,59,152,13.5,4,3,96.5,6.5,2,1.5,1,0.5,0.5,9,4.5,4.5,3.5,5,6,1.5,26,0,1.9,22.05,NA,NA,NA,NA
"1861",43063,2010,2,7.5,4,950.15,1012.75,22.3,17.5,14.5,67.5,171.5,13.5,3,49.5,50.5,1,0,0,0.5,0.5,4.5,0,4.5,1.5,2.5,7.5,1,13,49.5,1.55,14.6,NA,NA,NA,NA,NA
"1862",43063,2010,2,7.5,5,951.05,1013.65,23,17.9,14.75,67,168.5,4.5,1,3.5,96.5,2.5,1.5,0,0,0,0,4.5,0,0,1.5,7,3,1.5,62.5,0,2.3,22.8,NA,NA,NA,NA
"1863",43063,2010,2,7.5,6,951.9,1014.45,22.1,16.8,13.3,64,153,4.5,3,3.5,96.5,0,0,0,0,1,4.5,0,0,9,4.5,9,0,4.5,70,0,1.9,21.8,NA,NA,NA,NA
"1864",43063,2010,2,7.5,7,952.05,1014.65,22.5,17.2,13.8,62.5,158,4.5,2,4,96.5,0,0,1.5,2.5,1,2.5,0,4.5,9,5,8,1.5,4.5,63,0,2.05,21.8,NA,NA,NA,NA
"1865",43063,2010,2,7.5,8,949.3,1011.8,23,17.5,14.05,63.5,161,13.5,3,2,96.5,2.5,1.5,1.5,2,0.5,1.5,4.5,4.5,4.5,5,7,3,3,48,0,1.55,22.4,NA,NA,NA,NA
"1866",43063,2010,2,7.5,9,948.45,1010.8,22.6,17.9,15,66.5,171,13.5,2,4.5,96.5,0,0,0,0,0.5,2,0,0,4.5,2,9,0,2,84.5,0,1.95,22.4,NA,NA,NA,NA
"1867",43063,2010,2,7.5,10,943.7,1011.05,23.2,18.5,15.75,68,179,13.5,1,3,96.5,2.5,1,1.5,1,1,4,4.5,4.5,9,6,7,3,4,48,0,1.95,21.95,NA,NA,NA,NA
"1868",43063,2010,2,7.5,11,949.2,1011.5,23.1,18.5,15.65,67.5,180,13.5,4,3.5,96.5,0,0,0,0,1,4.5,0,0,9,4.5,9,0,4.5,70,0,1.5,22.8,NA,NA,NA,NA
"1869",43063,2010,2,7.5,12,950.35,1012.65,24,18,14.25,59.5,163,16,3,4.5,96.5,0,0,0,0,0,0.5,1,0,0,4.5,5.5,4.5,0,63,0,1.65,22.9,NA,NA,NA,NA
"1870",43063,2010,2,7.5,13,949.25,1011.4,23.85,18.3,14.95,64.5,170.5,13.5,3,4,96.5,0,0,0,0,0.5,1,0,0,4.5,1,9,0,1,84.5,0,2.05,22.7,NA,NA,NA,NA
"1871",43063,2010,2,7.5,14,948,1009.9,24.5,17.7,12.95,57,153,13.5,3,4.5,96.5,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.35,23,NA,NA,NA,NA
"1872",43063,2010,2,7.5,15,947.75,1009.55,25.4,18.3,13.45,56,158,14.5,4,3.5,96.5,5,3.5,3,2.5,0,0,9,9,0,6,5,6,3.5,26,0,1.85,23.85,NA,NA,NA,NA
"1873",43063,2010,2,7.5,16,949.3,1011,25.7,16.7,10.2,41.5,125,13.5,4,4.5,96.5,5,1,3,2,0.5,0.5,9,9,4.5,3.5,5,6,1,26,0,2.6,23.95,NA,NA,NA,NA
"1874",43063,2010,2,7.5,17,950.15,1012,25.2,18,13.6,51.5,156,0,0,3,96.5,0,0,1.5,1,5,4.5,0,4.5,9,5.5,8,1.5,3.5,63,0,2.9,22.8,NA,NA,NA,NA
"1875",43063,2010,2,7.5,18,949.45,1011.3,24.7,17.2,12,52.5,142.5,14.5,3,3.5,96.5,0,0,1.5,0.5,1,4,0,4.5,9,4.5,8,1.5,2.5,63,0,2.2,22.75,NA,NA,NA,NA
"1876",43063,2010,2,7.5,19,950.05,1011.9,25.4,16.6,10.1,44,125,13.5,6,3.5,96.5,0,0,1.5,0.5,1,4.5,0,4.5,9,5,8,1.5,3,63,0,2.5,23,NA,NA,NA,NA
"1877",43063,2010,2,7.5,20,950.3,1012.05,26,17.7,11.85,50,142,13.5,2,4,96.5,0,0,0,0,1,4.5,0,0,9,4.5,9,0,4.5,70,0,2.5,23.4,NA,NA,NA,NA
"1878",43063,2010,2,7.5,21,950.1,1011.8,26.3,18,12.4,48,145.5,13.5,2,3,96.5,0,0,1.5,2,5,4,0,4.5,9,6,8,1.5,5,63,0,3.7,23.3,NA,NA,NA,NA
"1879",43063,2010,2,7.5,22,949.45,1010.8,27.5,19.4,14.5,50.5,166,0,0,2.5,96.5,2.5,1,1.5,0.5,1,4.5,4.5,4.5,9,6,7,3.5,4.5,47,0,1.95,25.6,NA,NA,NA,NA
"1880",43063,2010,2,7.5,23,948.75,1010.35,26.3,17.8,11.65,46.5,141.5,13.5,5,5.5,96.5,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.95,24.05,NA,NA,NA,NA
"1881",43063,2010,2,7.5,24,948.05,1009.7,24.4,14.7,6,36,96.5,13.5,4,4.5,96.5,0,0,0,0,0.5,0.5,0,0,4.5,0.5,9,0,0.5,84.5,0,3.5,21.2,NA,NA,NA,NA
"1882",43063,2010,2,7.5,25,948.3,1010.35,23.9,15.6,9,48.5,117.5,0,0,3,96.5,0,0,0,0,4.5,1,0,0,4.5,1,9,0.5,1,83.5,0,2.95,20.9,NA,NA,NA,NA
"1883",43063,2010,2,7.5,26,949.2,1011.1,26.2,17.2,10.4,46,131,2.5,1,3.5,96.5,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.9,23.4,NA,NA,NA,NA
"1884",43063,2010,2,7.5,27,949.85,1011.5,26.8,17.3,10.1,44,128,4.5,2,3.5,96.5,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.55,23.85,NA,NA,NA,NA
"1885",43063,2010,2,7.5,28,949.7,1011.1,28,18.3,12.05,40,141,0,0,3.5,96.5,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3.3,23.9,NA,NA,NA,NA
"1886",43063,2010,3,7.5,1,950,1011.45,27.4,18.8,13.45,48.5,154.5,0,0,4.5,96.5,5,1.5,1.5,1.5,1,1,9,4.5,9,4,5,6,1.5,26,0,2.65,25.3,NA,NA,NA,NA
"1887",43063,2010,3,7.5,2,949.05,1010.4,27.8,19.1,13.7,45.5,157.5,4.5,1,3,96.5,0,0,1.5,1,0.5,0.5,0,4.5,4.5,1.5,8,1.5,1,79.5,0,3.4,24.65,NA,NA,NA,NA
"1888",43063,2010,3,7.5,3,948.35,1009.75,27,18.3,12.45,45,146.5,17,6,4,96.5,0,0,1.5,0.5,1,2.5,0,4.5,9,3,8,1.5,1.5,65,0,3.4,24.9,NA,NA,NA,NA
"1889",43063,2010,3,7.5,4,948.4,1009.95,26.6,17.7,11.65,42.5,137.5,13.5,3,7,96.5,2.5,0.5,0,0,1,1,4.5,0,9,1.5,7,3,1.5,48,0,3.2,23.45,NA,NA,NA,NA
"1890",43063,2010,3,7.5,5,948.55,1010.1,26.6,16.8,9.6,38,120.5,13.5,4,4,97,2.5,1,0,0,1,4,4.5,1,9,5,7,3,4,48,0,2.55,23.6,NA,NA,NA,NA
"1891",43063,2010,3,3,6,950.7,1013.4,21.6,17.4,14.8,65,168,0,0,4,97,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3.4,17.8,NA,NA,NA,NA
"1892",43063,2010,3,7.5,7,951.05,1012.95,25.8,18.1,12.85,51.5,151,27,5,5.5,97,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3.3,23.5,NA,NA,NA,NA
"1893",43063,2010,3,7.5,8,949.65,1010.95,27.8,17.9,11,41,133.5,13.5,5,2.5,96.5,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3.5,24,NA,NA,NA,NA
"1894",43063,2010,3,7.5,9,949.8,1010.9,29,19.4,13.35,44.5,154.5,0,0,3.5,96.5,2.5,1,0,0,0,0,4.5,0,0,1,7,3,1,62.5,0,3,25.05,NA,NA,NA,NA
"1895",43063,2010,3,7.5,10,950,1011.9,27.6,19.9,15.5,50,176.5,13.5,5,3,96.5,6,2.5,1.5,1,0.5,0.5,9,4.5,4.5,4,5,6,1,26,0,2.5,25.9,NA,NA,NA,NA
"1896",43063,2010,3,7.5,11,951.65,1012.6,30.45,21.2,16.2,43.5,184,16,1,3,96.5,4,1,3,1.5,0.5,0.5,4.5,9,4.5,3,6,4.5,1,43,0,3,26.6,NA,NA,NA,NA
"1897",43063,2010,3,7.5,12,952.35,1014.75,23.65,20.45,18.75,74,218.5,4.5,8,4.5,97,4.5,4,6,5,3,5,0.5,19.5,10.8,2.3,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1898",43063,2010,3,7.5,13,950.75,1011.75,28.4,21.6,18.05,59.5,208,0,0,3,96.5,4,2.5,1.5,0.5,1,1.5,4.5,4.5,9,4.5,6,4.5,1.5,41,11.55,3.65,27.2,NA,NA,NA,NA
"1899",43063,2010,3,7.5,14,949.7,1011.2,27,18.4,11.75,51,149,14.5,2,4,96.5,0,0,0,0,9,6.5,0,0,9,6.5,9,0.5,2,68,0,3.7,25.15,NA,NA,NA,NA
"1900",43063,2010,3,7.5,15,948.95,1010.5,26.85,16.95,8.35,45,121,13.5,2,4,96.5,0,0,0,0,1,2.5,0,0,9,2.5,9,0,2.5,70,0,3.35,24.3,NA,NA,NA,NA
"1901",43063,2010,3,7.5,16,948.8,1010.25,27.45,16.05,5.95,35,99.5,9,1,3.5,96.5,0,0,0,0,1,5.5,0,0,9,5.5,9,0,6,70,0,3.95,24.25,NA,NA,NA,NA
"1902",43063,2010,3,7.5,17,949.95,1011.05,29.3,16.4,5.95,26,93.5,0,0,3.5,97,2.5,1,0,0,0.5,1,4.5,0,4.5,2,7,3,2,48,0,3.5,24.3,NA,NA,NA,NA
"1903",43063,2010,3,7.5,18,951.3,1012.35,29.7,19.7,13.35,42.5,156.5,4.5,3,3.5,96.5,2.5,1,3,2.5,0,0,4.5,9,0,3.5,6,4.5,2,41,0,3.5,25.8,NA,NA,NA,NA
"1904",43063,2010,3,7.5,19,950.1,1010.85,30.7,20.1,13.35,40,157.5,4.5,1,2.5,96.5,2.5,1,0,0,0,0,4.5,0,0,1,7,3,1,59.5,0,3.35,26.5,NA,NA,NA,NA
"1905",43063,2010,3,7.5,20,948.4,1009.5,30.3,19.4,12.55,36,146,13.5,3,3.5,96.5,2.5,2,3,2,0,0,4.5,9,0,4,6,4.5,3,41,0,3.7,26,NA,NA,NA,NA
"1906",43063,2010,3,7.5,21,947.1,1007.65,31.3,20.5,13.35,42.5,162.5,0,0,4,96.5,2.5,1,0,0,0,0,4.5,0,0,1,7,3,1,62.5,0,3.6,27.5,NA,NA,NA,NA
"1907",43063,2010,3,7.5,22,945.15,1005.6,31.1,20.3,13.15,40.5,159,13.5,3,3,96.5,2.5,1,1.5,1,0,0,4.5,4.5,0,2,6,4.5,2,41,0,3.5,27.95,NA,NA,NA,NA
"1908",43063,2010,3,7.5,23,944.05,1004.7,29.4,17.15,6.95,30.5,106.5,14.5,4,5,96.5,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,4.3,24.6,NA,NA,NA,NA
"1909",43063,2010,3,7.5,24,945.45,1006.2,29.35,17.45,8.35,31.5,112.5,16,3,2.5,96.5,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,4.45,24.75,NA,NA,NA,NA
"1910",43063,2010,3,7.5,25,945.85,1006.7,29.3,17.3,8.35,29.5,110,13.5,2,4.5,97,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3.8,26.45,NA,NA,NA,NA
