Date,RH,VP
2008-06-25,77,250
2008-06-25,85,258
2008-06-26,79,252
2008-06-26,63,240
2008-06-27,75,247
2008-06-27,80,266
2008-06-28,74,240
2008-06-28,71,247
2008-06-29,94,273
2008-06-29,85,261
2008-06-30,92,274
2008-06-30,88,273
2008-07-01,80,244
2008-07-01,77,244
2008-07-02,85,259
2008-07-02,78,264
2008-07-03,79,252
2008-07-03,84,259
2008-07-04,90,261
2008-07-04,85,266
2008-07-05,77,253
2008-07-05,69,244
2008-07-06,75,247
2008-07-06,64,237
2008-07-07,74,243
2008-07-07,72,250
2008-07-08,84,250
2008-07-08,70,247
2008-07-09,78,250
2008-07-09,68,246
2008-07-10,80,250
2008-07-10,79,252
2008-07-11,82,255
2008-07-11,70,235
2008-07-12,75,243
2008-07-12,82,259
2008-07-13,74,243
2008-07-13,67,247
2008-07-14,79,253
2008-07-14,61,227
2008-07-15,78,250
2008-07-15,65,232
2008-07-16,78,250
2008-07-16,74,252
2008-07-17,78,250
2008-07-17,68,246
2008-07-18,75,247
2008-07-18,62,241
2008-07-19,78,247
2008-07-19,66,249
2008-07-20,81,250
2008-07-20,62,238
2008-07-21,77,243
2008-07-21,67,240
2008-07-22,78,247
2008-07-22,69,250
2008-07-23,78,250
2008-07-23,70,250
2008-07-24,78,247
2008-07-24,77,250
2008-07-25,87,252
2008-07-25,74,243
2008-07-26,86,250
2008-07-26,77,246
2008-07-27,87,259
2008-07-27,90,253
2008-07-28,93,255
2008-07-28,86,240
2008-07-29,89,259
2008-07-29,91,261
2008-07-30,89,266
2008-07-30,70,241
2008-07-31,81,253
2008-07-31,69,244
2008-08-01,91,266
2008-08-01,79,264
2008-08-02,84,258
2008-08-02,79,243
2008-08-03,86,252
2008-08-03,74,246
2008-08-04,92,259
2008-08-04,79,246
2008-08-05,88,253
2008-08-05,93,256
2008-08-06,91,247
2008-08-06,91,253
2008-08-07,85,252
2008-08-07,85,258
2008-08-08,88,256
2008-08-08,85,244
2008-08-09,90,249
2008-08-09,86,244
2008-08-10,96,255
2008-08-10,91,256
2008-08-11,97,263
2008-08-11,91,256
2008-08-12,91,250
2008-08-12,73,224
2008-08-13,95,264
2008-08-13,95,276
2008-08-14,94,266
2008-08-14,84,253
2008-08-15,86,259
2008-08-15,84,250
2008-08-16,90,261
2008-08-16,79,247
2008-08-17,95,259
2008-08-17,83,235
2008-08-18,86,241
2008-08-18,74,249
2008-08-19,88,247
2008-08-19,69,240
2008-08-20,84,250
2008-08-20,57,202
2008-08-21,77,231
2008-08-21,61,218
2008-08-22,77,232
2008-08-22,63,224
2008-08-23,78,227
2008-08-23,67,225
2008-08-24,81,240
2008-08-24,73,244
2008-08-25,81,235
2008-08-25,64,247
2008-08-26,83,241
2008-08-26,80,246
2008-08-27,81,238
2008-08-27,59,237
2008-08-28,76,235
2008-08-28,67,250
2008-08-29,83,250
2008-08-29,67,273
2008-08-30,82,259
2008-08-30,71,261
2008-08-31,84,279
2008-08-31,90,264
2008-09-01,98,259
2008-09-01,78,288
2008-09-02,90,279
2008-09-02,89,313
2008-09-03,84,274
2008-09-03,81,274
2008-09-04,90,286
2008-09-04,69,281
2008-09-05,90,286
2008-09-05,77,250
2008-09-06,88,264
2008-09-06,72,258
2008-09-07,81,246
2008-09-07,83,264
2008-09-08,86,256
2008-09-08,73,261
2008-09-09,97,261
2008-09-09,85,276
2008-09-10,87,266
2008-09-10,89,279
2008-09-11,94,273
2008-09-11,83,279
2008-09-12,87,269
2008-09-12,83,267
2008-09-13,88,253
2008-09-13,85,244
2008-09-14,97,264
2008-09-14,91,256
2008-09-15,85,238
2008-09-15,92,247
2008-09-16,93,255
2008-09-16,82,238
2008-09-17,88,253
2008-09-17,74,235
2008-09-18,82,249
2008-09-18,68,224
2008-09-19,78,241
2008-09-19,97,269
2008-09-20,97,271
2008-09-20,97,279
2008-09-21,87,259
2008-09-21,76,250
2008-09-22,85,252
2008-09-22,65,240
2008-09-23,84,229
2008-09-23,60,222
2008-09-24,88,241
2008-09-24,61,240
2008-09-25,83,237
2008-09-25,62,228
2008-09-26,82,232
2008-09-26,67,234
2008-09-27,82,213
2008-09-27,59,216
2008-09-28,82,227
2008-09-28,59,222
2008-09-29,85,235
2008-09-29,57,229
2008-09-30,87,246
2008-09-30,50,205
2008-10-01,79,204
2008-10-01,49,195
2008-10-02,82,213
2008-10-02,46,190
2008-10-03,75,206
2008-10-03,84,269
2008-10-04,82,258
2008-10-04,79,235
2008-10-05,85,243
2008-10-05,70,256
2008-10-06,86,256
2008-10-06,72,250
2008-10-07,90,261
2008-10-07,94,256
2008-10-08,91,250
2008-10-08,77,273
2008-10-09,88,273
2008-10-09,74,266
2008-10-10,84,263
2008-10-10,58,225
2008-10-11,92,259
2008-10-11,53,229
2008-10-12,81,259
2008-10-12,48,205
2008-10-13,75,231
2008-10-13,45,197
2008-10-14,77,220
2008-10-14,38,174
2008-10-15,65,185
2008-10-15,39,170
2008-10-16,62,176
2008-10-16,39,168
2008-10-17,77,208
2008-10-17,47,202
2008-10-18,71,210
2008-10-18,50,217
2008-10-19,75,241
2008-10-19,47,202
2008-10-20,65,193
2008-10-20,31,130
2008-10-21,65,169
2008-10-21,30,126
2008-10-22,63,165
2008-10-22,47,190
2008-10-23,58,171
2008-10-23,25,104
2008-10-24,56,156
2008-10-24,28,117
2008-10-25,56,149
2008-10-25,27,109
2008-10-26,72,165
2008-10-26,35,147
2008-10-27,67,182
2008-10-27,29,121
2008-10-28,70,190
2008-10-28,32,134
2008-10-29,73,197
2008-10-29,39,160
2008-10-30,69,190
2008-10-30,32,139
2008-10-31,71,194
2008-10-31,37,165
2008-11-01,79,200
2008-11-01,37,165
2008-11-02,69,183
2008-11-02,27,115
2008-11-03,72,178
2008-11-03,28,123
2008-11-04,62,156
2008-11-04,30,130
2008-11-05,69,173
2008-11-05,38,165
2008-11-06,67,177
2008-11-06,33,145
2008-11-07,73,168
2008-11-07,34,143
2008-11-08,74,174
2008-11-08,41,178
2008-11-09,74,174
2008-11-09,36,141
2008-11-10,77,179
2008-11-10,41,164
2008-11-11,68,176
2008-11-11,46,196
2008-11-12,73,191
2008-11-12,46,190
2008-11-13,81,195
2008-11-13,35,138
2008-11-14,68,167
2008-11-14,35,133
2008-11-15,86,189
2008-11-15,42,153
2008-11-16,86,174
2008-11-16,45,159
2008-11-17,59,163
2008-11-17,81,240
2008-11-18,80,238
2008-11-18,55,222
2008-11-19,80,231
2008-11-19,53,227
2008-11-20,81,244
2008-11-20,52,232
2008-11-21,85,229
2008-11-21,49,208
2008-11-22,77,221
2008-11-22,47,190
2008-11-23,72,195
2008-11-23,42,170
2008-11-24,82,191
2008-11-24,40,157
2008-11-25,87,176
2008-11-25,31,119
2008-11-26,57,117
2008-11-26,25,90
2008-11-27,53,111
2008-11-27,21,76
2008-11-28,46,104
2008-11-28,46,175
2008-11-29,90,227
2008-11-29,75,238
2008-11-30,87,244
2008-11-30,59,221
2008-12-01,82,241
2008-12-01,58,238
2008-12-02,95,244
2008-12-02,72,276
2008-12-03,85,247
2008-12-03,61,238
2008-12-04,95,232
2008-12-04,49,195
2008-12-05,89,205
2008-12-05,42,164
2008-12-06,62,145
2008-12-06,37,137
2008-12-07,71,138
2008-12-07,34,130
2008-12-08,90,165
2008-12-08,33,123
2008-12-09,84,168
2008-12-09,45,175
2008-12-10,94,170
2008-12-10,44,170
2008-12-11,88,183
2008-12-11,48,178
2008-12-12,97,171
2008-12-12,51,186
2008-12-13,94,205
2008-12-13,44,167
2008-12-14,88,175
2008-12-14,43,156
2008-12-15,78,178
2008-12-15,47,169
2008-12-16,80,165
2008-12-16,43,157
2008-12-17,82,176
2008-12-17,49,174
2008-12-18,73,162
2008-12-18,37,135
2008-12-19,68,126
2008-12-19,33,114
2008-12-20,86,176
2008-12-20,54,186
2008-12-21,93,174
2008-12-21,54,184
2008-12-22,87,180
2008-12-22,31,121
2008-12-23,84,169
2008-12-23,35,130
2008-12-24,85,157
2008-12-24,37,147
2008-12-25,92,161
2008-12-25,38,159
2008-12-26,91,152
2008-12-26,27,103
2008-12-27,87,135
2008-12-27,21,82
2008-12-28,78,120
2008-12-28,27,102
2008-12-29,94,132
2008-12-29,37,159
2008-12-30,83,129
2008-12-30,34,137
2008-12-31,91,123
2008-12-31,31,124
2009-01-01,93,136
2009-01-01,37,141
2009-01-02,88,139
2009-01-02,37,141
2009-01-03,86,156
2009-01-03,43,158
2009-01-04,95,161
2009-01-04,48,178
2009-01-05,99,169
2009-01-05,47,167
2009-01-06,95,151
2009-01-06,43,153
2009-01-07,89,153
2009-01-07,39,141
2009-01-08,92,168
2009-01-08,38,147
2009-01-09,92,165
2009-01-09,59,193
2009-01-10,95,171
2009-01-10,50,188
2009-01-11,92,178
2009-01-11,42,168
2009-01-12,93,174
2009-01-12,40,153
2009-01-13,90,169
2009-01-13,41,144
2009-01-14,88,156
2009-01-14,36,123
2009-01-15,86,163
2009-01-15,35,124
2009-01-16,88,162
2009-01-16,33,114
2009-01-17,81,137
2009-01-17,42,145
2009-01-18,92,151
2009-01-18,43,153
2009-01-19,92,158
2009-01-19,39,140
2009-01-20,91,152
2009-01-20,41,149
2009-01-21,90,154
2009-01-21,31,132
2009-01-22,88,146
2009-01-22,34,137
2009-01-23,94,160
2009-01-23,27,109
2009-01-24,79,145
2009-01-24,34,149
2009-01-25,69,145
2009-01-25,20,101
2009-01-26,92,160
2009-01-26,27,140
2009-01-27,90,163
2009-01-27,31,144
2009-01-28,91,159
2009-01-28,27,123
2009-01-29,83,159
2009-01-29,30,144
2009-01-30,84,174
2009-01-30,30,139
2009-01-31,82,179
2009-01-31,31,157
2009-02-01,21,99
2009-02-02,73,146
2009-02-02,19,89
2009-02-03,66,129
2009-02-03,24,107
2009-02-04,85,139
2009-02-04,23,96
2009-02-05,74,131
2009-02-05,22,89
2009-02-06,79,137
2009-02-06,27,121
2009-02-07,75,139
2009-02-07,37,163
2009-02-08,81,158
2009-02-08,30,139
2009-02-09,76,168
2009-02-09,29,132
2009-02-10,76,146
2009-02-10,33,125
2009-02-11,69,129
2009-02-11,19,79
2009-02-12,71,132
2009-02-12,23,96
2009-02-13,71,140
2009-02-13,27,105
2009-02-14,79,137
2009-02-14,25,101
2009-02-15,77,147
2009-02-15,29,130
2009-02-16,81,163
2009-02-16,28,129
2009-02-17,30,140
2009-02-18,83,185
2009-02-18,27,132
2009-02-19,77,160
2009-02-19,28,131
2009-02-20,76,170
2009-02-20,31,136
2009-02-21,67,157
2009-02-21,25,116
2009-02-22,72,161
2009-02-22,24,127
2009-02-23,76,168
2009-02-23,23,123
2009-02-24,62,152
2009-02-24,19,91
2009-02-25,52,122
2009-02-25,15,82
2009-02-26,65,159
2009-02-26,14,85
2009-02-27,58,149
2009-02-27,21,119
2009-02-28,52,149
2009-02-28,15,89
2009-03-01,54,149
2009-03-01,16,90
2009-03-02,61,152
2009-03-02,21,123
2009-03-03,62,156
2009-03-03,18,116
2009-03-04,51,150
2009-03-04,17,109
2009-03-05,54,144
2009-03-05,13,75
2009-03-06,57,157
2009-03-06,15,79
2009-03-07,61,161
2009-03-07,13,65
2009-03-08,48,127
2009-03-08,25,125
2009-03-09,60,154
2009-03-09,24,132
2009-03-10,71,195
2009-03-10,18,101
2009-03-11,58,156
2009-03-11,21,109
2009-03-12,71,204
2009-03-12,20,108
2009-03-13,52,171
2009-03-13,39,157
2009-03-14,75,204
2009-03-14,28,128
2009-03-15,65,165
2009-03-16,75,178
2009-03-16,19,101
2009-03-17,62,171
2009-03-17,19,99
2009-03-18,57,169
2009-03-18,16,92
2009-03-19,53,150
2009-03-19,15,80
2009-03-20,49,142
2009-03-20,22,113
2009-03-21,43,127
2009-03-21,17,83
2009-03-22,48,129
2009-03-22,18,95
2009-03-23,46,148
2009-03-23,18,103
2009-03-24,48,154
2009-03-24,22,101
2009-03-25,63,200
2009-03-25,18,103
2009-03-26,51,157
2009-03-26,18,100
2009-03-27,42,128
2009-03-27,18,97
2009-03-28,40,128
2009-03-28,19,107
2009-03-29,53,189
2009-03-29,18,112
2009-03-30,51,193
2009-03-30,17,108
2009-03-31,52,180
2009-03-31,19,123
2009-04-01,52,191
2009-04-01,17,109
2009-04-02,57,210
2009-04-02,16,102
2009-04-03,58,208
2009-04-03,15,99
2009-04-04,61,243
2009-04-04,16,102
2009-04-05,65,247
2009-04-05,14,97
2009-04-06,34,134
2009-04-06,21,124
2009-04-07,56,194
2009-04-07,20,115
2009-04-08,37,135
2009-04-08,18,97
2009-04-09,53,150
2009-04-09,15,87
2009-04-10,42,157
2009-04-10,16,100
2009-04-11,41,145
2009-04-11,17,109
2009-04-12,39,155
2009-04-12,30,175
2009-04-13,47,178
2009-04-13,11,74
2009-04-14,25,97
2009-04-14,23,130
2009-04-15,35,132
2009-04-15,40,208
2009-04-16,42,157
2009-04-16,20,116
2009-04-17,39,144
2009-04-17,17,109
2009-04-18,45,171
2009-04-18,15,102
2009-04-19,43,167
2009-04-19,20,137
2009-04-20,60,220
2009-04-20,36,211
2009-04-21,60,208
2009-04-21,34,185
2009-04-22,55,176
2009-04-22,28,140
2009-04-23,49,168
2009-04-23,15,90
2009-04-24,47,176
2009-04-24,17,113
2009-04-25,32,135
2009-04-25,11,74
2009-04-26,35,143
2009-04-26,11,73
2009-04-27,35,139
2009-04-27,10,69
2009-04-28,57,222
2009-04-28,8,61
2009-04-29,50,209
2009-04-29,39,241
2009-04-30,59,218
2009-04-30,29,179
2009-05-01,41,159
2009-05-01,30,176
2009-05-02,39,163
2009-05-02,20,121
2009-05-03,38,159
2009-05-03,21,136
2009-05-04,32,128
2009-05-04,15,93
2009-05-05,60,208
2009-05-05,23,137
2009-05-06,60,208
2009-05-06,0,160
2009-05-07,53,206
2009-05-07,17,109
2009-05-08,45,182
2009-05-08,17,112
2009-05-09,24,104
2009-05-09,22,134
2009-05-10,19,82
2009-05-10,25,143
2009-05-11,51,186
2009-05-11,23,132
2009-05-12,53,185
2009-05-12,21,131
2009-05-13,67,232
2009-05-13,36,211
2009-05-14,64,221
2009-05-14,43,220
2009-05-15,65,232
2009-05-15,42,205
2009-05-16,61,232
2009-05-16,45,243
2009-05-17,65,235
2009-05-17,45,246
2009-05-18,56,214
2009-05-18,47,253
2009-05-19,67,247
2009-05-19,52,247
2009-05-20,62,247
2009-05-20,49,193
2009-05-21,70,253
2009-05-21,73,256
2009-05-22,70,256
2009-05-22,54,252
2009-05-23,62,228
2009-05-23,35,190
2009-05-24,64,228
2009-05-24,36,189
2009-05-25,65,229
2009-05-25,36,188
2009-05-26,64,234
2009-05-26,42,229
2009-05-27,64,221
2009-05-27,40,221
2009-05-28,65,235
2009-05-28,37,208
2009-05-29,65,231
2009-05-29,39,208
2009-05-30,64,238
2009-05-30,39,208
2009-05-31,67,238
2009-05-31,43,218
2009-06-01,67,258
2009-06-01,46,235
2009-06-02,68,258
2009-06-02,48,244
2009-06-03,65,247
2009-06-03,46,235
2009-06-04,67,261
2009-06-04,51,247
2009-06-05,67,261
2009-06-05,96,234
2009-06-06,80,279
2009-06-06,68,271
2009-06-07,75,259
2009-06-07,68,252
2009-06-08,71,252
2009-06-08,44,202
2009-06-09,69,244
2009-06-09,41,210
2009-06-10,69,244
2009-06-10,51,241
2009-06-11,69,250
2009-06-11,50,246
2009-06-12,69,250
2009-06-12,45,220
2009-06-13,70,241
2009-06-13,38,213
2009-06-14,66,234
2009-06-14,39,209
2009-06-15,69,240
2009-06-15,44,218
2009-06-16,63,227
2009-06-16,39,218
2009-06-17,67,238
2009-06-17,43,234
2009-06-18,70,250
2009-06-18,52,247
2009-06-19,77,258
2009-06-19,71,243
2009-06-20,72,256
2009-06-20,93,259
2009-06-21,81,274
2009-06-21,71,269
2009-06-22,73,256
2009-06-22,52,231
2009-06-23,70,241
2009-06-23,67,237
2009-06-24,74,240
2009-06-24,60,222
2009-06-25,77,249
2009-06-25,65,235
2009-06-26,74,252
2009-06-26,66,234
2009-06-27,84,259
2009-06-27,73,244
2009-06-28,78,247
2009-06-28,67,238
2009-06-29,71,240
2009-06-29,63,235
2009-06-30,73,241
2009-06-30,64,241
2009-07-01,72,253
2009-07-01,71,269
2009-07-02,75,263
2009-07-02,90,276
2009-07-03,83,266
2009-07-03,82,263
2009-07-04,78,244
2009-07-04,77,252
2009-07-05,77,243
2009-07-05,63,240
2009-07-06,81,266
2009-07-06,81,273
2009-07-07,83,264
2009-07-07,93,274
2009-07-08,89,276
2009-07-08,77,259
2009-07-09,86,253
2009-07-09,83,283
2009-07-10,88,264
2009-07-10,96,276
2009-07-11,86,269
2009-07-11,83,264
2009-07-12,78,250
2009-07-12,69,237
2009-07-13,74,246
2009-07-13,76,253
2009-07-14,95,269
2009-07-14,92,263
2009-07-15,95,250
2009-07-15,79,228
2009-07-16,91,263
2009-07-16,83,264
2009-07-17,81,263
2009-07-17,86,271
2009-07-18,77,261
2009-07-18,69,249
2009-07-19,84,255
2009-07-19,75,247
2009-07-20,81,250
2009-07-20,77,243
2009-07-21,87,263
2009-07-21,93,271
2009-07-22,93,261
2009-07-22,91,256
2009-07-23,86,252
2009-07-23,74,240
2009-07-24,74,243
2009-07-24,84,259
2009-07-25,79,252
2009-07-25,81,253
2009-07-26,87,263
2009-07-26,85,253
2009-07-27,85,256
2009-07-27,77,244
2009-07-28,81,250
2009-07-28,74,252
2009-07-29,81,256
2009-07-29,76,255
2009-07-30,85,258
2009-07-30,84,266
2009-07-31,81,250
2009-07-31,70,241
2009-08-01,76,244
2009-08-01,68,241
2009-08-02,81,250
2009-08-02,87,259
2009-08-03,87,259
2009-08-03,69,247
2009-08-04,78,244
2009-08-04,69,240
2009-08-05,72,231
2009-08-05,65,229
2009-08-06,77,243
2009-08-06,65,232
2009-08-07,75,244
2009-08-07,71,244
2009-08-08,91,263
2009-08-08,92,266
2009-08-09,83,250
2009-08-09,67,235
2009-08-10,83,255
2009-08-10,77,255
2009-08-11,80,255
2009-08-11,77,258
2009-08-12,77,252
2009-08-12,68,249
2009-08-13,81,250
2009-08-13,68,249
2009-08-14,78,246
2009-08-14,74,244
2009-08-15,78,244
2009-08-15,88,256
2009-08-16,81,256
2009-08-16,70,250
2009-08-17,79,247
2009-08-17,65,244
2009-08-18,82,255
2009-08-18,93,281
2009-08-19,89,291
2009-08-19,77,267
2009-08-20,98,269
2009-08-20,69,252
2009-08-21,98,271
2009-08-21,94,297
2009-08-22,85,261
2009-08-22,89,281
2009-08-23,85,261
2009-08-23,83,271
2009-08-24,87,263
2009-08-24,95,267
2009-08-25,89,263
2009-08-25,81,263
2009-08-26,77,243
2009-08-26,77,249
2009-08-27,77,246
2009-08-27,67,243
2009-08-28,81,250
2009-08-28,69,240
2009-08-29,87,263
2009-08-29,92,274
2009-08-30,81,256
2009-08-30,77,255
2009-08-31,87,269
2009-08-31,71,253
2009-09-01,89,267
2009-09-01,73,263
2009-09-02,84,256
2009-09-02,81,247
2009-09-03,84,250
2009-09-03,93,266
2009-09-04,95,269
2009-09-04,94,259
2009-09-05,89,274
2009-09-05,81,256
2009-09-06,83,240
2009-09-06,81,238
2009-09-07,87,243
2009-09-07,78,234
2009-09-08,79,246
2009-09-08,71,259
2009-09-09,86,267
2009-09-09,67,250
2009-09-10,79,235
2009-09-10,63,249
2009-09-11,87,252
2009-09-11,86,267
2009-09-12,81,273
2009-09-12,77,266
2009-09-13,89,281
2009-09-13,90,261
2009-09-14,87,276
2009-09-14,97,269
2009-09-15,93,277
2009-09-15,70,274
2009-09-16,84,250
2009-09-16,60,246
2009-09-17,77,229
2009-09-17,63,225
2009-09-18,88,273
2009-09-18,48,218
2009-09-19,83,271
2009-09-19,61,263
2009-09-20,80,269
2009-09-20,66,234
2009-09-21,84,269
2009-09-21,84,273
2009-09-22,88,264
2009-09-22,80,269
2009-09-23,95,261
2009-09-23,68,238
2009-09-24,97,291
2009-09-24,70,284
2009-09-25,86,267
2009-09-25,67,274
2009-09-26,87,280
2009-09-26,62,264
2009-09-27,82,252
2009-09-27,59,244
2009-09-28,87,256
2009-09-28,75,250
2009-09-29,82,263
2009-09-29,72,266
2009-09-30,77,276
2009-09-30,71,269
2009-10-01,86,277
2009-10-01,71,293
2009-10-02,86,289
2009-10-02,64,269
2009-10-03,84,286
2009-10-03,83,283
2009-10-04,84,256
2009-10-04,85,258
2009-10-05,84,250
2009-10-05,99,279
2009-10-06,97,264
2009-10-06,78,259
2009-10-07,81,252
2009-10-07,79,249
2009-10-08,80,237
2009-10-08,58,210
2009-10-09,79,227
2009-10-09,51,196
2009-10-10,83,220
2009-10-10,62,234
2009-10-11,80,235
2009-10-11,49,208
2009-10-12,74,237
2009-10-12,58,235
2009-10-13,97,264
2009-10-13,71,252
2009-10-14,79,249
2009-10-14,67,263
2009-10-15,82,255
2009-10-15,46,194
2009-10-16,76,240
2009-10-16,47,189
2009-10-17,79,238
2009-10-17,63,258
2009-10-18,73,224
2009-10-18,49,216
2009-10-19,76,218
2009-10-19,37,167
2009-10-20,83,225
2009-10-20,45,196
2009-10-21,76,229
2009-10-21,43,196
2009-10-22,76,227
2009-10-22,45,196
2009-10-23,80,222
2009-10-23,43,188
2009-10-24,72,189
2009-10-24,41,178
2009-10-25,66,176
2009-10-25,36,148
2009-10-26,71,179
2009-10-26,35,145
2009-10-27,67,176
2009-10-27,38,151
2009-10-28,50,136
2009-10-28,34,142
2009-10-29,49,134
2009-10-29,35,147
2009-10-30,55,146
2009-10-30,27,114
2009-10-31,64,152
2009-10-31,32,137
2009-11-01,72,163
2009-11-01,33,139
2009-11-02,58,143
2009-11-02,21,87
2009-11-03,51,123
2009-11-03,26,104
2009-11-04,61,149
2009-11-04,39,155
2009-11-05,56,153
2009-11-05,37,149
2009-11-06,69,195
2009-11-06,47,195
2009-11-07,62,197
2009-11-07,45,193
2009-11-08,68,220
2009-11-08,48,196
2009-11-09,79,235
2009-11-09,70,235
2009-11-10,93,246
2009-11-10,98,253
2009-11-11,96,234
2009-11-11,86,241
2009-11-12,88,241
2009-11-12,64,228
2009-11-13,83,234
2009-11-13,60,210
2009-11-14,93,246
2009-11-14,77,266
2009-11-15,91,259
2009-11-15,92,256
2009-11-16,99,247
2009-11-16,87,269
2009-11-17,97,264
2009-11-17,75,266
2009-11-18,95,259
2009-11-18,62,241
2009-11-19,91,232
2009-11-19,58,214
2009-11-20,81,206
2009-11-20,57,222
2009-11-21,93,209
2009-11-21,55,216
2009-11-22,95,196
2009-11-22,51,186
2009-11-23,89,185
2009-11-23,49,184
2009-11-24,92,197
2009-11-24,51,204
2009-11-25,78,201
2009-11-25,52,211
2009-11-26,88,224
2009-11-26,59,229
2009-11-27,94,226
2009-11-27,44,164
2009-11-28,85,195
2009-11-28,45,153
2009-11-29,83,183
2009-11-29,41,135
2009-11-30,77,160
2009-11-30,46,146
2009-12-01,79,155
2009-12-01,44,153
2009-12-02,90,168
2009-12-02,51,183
2009-12-03,79,153
2009-12-03,53,201
2009-12-04,96,195
2009-12-04,58,214
2009-12-05,96,204
2009-12-05,52,202
2009-12-06,96,201
2009-12-06,54,205
2009-12-07,85,195
2009-12-07,59,229
2009-12-08,97,208
2009-12-08,43,157
2009-12-09,89,175
2009-12-09,47,170
2009-12-10,90,168
2009-12-10,45,161
2009-12-11,94,184
2009-12-11,49,169
2009-12-12,92,176
2009-12-12,53,183
2009-12-13,92,174
2009-12-13,56,210
2009-12-14,96,174
2009-12-14,55,209
2009-12-15,94,195
2009-12-15,52,197
2009-12-16,94,194
2009-12-16,52,191
2009-12-17,77,175
2009-12-17,62,189
2009-12-18,96,204
2009-12-18,57,201
2009-12-19,87,206
2009-12-19,51,177
2009-12-20,86,174
2009-12-20,47,167
2009-12-21,96,194
2009-12-21,45,155
2009-12-22,94,177
2009-12-22,54,180
2009-12-23,96,168
2009-12-23,38,125
2009-12-24,91,140
2009-12-24,37,116
2009-12-25,95,125
2009-12-25,44,151
2009-12-26,98,146
2009-12-26,40,142
2009-12-27,96,159
2009-12-27,45,156
2009-12-28,94,160
2009-12-28,45,161
2009-12-29,85,182
2009-12-29,34,109
2009-12-30,86,154
2009-12-30,40,150
2009-12-31,89,138
2009-12-31,46,165
2010-01-01,86,165
2010-01-01,50,189
2010-01-02,86,171
2010-01-02,57,209
2010-01-03,89,213
2010-01-03,65,225
2010-01-04,96,214
2010-01-04,55,206
2010-01-05,98,193
2010-01-05,57,206
2010-01-06,96,174
2010-01-06,54,184
2010-01-07,92,156
2010-01-07,44,139
2010-01-08,93,150
2010-01-08,40,128
2010-01-09,43,139
2010-01-10,94,160
2010-01-10,54,194
2010-01-11,94,177
2010-01-11,59,221
2010-01-12,81,204
2010-01-12,61,209
2010-01-13,92,180
2010-01-13,43,144
2010-01-14,79,128
2010-01-14,46,163
2010-01-15,96,163
2010-01-15,60,208
2010-01-16,98,202
2010-01-16,42,158
2010-01-17,96,165
2010-01-17,49,182
2010-01-18,87,143
2010-01-18,37,134
2010-01-19,96,153
2010-01-19,35,121
2010-01-20,94,167
2010-01-20,42,146
2010-01-21,96,155
2010-01-21,33,115
2010-01-22,93,136
2010-01-22,37,128
2010-01-23,83,127
2010-01-23,27,90
2010-01-24,87,131
2010-01-24,37,130
2010-01-25,96,145
2010-01-25,36,120
2010-01-26,93,148
2010-01-26,41,135
2010-01-27,96,145
2010-01-27,39,126
2010-01-28,91,132
2010-01-28,41,147
2010-01-29,96,149
2010-01-29,44,160
2010-01-30,92,154
2010-01-30,45,162
2010-01-31,89,149
2010-01-31,49,176
2010-02-01,88,173
2010-02-01,34,130
2010-02-02,94,167
2010-02-02,38,158
2010-02-03,85,175
2010-02-03,33,129
2010-02-04,94,189
2010-02-04,41,154
2010-02-05,96,186
2010-02-05,38,151
2010-02-06,92,169
2010-02-06,36,137
2010-02-07,86,169
2010-02-07,39,147
2010-02-08,90,175
2010-02-08,37,147
2010-02-09,89,185
2010-02-09,44,157
2010-02-10,92,188
2010-02-10,44,170
2010-02-11,92,202
2010-02-11,43,158
2010-02-12,82,179
2010-02-12,37,147
2010-02-13,93,183
2010-02-13,36,158
2010-02-14,87,189
2010-02-14,27,117
2010-02-15,85,197
2010-02-15,27,119
2010-02-16,59,140
2010-02-16,24,110
2010-02-17,68,151
2010-02-17,35,161
2010-02-18,79,167
2010-02-18,26,118
2010-02-19,65,146
2010-02-19,23,104
2010-02-20,78,174
2010-02-20,22,110
2010-02-21,71,171
2010-02-21,25,120
2010-02-22,73,185
2010-02-22,28,147
2010-02-23,70,179
2010-02-23,23,104
2010-02-24,55,124
2010-02-24,17,69
2010-02-25,77,145
2010-02-25,20,90
2010-02-26,73,168
2010-02-26,19,94
2010-02-27,70,164
2010-02-27,18,92
2010-02-28,55,146
2010-02-28,25,136
2010-03-01,71,171
2010-03-01,26,138
2010-03-02,63,168
2010-03-02,28,147
2010-03-03,64,174
2010-03-03,26,119
2010-03-04,57,152
2010-03-04,28,123
2010-03-05,54,137
2010-03-05,22,104
2010-03-06,65,168
2010-03-07,77,182
2010-03-07,26,120
2010-03-08,62,158
2010-03-08,20,109
2010-03-09,66,180
2010-03-09,23,129
2010-03-10,64,186
2010-03-10,36,167
2010-03-11,54,186
2010-03-11,33,182
2010-03-12,75,249
2010-03-12,73,188
2010-03-13,85,232
2010-03-13,34,184
2010-03-14,84,209
2010-03-14,18,89
2010-03-15,77,175
2010-03-15,13,67
2010-03-16,59,137
2010-03-16,11,62
2010-03-17,38,104
2010-03-17,14,83
2010-03-18,63,190
2010-03-18,22,123
2010-03-19,60,197
2010-03-19,20,118
2010-03-20,49,158
2010-03-20,23,134
2010-03-21,69,220
2010-03-21,16,105
2010-03-22,63,211
2010-03-22,18,107
2010-03-23,48,145
2010-03-23,13,68
2010-03-24,47,140
2010-03-24,16,85
