date,...SLP,..MSLP,..DBT,..WBT,..DPT,.RH,..VP,DD,FFF,AW,VV,Cl,A,Cm,A.1,Ch,A.2,Dl,Dm,Dh,TC,h,c,a,Ht,..R.F,.EVP,DW
2011-03-19,967.8,1001,37.4,20.4,7.2,16,101,20,14,6,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.8,32.4
2011-03-20,968,1001.2,37.4,21.6,10.7,20,128,27,12,7,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.9,33.2
2011-03-21,969.6,1002.9,37.8,21.6,10.4,19,126,29,12,12,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.8,33.2
2011-03-22,970.5,1003.8,37.2,21.6,10.9,21,155,18,8,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.9,33
2011-03-23,970.2,1003.6,37,22.8,14.2,27,162,20,8,5,96,1,1,3,1,0,0,9,9,0,2,5,8,1,25,0,2.8,32.7
2011-03-24,971.5,1005.5,32,22,16.1,38,182,7,6,8,95,9,2,3,3,0,0,9,9,0,5,5,6,2,25,0,2,30
2011-03-25,972.4,1006.8,28.8,21,16.3,47,185,36,18,7,96,9,3,3,1,0,0,9,9,0,4,5,6,2,25,0,2.2,29
2011-03-26,972,1005.6,35.2,21.8,13.2,27,152,27,4,5,96,1,2,0,0,0,0,9,0,0,2,5,8,2,25,0,2.2,29.1
2011-03-27,971.8,1005.4,36,20.8,9.9,20,145,36,6,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3,32.8
2011-03-28,970.5,1003.8,38,22.2,11.8,21,138,29,12,6,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3.2,33
2011-03-29,970.4,1003.6,38.2,22.6,12.7,22,147,27,12,12,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3.2,32.7
2011-03-30,971.3,1004.8,37,22.2,12.2,23,142,32,16,15,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3.2,32.4
2011-03-31,971.1,1004.4,36.6,21.6,11.5,22,136,32,14,10,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3.2,32.6
2011-04-01,975,1009.3,29.6,16.6,4.4,20,84,32,18,4,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.6,22.2
2011-04-02,974.8,1009.4,28,16.8,7.1,27,101,29,10,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.6,22
2011-04-03,974.5,1008.9,29,17.6,8.2,27,109,20,12,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.6,21.4
2011-04-04,974.4,1009,27.4,18.2,11.4,37,135,2,12,5,96,0,0,3,2,0,0,0,9,0,2,9,3,2,60,0,1.4,22.8
2011-04-05,976.7,1011.2,28.4,18.2,10.4,33,126,5,14,8,96,0,0,3,2,0,0,0,9,0,2,9,3,2,60,0,1.8,22
2011-04-06,977.9,1012.6,27.8,19.8,14.6,44,166,9,10,5,96,0,0,3,4,0,0,0,9,0,4,9,3,4,60,0,1.7,22
2011-04-07,977.2,1012,26.4,17.6,10.9,38,130,11,8,3,96,5,2,3,4,0,0,9,9,0,6,5,6,2,25,0,1.4,22.8
2011-04-08,978,1013.2,23.8,20.8,19.1,75,221,32,4,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,1,1.4,23.2
2011-04-09,977.7,1012.4,27.6,21.2,17.5,54,200,5,6,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,1,1.8,23.6
2011-04-10,980,1015,26,20.6,17.4,59,199,9,10,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,1,1.6,22
2011-04-11,978.2,1012.8,28.6,20.4,15.2,44,173,9,10,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,1,1.6,23.8
2011-04-12,975.9,1010.3,29.2,21.4,16.8,47,191,18,10,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,1,1.4,23.6
2011-04-13,975.4,1009.8,29.4,22.4,18.6,52,214,27,6,2,96,0,0,3,2,1,2,0,9,9,4,9,3,2,60,0,1.4,25
2011-04-14,974.6,1009.2,28,22.6,19.7,61,229,9,10,4,96,0,0,3,3,0,0,0,9,0,3,9,3,3,60,0,1.5,23
2011-04-15,974.6,1009.4,26,23,21.5,76,256,9,10,7,96,5,2,3,4,0,0,9,9,0,6,5,6,2,20,2.6,1.4,23.6
2011-04-16,975.4,1009.8,29,24,21.6,64,258,14,6,6,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,10.9,1.6,25.4
2011-04-17,976,1010.4,29.2,23.6,20.8,61,246,11,6,4,95,0,0,0,0,1,2,0,0,9,2,9,0,2,75,0,1.6,24.8
2011-04-18,974.8,1009.1,29.4,22.2,18.2,51,209,27,16,5,96,0,0,3,2,1,2,0,9,9,4,9,3,2,60,0,1.5,24
2011-04-19,972.3,1006.2,32.4,22.4,16.6,39,189,20,14,2,96,8,2,3,1,0,0,9,9,0,3,5,6,1,20,0,1.4,26.7
2011-04-20,974.4,1009,28,22.6,19.7,61,229,16,16,16,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.6,24.7
2011-04-21,975.6,1009.8,25.4,21.2,18.8,67,217,7,12,8,96,9,3,3,4,0,0,9,9,0,7,5,6,3,20,0,1.6,23.8
2011-04-22,976.4,1011.5,23.4,21.2,20,81,234,18,10,7,96,5,3,3,2,0,0,9,9,0,5,5,6,3,20,14.8,1.4,22
2011-04-23,974.5,1009.1,27.6,24.4,22.9,76,279,18,10,3,96,5,2,3,3,0,0,9,9,0,5,5,6,2,20,0,1.6,24.6
2011-04-24,973.9,1008.2,29.6,22,18.1,52,208,25,6,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.4,23.6
2011-04-25,973.8,1008.1,29.6,21.4,16.5,45,188,23,12,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.4,24
2011-04-26,973.4,1008.6,29.2,23.2,20.1,58,235,18,12,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.5,24.4
2011-04-27,972.3,1006.5,30,25,22.7,65,276,23,16,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.6,24.4
2011-04-28,970.3,1004.5,29.6,23.6,20.6,58,243,14,8,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.6,25.4
2011-04-29,970.4,1004.3,31.2,23.4,19.3,49,224,14,8,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.6,26.4
2011-04-30,971.6,1005.6,31.2,23.8,20,51,233,18,12,4,96,0,0,3,3,0,0,0,9,0,3,9,3,3,60,0,1.7,27.2
2011-04-01,970.2,1003.6,37.6,20,5.5,14,90,27,16,10,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3.3,33.5
2011-04-02,969.9,1003.2,37.4,20.2,6.5,15,97,25,16,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.8,34.5,NA
2011-04-03,969.6,1003,36.8,20.4,7.9,17,107,20,12,96,8,2,0,0,0,0,9,0,0,3,2,6,2,20,0,3.3,32.6,NA
2011-04-04,969.3,1002.8,36,21,10.4,21,126,36,6,7,96,5,5,0,0,0,0,9,0,0,5,5,6,2,20,0,3,NA
2011-04-05,972.2,1006.1,34,21.8,14.2,30,161,7,10,12,96,9,3,0,0,0,0,9,0,0,3,5,6,2,20,0,2.9,31
2011-04-06,973.3,1007,34.8,21,11.6,24,137,9,10,7,96,8,1,3,1,0,0,9,9,0,2,5,6,1,30,0,2.6,32.2
2011-04-07,976.6,1011.7,23.4,20.8,19.3,78,224,29,8,8,95,9,1,2,7,9,9,8,5,6,4,20,28.4,2.4,25.7,NA,NA,NA
2011-04-08,972.9,1006.9,31.4,22.8,18.1,45,208,34,14,5,95,9,4,3,3,0,0,9,9,0,7,5,6,3,20,0,2.8,33.6
2011-04-09,973.1,1007.7,27.6,22.6,20,63,234,0,0,6,96,9,2,0,0,1,2,9,0,9,4,5,6,2,20,8,2.6,27.2
2011-04-10,973.4,1007,35.4,21.6,12.5,25,145,29,8,5,96,8,4,3,1,1,1,9,9,9,6,5,6,2,20,0,2.6,31.6
2011-04-11,972.3,1005.9,35.6,23,15.7,31,178,27,12,6,96,9,3,3,3,0,0,9,9,0,6,5,6,3,20,0,1.8,34.2
2011-04-12,970.7,1004.1,36.4,22.6,14.2,26,162,27,16,7,96,8,4,3,1,0,0,9,9,0,5,5,6,2,20,0,2.2,33.3
2011-04-13,969.9,1003.2,37.6,23.4,15.1,27,171,29,10,6,96,8,3,3,3,0,0,9,9,0,6,5,6,3,20,0,2.6,34
2011-04-14,968,1001.2,37.4,23,14.3,25,163,18,10,6,96,9,5,0,0,0,0,9,0,0,5,5,6,2,20,0,2.6,34.2
2011-04-15,968.1,1001.4,36.6,24,17.1,32,195,0,0,3,96,9,4,3,3,0,0,9,9,0,7,5,6,2,20,0,2,35.4
2011-04-16,971.5,1006,27.6,21.2,17.5,54,200,34,22,7,95,9,5,3,2,0,0,9,9,0,7,5,6,4,20,0,2.6,32.6
2011-04-17,969.9,1003.2,37.2,25.2,19.2,35,222,18,20,5,96,9,2,0,0,1,4,9,0,9,6,2,8,2,25,0,2.7,34
2011-04-18,967.8,1001,37.6,24.6,17.7,31,202,32,6,9,96,8,3,3,2,1,1,9,9,9,6,5,6,2,20,0,2.6,36.2
2011-04-19,966.5,999.5,38.6,23.2,13.9,23,159,32,14,6,96,8,2,3,3,0,0,9,9,0,5,5,6,2,20,0,2.4,35
2011-04-20,968.9,1002.3,35.4,24.2,18.3,36,210,18,8,6,96,8,4,3,2,0,0,9,9,0,6,5,6,2,20,0,2.6,35.6
2011-04-21,970.3,1004,34,24,18.8,41,217,5,10,11,96,9,3,3,3,0,0,9,9,0,6,5,6,3,20,0,2.5,33
2011-04-22,970.2,1004.4,33,23.6,18.6,43,214,18,8,4,96,1,1,3,1,0,0,9,9,0,2,5,8,1,25,0,2.4,33.6
2011-04-23,969.9,1003.8,31.4,21.2,14.8,37,168,5,16,7,96,8,3,3,5,0,0,9,9,0,8,6,6,3,20,0,2.3,32.6
2011-04-24,968.4,1001.7,36.6,21.6,11.5,22,136,14,6,6,96,3,4,3,1,0,0,9,9,0,5,5,6,2,20,0,2.4,34.4
2011-04-25,967.7,1001,36.2,23.8,17,32,194,20,6,7,96,5,2,3,1,0,0,9,9,0,3,5,6,2,25,0,2.5,34.2
2011-04-26,967.4,1000.5,39,22.4,11.5,19,136,9,4,7,96,5,1,0,0,0,0,9,0,0,1,5,6,1,20,0,2.8,36
2011-04-27,965.3,998.2,39.4,20.8,6.1,13,94,2,12,11,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.6,34.4
2011-04-28,965.2,998.4,37,24.2,17.3,31,197,9,10,6,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.8,34
2011-04-29,965.5,998.5,39,23.4,14,23,159,2,6,2,96,0,0,3,1,0,0,0,9,0,1,9,3,1,60,0,2.9,35
2011-04-30,967.3,1000.5,37.4,24.8,18.3,33,210,2,8,6,96,9,4,3,2,0,0,9,9,0,6,5,6,3,25,0,2.6,34.4
2011-05-01,971.5,1008.8,29.6,21.4,16.5,45,188,2,14,7,96,9,3,3,3,0,0,9,9,0,6,5,6,2,20,0,1.6,25.9
2011-05-02,971.5,1005.7,30,23.4,20,55,234,27,4,1,96,9,3,3,3,0,0,9,9,0,6,5,6,3,20,0,1.6,26.4
2011-05-03,971,1004.7,34,21,12.3,27,143,32,12,6,96,5,2,0,0,0,0,9,0,0,2,5,6,2,25,0,1.4,25.9
2011-05-04,971.4,1005.2,33.4,22.6,16.4,36,186,32,46,8,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.5,25
2011-05-05,971.3,1005.1,33.6,22,14.9,33,169,32,26,11,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.6,26
2011-05-06,970.6,1004.2,34.4,23,16.5,35,188,32,26,14,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.6,26.2
2011-05-07,970.5,1004.1,34.3,20,9.4,22,118,29,22,5,96,8,3,3,1,0,0,9,9,0,4,5,6,1,20,0,1.8,26.8
2011-05-08,969.2,1002.8,34.6,21.8,13.7,28,157,32,18,6,96,5,2,0,0,0,0,9,0,0,2,5,6,2,30,0,1.8,36.2
2011-05-09,969.2,1002.8,35,22.4,14.8,30,168,32,14,2,96,1,2,3,1,0,0,9,9,0,3,5,8,2,25,0,2,26.2
2011-05-10,971,1004.7,34.6,21.6,13.2,28,152,23,16,2,96,0,0,3,2,0,0,0,9,0,2,9,3,2,60,0,2,28.2
2011-05-11,970.8,1004.5,33.8,21.6,13.9,30,159,29,14,5,96,0,0,3,2,0,0,0,9,0,2,9,3,2,60,0,2,26.4
2011-05-12,970.4,1004,34.4,22.4,15.2,32,173,32,24,6,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.1,26.2
2011-05-13,971.5,1005.2,34.8,22,14,29,160,2,10,5,96,0,0,3,1,0,0,0,9,0,1,9,3,1,60,0,2.3,26.8
2011-05-14,971.2,1004.8,35.8,22.8,15.2,30,173,32,20,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.2,25.6
2011-05-15,972.2,1006.1,32.4,23,17.8,42,204,29,8,4,96,5,3,3,4,0,0,9,9,0,7,5,6,3,20,0,2.1,26.3
2011-05-16,973.5,1007.2,35,23.8,17.7,36,202,23,10,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.4,28.2
2011-05-17,973.2,1006.8,35.2,23.4,16.8,34,191,5,6,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.4,28.8
2011-05-18,972.2,1006.1,32.4,22.5,22.5,55,273,18,20,5,96,0,0,2,2,1,1,0,9,9,3,9,3,2,60,6.8,1.8,28.2
2011-05-19,970.3,1004,33.4,24,19.1,43,221,23,10,4,96,0,0,3,3,0,0,0,9,0,3,9,3,3,60,0,2.2,27.8
2011-05-20,967.8,1001.3,35.2,25.8,21.4,45,255,32,10,8,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,2.2,2.2,28.4
2011-05-21,967.5,1001.1,33.4,23.4,18,40,206,23,18,7,96,0,0,0,0,1,3,0,0,9,3,9,0,3,75,0,2.4,26.2
2011-05-22,970.2,1003.9,33.2,25.4,21.8,51,261,29,10,8,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.2,27.6
2011-05-23,971.7,1005.5,33.4,24.8,20.6,47,243,29,6,6,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2,28.4
2011-05-24,971.6,1005.4,33.2,23,17.3,39,197,32,6,5,96,5,2,3,4,0,0,9,9,0,6,5,6,2,20,0,2.4,27.8
2011-05-25,970.1,1003.6,36,24.8,19.1,37,221,32,18,5,96,1,1,3,2,0,0,9,9,0,3,5,8,1,25,0,2.4,29.6
2011-05-26,972.1,1006,33,24,19.4,45,225,27,10,6,96,8,3,3,3,0,0,9,9,0,6,5,6,1,20,1.5,2.4,27.8
2011-05-27,970.7,1004.5,33,24,19.4,45,225,27,12,3,95,5,2,3,4,0,0,9,9,0,6,5,6,2,20,0,1.8,27.7
2011-05-28,970.3,1003.8,35.6,24.8,19.3,39,224,36,12,4,96,0,0,3,3,0,0,0,9,0,3,9,3,3,60,0,2,28.6
2011-05-29,969.6,1003.1,35.8,24.4,18.4,36,211,32,22,5,96,5,2,3,5,0,0,9,9,0,7,5,6,2,20,0,2.2,28
2011-05-30,968.2,1001.5,36.6,23.8,16.7,30,190,32,10,5,96,1,1,3,2,3,3,9,9,9,6,5,8,1,20,0,2.2,27.4
2011-05-31,966.5,999.7,36.6,23.6,16.3,30,185,34,14,7,96,0,0,3,1,0,0,0,9,0,1,9,3,1,60,0,2.2,28.2
2011-05-01,968.4,1001.6,37.6,24.2,16.9,30,193,32,12,0,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.6,34.6
2011-05-02,966.1,999,39.4,23.8,14.7,23,167,29,10,7,96,8,4,0,0,0,0,9,0,0,4,5,6,1,20,0,3,36.4
2011-05-03,966.2,999.1,40,21.8,8.7,15,112,29,14,12,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3.1,35
2011-05-04,966.8,999.7,40,22.6,11.1,18,132,29,18,13,96,1,1,0,0,0,0,9,0,0,1,5,8,1,25,0,3,35.6
2011-05-05,966.8,999.7,40,24.4,15.7,24,178,32,16,11,96,1,1,0,0,0,0,9,0,0,1,9,8,1,25,0,2,36.2
2011-05-06,965.6,998.4,40.4,25,16.7,25,190,27,10,8,96,8,3,0,0,0,0,9,0,0,3,5,6,1,20,0,2.8,36.9
2011-05-07,965.2,998.1,40,22,9.3,16,117,32,24,11,96,0,0,3,2,0,0,0,9,0,2,9,3,2,60,0,2.4,NA
2011-05-08,964.8,997.8,38.6,24.6,17.1,28,195,5,4,7,96,8,3,0,0,0,0,9,9,0,3,5,6,3,25,0,2.8,36.6
2011-05-09,964.9,997.5,41.4,23.4,12,18,140,11,10,2,96,2,2,3,1,0,0,9,9,0,3,5,8,2,25,0,2.8,32.4
2011-05-10,965.7,998.5,40.4,23.2,12.4,19,144,29,12,7,96,2,2,3,1,0,0,0,9,0,3,5,8,2,25,0,2.8,36.2
2011-05-11,966.3,999.5,37,23.8,16.4,30,186,18,20,10,96,9,2,3,2,0,0,9,9,0,4,5,6,2,20,1.4,3.1,35.1
2011-05-12,966,998.7,41.4,23,10.9,10,130,29,4,11,96,1,1,3,1,0,0,9,9,0,2,5,8,1,25,0,2.8,NA
2011-05-13,966.8,999.6,40.6,23.4,12.7,19,147,29,20,5,96,0,0,3,1,0,0,0,9,0,1,9,3,1,60,0,3,30.2
2011-05-14,966.9,999.8,39.8,23.2,12.9,20,149,23,16,5,96,9,3,3,3,0,0,9,9,0,6,5,6,3,20,0,2.4,30.4
2011-05-15,967.7,1000.6,41,24.2,14.4,22,164,9,4,5,96,1,2,3,1,0,0,9,9,0,3,5,8,2,25,0,2.6,34
2011-05-16,969.3,1002,42.4,25.4,16.3,22,185,5,6,7,96,1,2,0,0,0,0,9,0,0,2,5,8,2,25,0,3,34.8
2011-05-17,967.7,1000.4,42.4,25.6,16.7,23,190,9,20,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.2,31.2
2011-05-18,967.1,1000.4,36.4,24.8,18.9,36,218,25,18,9,95,9,4,3,3,0,0,9,9,0,7,5,6,3,20,0,2.8,36.2
2011-05-19,964.5,997.2,41,25.8,18.1,27,208,27,18,8,96,3,5,0,0,2,1,9,0,9,6,5,6,2,20,0,3.2,37.4
2011-05-20,962.8,995.4,41.4,25,16,23,182,27,22,12,96,1,1,0,0,1,3,9,0,9,4,5,8,1,25,0,3.2,38.6
2011-05-21,962.9,995.6,40.4,26.2,19.3,30,224,23,8,96,1,1,0,0,0,0,9,0,0,1,9,8,1,25,0,2.2,30.2,NA
2011-05-22,966,998.8,40.2,26.4,19.8,31,231,27,12,10,96,8,3,0,0,0,0,9,0,0,3,5,6,2,20,0,3.2,37
2011-05-23,966.6,999.3,41.4,25.8,17.8,23,204,29,12,10,96,2,2,0,0,1,1,9,0,9,3,5,8,2,25,0,3.4,37.4
2011-05-24,965.7,998.4,42,24,13.1,18,151,29,18,8,96,8,3,3,1,0,0,9,9,0,4,5,6,1,20,0,3.4,37.6
2011-05-25,965.5,998.5,38.4,24.2,16.3,27,185,27,10,6,96,8,2,1,3,0,0,9,9,0,5,5,6,1,25,0,2.8,27.6
2011-05-26,966.5,999.5,38.4,24,15.9,27,181,32,12,10,96,8,4,0,0,0,0,9,0,0,4,5,6,1,20,0,3,36
2011-05-27,964.7,997.5,39.6,25,17.3,24,196,5,12,12,96,5,2,3,4,0,0,9,9,0,6,5,6,2,20,0,3.2,38.6
2011-05-28,965.7,998.6,39.4,25.4,18.2,29,209,36,46,5,95,9,5,3,2,0,0,9,9,0,7,5,6,3,20,0,3,36.7
2011-05-29,965.2,998.1,40,25.8,18.7,29,215,32,10,96,8,2,3,3,0,0,9,9,0,5,5,6,2,20,0,3.2,29.4,NA
2011-05-30,963.4,995.8,43.4,25.4,15.5,20,176,32,14,12,96,8,3,3,1,0,0,9,9,0,4,5,6,1,20,0,3.2,36.6
2011-05-31,964.3,996.9,41.4,25.6,17.4,24,198,27,10,7,96,8,3,3,2,0,0,9,9,0,5,9,6,2,25,0,3,32.4
2011-06-01,967,1000.4,35.2,25.2,20.3,42,238,27,8,4,96,0,0,3,1,1,2,0,9,9,3,9,3,1,60,0,2.6,28.2
2011-06-02,968.8,1002.3,34.4,26,22.2,49,267,29,14,5,96,5,1,3,4,0,0,9,9,0,5,5,6,1,20,0,2.6,28.4
2011-06-03,970,1003.7,33.2,24.6,20.3,47,238,29,8,6,96,3,2,3,4,0,0,9,9,0,6,5,6,2,20,0,2.2,30
2011-06-04,970.7,1005.3,26,24.8,24.3,90,304,0,0,6,96,9,3,7,4,0,0,9,9,0,7,5,6,3,20,1.5,1.8,26
2011-06-05,968.3,1002.2,31.4,26.8,24.9,68,315,23,12,4,96,0,0,3,2,1,1,0,9,9,3,9,3,2,60,0,2.2,29.2
2011-06-06,969.7,1004,28.4,26.4,25.6,85,328,32,8,7,96,5,3,3,4,0,0,9,9,0,7,5,6,2,20,25.6,0.6,27
2011-06-07,969.1,1003.3,29.5,25.8,24.1,73,301,20,20,8,96,0,0,3,3,2,3,0,9,9,6,5,3,3,60,0,0.6,28.6
2011-06-08,969.1,1003.2,30,25.6,23.7,69,293,11,12,7,96,5,2,3,3,0,0,9,9,0,5,5,6,2,20,0,1.8,28
2011-06-09,967.5,1001.5,30.6,24.6,21.7,59,260,14,8,1,96,1,2,3,2,0,0,9,9,0,4,5,8,2,30,0,1,28
2011-06-10,966.7,1000.6,30.4,22.4,22.4,63,270,18,20,2,96,1,2,3,4,0,0,9,9,0,6,6,8,2,20,0,1.2,29.2
2011-06-11,967,1001.3,29,25.4,23.8,74,295,36,12,5,96,0,0,0,0,1,2,0,0,9,2,9,0,2,75,3.3,1.8,27.4
2011-06-12,967.6,1001.4,32.6,25.2,21.7,53,259,27,6,4,96,0,0,3,1,1,3,0,9,9,4,9,3,1,60,0,NA,NA
2011-06-13,967.6,1001.6,30.6,25,22.4,62,271,25,18,6,96,0,0,3,3,1,3,0,9,9,6,9,3,3,60,0,1.8,28.2
2011-06-14,967.6,1001.5,31.4,25.2,22.3,59,269,27,14,4,96,9,3,3,5,0,0,9,9,0,8,5,6,1,20,0,28.2,NA
2011-06-15,967.8,1002.2,26.4,24.6,23.8,86,293,32,16,5,96,5,3,2,4,0,0,9,9,0,7,5,6,3,15,7.2,1.8,24.8
2011-06-16,967.2,1001.5,27.6,25,23.8,80,295,27,14,7,96,5,2,3,5,0,0,9,9,0,7,5,6,2,20,0.6,1.4,25.6
2011-06-17,965.5,999.5,29.8,25.2,23.1,67,283,27,18,6,96,0,0,0,0,1,3,0,0,9,3,9,0,3,70,0,1,26.2
2011-06-18,965.4,999.4,29.4,25,23,68,281,29,30,5,96,8,1,3,3,0,0,9,9,0,4,5,6,1,20,0.4,1.4,28
2011-06-19,965.1,999.3,28.8,24.6,22.6,69,274,25,18,5,95,9,4,7,3,0,0,9,9,0,7,4,6,3,15,0,1.4,26.6
2011-06-20,965,998.9,29.6,25.8,24.1,73,300,20,8,7,96,5,2,3,5,0,0,9,9,0,7,5,6,2,20,1.7,1.3,26.8
2011-06-21,965.5,999.8,27.4,25,23.9,81,297,25,14,7,96,9,3,2,5,0,0,9,9,0,8,4,6,1,15,2.8,1.4,25.8
2011-06-22,964,998.4,26,25,24.6,92,309,23,8,4,95,5,4,1,4,9,9,8,5,6,4,15,1.4,1,25.8,NA,NA,NA
2011-06-23,965.1,999.4,27.6,24.2,22.6,74,274,23,14,3,96,9,2,3,3,1,1,9,9,9,6,5,6,2,20,0,1.6,27
2011-06-24,966.1,1000.1,30,25,22.7,65,276,29,10,3,96,5,2,3,2,0,0,9,9,0,4,5,6,2,20,0,1.4,25.8
2011-06-25,965.3,999.8,25.2,24.2,23.7,91,293,23,14,4,95,7,1,5,3,2,4,9,9,9,8,4,7,3,10,3.9,1.4,25.6
2011-06-26,964.4,998.8,26,24.8,24.3,90,304,5,12,6,95,7,6,2,2,9,9,8,4,7,3,10,7.6,0.6,25.5,NA,NA,NA
2011-06-27,965.4,999.8,26.4,25.2,24.7,90,311,0,0,4,95,3,4,7,3,0,0,9,9,0,7,5,6,3,20,0,0.8,25.4
2011-06-28,965.3,999.8,25.4,25,24.8,97,313,20,6,2,95,7,5,2,3,9,9,8,4,7,2,10,9,0.8,25.6,NA,NA,NA
2011-06-29,965.9,1000.4,25.8,24.8,24.4,92,306,23,18,5,95,6,4,2,4,9,9,8,4,7,2,10,5.6,1.6,25.2,NA,NA,NA
2011-06-30,968.8,1003,29,25,23.2,71,284,25,12,3,96,5,2,3,3,0,0,9,9,0,5,5,6,2,20,0,1.4,26.8
2011-06-01,962.7,995.3,41.6,26.2,18.5,26,213,27,12,9,96,8,3,3,1,1,1,9,9,9,5,5,6,1,20,0,3.2,37.8
2011-06-02,965.7,999.2,35,24.5,18.1,37,207,32,10,9,96,8,2,3,3,0,0,9,9,0,5,5,6,5,20,0,2.2,32.2
2011-06-03,965.2,998.9,32.8,26.8,24.3,61,304,20,6,5,95,9,3,3,3,0,0,9,9,0,6,5,6,3,20,3.6,2.9,34.5
2011-06-04,964.4,997.6,37,26.6,21.9,42,263,0,0,3,96,8,6,0,0,0,0,9,0,0,6,5,6,4,20,0,2.6,36.4
2011-06-05,963.8,996.9,38,26.8,21.7,39,259,25,12,7,96,8,3,3,2,0,0,9,9,0,5,5,6,1,20,0,2.6,34
2011-06-06,964.6,997.8,36,26.6,22.4,46,271,0,0,96,1,2,3,3,0,0,9,9,0,5,5,5,2,25,0,2.6,31.2,NA
2011-06-07,963.6,996.6,38.4,28.4,24.3,45,304,0,0,6,96,3,2,3,1,0,0,9,9,0,3,5,8,1,25,0,2.8,36.2
2011-06-08,963.4,996.6,37,27.2,22.9,45,279,23,4,3,96,5,2,3,4,0,0,9,9,0,6,5,5,2,20,0,2.7,35.4
2011-06-09,962.7,995.9,35.4,26.6,22.7,47,276,25,18,1,96,9,3,3,4,0,0,9,9,0,7,5,6,2,20,0,1.6,NA
2011-06-10,961.9,995,36.4,26,21.2,42,251,16,4,1,97,8,2,3,2,0,0,9,9,0,4,5,6,2,20,0,31.4,NA
2011-06-11,963.5,997.1,32.8,26.2,23.3,57,286,36,24,5,95,9,4,7,3,0,0,9,9,0,7,5,6,3,20,0,NA,NA
2011-06-12,965.2,999.1,30.2,24.8,22.3,63,269,25,12,9,96,9,4,3,3,0,0,9,9,0,7,5,6,2,20,0,2.8,34
2011-06-13,963.4,996.6,36.7,26.4,21.6,42,258,29,16,12,96,8,2,3,3,1,1,9,9,9,6,5,6,2,25,0,NA,NA
2011-06-14,964.4,998.8,26,24,23.1,87,282,23,12,6,96,8,3,3,5,0,0,9,9,0,8,5,6,1,20,16,2.2,30.6
2011-06-15,965.3,999.9,24.6,24.4,24.3,98,304,23,10,7,95,9,5,2,3,9,9,8,4,6,4,15,44,2.2,27.8,NA,NA,NA
2011-06-16,962.8,996.3,33.4,26.2,23,55,281,27,18,12,96,9,3,3,2,1,2,9,9,9,7,5,6,2,20,0,1.8,33
2011-06-17,960.8,993.9,36.2,26.4,22,44,267,29,22,12,96,8,3,3,2,0,0,9,9,0,5,5,6,2,20,0,2.2,36
2011-06-18,961.2,994.4,35.8,25.4,20.4,41,240,29,18,16,96,5,2,1,4,0,0,9,9,0,6,5,6,2,20,0,2.4,34.6
