Min Price onion,Max Price onion,Modal Price onion,Price Date
700,900,800,2009/03/13
500,875,687,2009/03/13
625,900,762,2009/03/15
625,950,787,2009/03/15
625,900,762,2009/03/16
625,950,787,2009/03/16
625,925,775,2009/03/17
500,900,700,2009/03/17
500,1000,750,2009/03/18
625,750,687,2009/03/18
625,950,787,2009/03/19
562,850,706,2009/03/19
625,950,787,2009/03/21
562,850,706,2009/03/21
750,875,812,2009/03/22
600,700,650,2009/03/22
750,875,812,2009/03/23
600,700,650,2009/03/23
750,875,812,2009/03/24
600,700,650,2009/03/24
500,1750,1125,2009/03/25
400,450,425,2009/03/25
300,525,364,2009/03/26
350,550,450,2009/03/26
500,700,600,2009/03/28
375,575,475,2009/03/28
375,758,562,2009/03/29
375,750,562,2009/03/29
375,750,562,2009/03/30
375,750,562,2009/03/30
475,750,612,2009/03/31
375,625,500,2009/03/31
475,750,612,2009/04/01
375,625,500,2009/04/01
625,825,725,2009/04/02
500,700,600,2009/04/02
500,750,625,2009/04/03
500,750,625,2009/04/03
400,625,512,2009/04/05
375,600,487,2009/04/05
400,625,512,2009/04/06
375,600,487,2009/04/06
400,625,512,2009/04/07
400,600,500,2009/04/07
400,625,512,2009/04/08
400,600,500,2009/04/08
450,600,525,2009/04/09
425,575,500,2009/04/09
450,600,525,2009/04/10
425,575,500,2009/04/10
500,725,612,2009/04/12
300,750,525,2009/04/12
500,725,612,2009/04/13
300,750,525,2009/04/13
450,675,562,2009/04/14
375,625,500,2009/04/14
450,675,562,2009/04/15
375,625,500,2009/04/15
575,700,637,2009/04/18
450,650,550,2009/04/18
450,625,537,2009/04/19
350,525,437,2009/04/19
450,625,537,2009/04/20
350,525,437,2009/04/20
375,625,500,2009/04/21
375,562,468,2009/04/21
375,600,487,2009/04/22
300,575,437,2009/04/22
375,600,487,2009/04/23
300,575,437,2009/04/23
450,675,562,2009/04/25
375,575,475,2009/04/25
300,650,475,2009/04/26
325,550,437,2009/04/26
300,650,475,2009/04/27
325,550,437,2009/04/27
300,650,475,2009/04/28
325,550,437,2009/04/28
300,575,437,2009/04/29
350,550,450,2009/04/29
325,575,450,2009/04/30
325,525,425,2009/04/30
300,550,425,2009/05/02
300,500,400,2009/05/02
350,562,456,2009/05/03
325,575,450,2009/05/03
350,562,456,2009/05/04
325,575,450,2009/05/04
350,562,456,2009/05/05
325,575,450,2009/05/05
375,600,487,2009/05/06
300,525,412,2009/05/06
350,575,462,2009/05/07
450,550,500,2009/05/07
450,550,500,2009/05/09
350,575,462,2009/05/09
450,550,500,2009/05/10
350,575,462,2009/05/10
450,550,500,2009/05/11
350,575,462,2009/05/11
575,875,725,2009/05/12
325,575,450,2009/05/12
350,562,456,2009/05/13
325,575,450,2009/05/13
375,575,475,2009/05/14
300,575,437,2009/05/14
400,600,500,2009/05/17
350,550,450,2009/05/17
400,600,500,2009/05/18
350,550,450,2009/05/18
400,600,500,2009/05/19
325,575,450,2009/05/19
375,600,487,2009/05/20
300,600,450,2009/05/20
350,600,475,2009/05/21
250,575,412,2009/05/21
375,600,487,2009/05/23
350,575,462,2009/05/23
400,625,512,2009/05/24
325,600,462,2009/05/24
400,625,512,2009/05/25
325,600,462,2009/05/25
400,625,512,2009/05/26
325,600,462,2009/05/26
500,750,625,2009/05/28
350,625,487,2009/05/28
500,800,650,2009/05/29
375,650,512,2009/05/29
500,875,687,2009/05/31
500,787,643,2009/05/31
500,875,687,2009/06/01
500,787,643,2009/06/01
500,875,687,2009/06/02
500,787,643,2009/06/02
500,950,725,2009/06/03
500,700,600,2009/06/03
875,950,912,2009/06/04
500,675,587,2009/06/04
625,1000,812,2009/06/06
350,750,550,2009/06/06
625,975,800,2009/06/07
300,700,500,2009/06/07
625,975,800,2009/06/08
300,700,500,2009/06/08
625,975,800,2009/06/09
300,700,500,2009/06/09
500,925,712,2009/06/10
300,750,525,2009/06/10
500,950,725,2009/06/11
300,900,600,2009/06/11
500,950,725,2009/06/13
300,825,562,2009/06/13
625,925,775,2009/06/14
375,750,562,2009/06/14
625,925,775,2009/06/15
375,750,562,2009/06/15
625,925,775,2009/06/16
375,750,562,2009/06/16
500,950,725,2009/06/17
400,800,600,2009/06/17
500,950,725,2009/06/18
400,800,600,2009/06/18
625,950,787,2009/06/20
500,800,650,2009/06/20
650,950,800,2009/06/21
575,800,687,2009/06/21
650,950,800,2009/06/22
575,800,687,2009/06/22
600,950,775,2009/06/23
575,825,700,2009/06/23
600,950,775,2009/06/24
575,825,700,2009/06/24
625,925,775,2009/06/25
500,825,662,2009/06/25
550,925,737,2009/06/27
450,800,625,2009/06/27
500,925,712,2009/06/28
450,800,625,2009/06/28
500,925,712,2009/06/29
450,800,625,2009/06/29
500,925,712,2009/06/30
450,800,625,2009/06/30
500,875,687,2009/07/01
400,850,625,2009/07/01
700,800,750,2009/07/02
450,850,650,2009/07/02
625,925,775,2009/07/04
450,875,662,2009/07/04
625,950,787,2009/07/05
500,850,675,2009/07/05
625,950,787,2009/07/06
500,850,675,2009/07/06
600,925,762,2009/07/07
500,825,662,2009/07/07
625,925,775,2009/07/08
500,750,625,2009/07/08
625,875,750,2009/07/09
500,800,650,2009/07/09
625,875,750,2009/07/11
500,800,650,2009/07/11
500,900,700,2009/07/12
450,850,650,2009/07/12
500,900,700,2009/07/13
450,850,650,2009/07/13
625,900,762,2009/07/14
400,775,587,2009/07/14
625,900,762,2009/07/15
400,775,587,2009/07/15
625,950,787,2009/07/16
550,750,650,2009/07/16
500,950,725,2009/07/18
400,700,550,2009/07/18
700,950,825,2009/07/19
450,700,575,2009/07/19
700,950,825,2009/07/20
450,700,575,2009/07/20
700,950,825,2009/07/21
450,700,575,2009/07/21
625,950,787,2009/07/22
375,650,512,2009/07/22
625,950,787,2009/07/23
375,650,512,2009/07/23
700,900,800,2009/07/25
500,600,550,2009/07/25
625,950,787,2009/07/26
500,700,600,2009/07/26
625,950,787,2009/07/27
500,700,600,2009/07/27
500,950,725,2009/07/28
400,700,550,2009/07/28
625,950,787,2009/07/29
375,700,537,2009/07/29
625,950,787,2009/07/30
375,700,537,2009/07/30
625,925,775,2009/08/01
375,675,525,2009/08/01
500,900,700,2009/08/02
550,700,625,2009/08/02
500,900,700,2009/08/03
550,700,625,2009/08/03
625,900,762,2009/08/04
500,700,600,2009/08/04
625,925,775,2009/08/05
375,675,525,2009/08/05
625,950,787,2009/08/06
500,725,612,2009/08/06
625,950,787,2009/08/08
500,725,612,2009/08/08
700,950,825,2009/08/09
400,750,575,2009/08/09
700,950,0,2009/08/10
400,750,0,2009/08/10
750,1000,0,2009/08/11
425,750,0,2009/08/11
750,1100,925,2009/08/12
450,800,625,2009/08/12
800,1100,950,2009/08/13
600,750,675,2009/08/13
875,1150,1012,2009/08/16
675,800,737,2009/08/16
875,1150,1012,2009/08/17
675,800,737,2009/08/17
750,1200,975,2009/08/18
400,825,612,2009/08/18
750,1200,975,2009/08/19
637,800,718,2009/08/19
700,1250,975,2009/08/20
400,800,600,2009/08/20
600,1200,900,2009/08/22
500,850,675,2009/08/22
1000,1125,1062,2009/08/23
500,825,662,2009/08/23
1000,1125,1062,2009/08/24
500,825,662,2009/08/24
1000,1250,1125,2009/08/25
550,800,675,2009/08/25
1000,1200,1100,2009/08/26
450,875,662,2009/08/26
1000,1250,1125,2009/08/27
625,850,737,2009/08/27
1000,1150,1075,2009/08/29
450,825,637,2009/08/29
1175,1300,1237,2009/08/30
700,800,750,2009/08/30
1175,1300,1237,2009/08/31
700,800,750,2009/08/31
1175,1300,1237,2009/09/01
700,800,750,2009/09/01
1062,1125,1093,2009/09/02
700,750,725,2009/09/02
500,1100,800,2009/09/03
375,700,537,2009/09/03
1000,1125,1062,2009/09/05
625,800,712,2009/09/05
875,1100,987,2009/09/06
375,700,537,2009/09/06
875,1100,887,2009/09/07
375,700,537,2009/09/07
625,1100,862,2009/09/08
375,700,537,2009/09/08
1000,1100,1050,2009/09/09
375,700,537,2009/09/09
950,1050,1000,2009/09/10
625,800,712,2009/09/10
1000,1187,1093,2009/09/12
625,750,687,2009/09/12
1000,1150,1075,2009/09/13
500,750,625,2009/09/13
1000,1150,1075,2009/09/14
500,750,625,2009/09/14
1000,1125,1062,2009/09/15
500,800,650,2009/09/15
950,1200,1075,2009/09/16
750,800,775,2009/09/16
950,1200,1075,2009/09/17
750,800,775,2009/09/17
1000,1125,1062,2009/09/19
700,850,775,2009/09/19
1000,1075,1037,2009/09/20
650,750,700,2009/09/20
1000,1075,1037,2009/09/22
650,750,700,2009/09/22
1062,1200,1131,2009/09/23
700,800,750,2009/09/23
1062,1200,1131,2009/09/24
700,800,750,2009/09/24
1050,1150,1100,2009/09/26
700,850,775,2009/09/26
1000,1375,1187,2009/09/27
937,1062,999,2009/09/27
1000,1375,1187,2009/09/29
937,1062,999,2009/09/29
1175,1300,1237,2009/09/30
1000,1125,1062,2009/09/30
1175,1300,1237,2009/10/01
1000,1125,1062,2009/10/01
1450,1500,1475,2009/10/03
1000,1625,1312,2009/10/03
1250,2000,1625,2009/10/04
1250,1750,1500,2009/10/04
1250,2000,1625,2009/10/05
1250,1750,1500,2009/10/05
1500,1875,1687,2009/10/06
1500,1750,1625,2009/10/06
1500,1875,1687,2009/10/07
1500,1750,1625,2009/10/07
1625,1875,1750,2009/10/08
1500,1750,1625,2009/10/08
1750,2000,1875,2009/10/10
1000,1625,1312,2009/10/10
1750,2000,1875,2009/10/11
1000,1500,1250,2009/10/11
1875,2125,2000,2009/10/12
1000,1562,1281,2009/10/12
1875,2000,1937,2009/10/14
500,1625,1062,2009/10/14
750,1750,1250,2009/10/15
500,1625,1062,2009/10/15
1875,2125,2000,2009/10/17
750,1625,1187,2009/10/17
1625,1750,1687,2009/10/19
1000,1625,1312,2009/10/19
1500,2000,1750,2009/10/20
1000,1625,1312,2009/10/20
1500,2000,1750,2009/10/21
1000,1625,1312,2009/10/21
1500,2000,1750,2009/10/22
1000,1625,1312,2009/10/22
1875,2000,1937,2009/10/24
1000,1375,1187,2009/10/24
1500,2000,1750,2009/10/25
1000,1625,1312,2009/10/25
1500,2000,1750,2009/10/26
1000,1625,1213,2009/10/26
1875,2125,1975,2009/10/27
1625,1750,1687,2009/10/27
1875,2125,1975,2009/10/28
1625,1750,1687,2009/10/28
1500,2000,1750,2009/11/02
875,1375,1125,2009/11/02
1625,1875,1750,2009/11/03
1125,1625,1375,2009/11/03
1500,1750,1625,2009/11/04
875,1500,1188,2009/11/04
1250,1375,1312,2009/11/05
1000,1250,1125,2009/11/05
1500,1575,1537,2009/11/07
1325,1375,1350,2009/11/07
1500,1575,1537,2009/11/08
1325,1375,1350,2009/11/08
1500,1575,1537,2009/11/09
1325,1375,1350,2009/11/09
1750,1875,1812,2009/11/10
1375,1500,1437,2009/11/10
1375,1625,1500,2009/11/11
1625,1750,1687,2009/11/11
1375,1625,1500,2009/11/12
1625,1750,1687,2009/11/12
1250,1750,1500,2009/11/14
1000,1650,1325,2009/11/14
1750,1875,1812,2009/11/15
1125,1937,1531,2009/11/15
1750,1875,1812,2009/11/16
1125,1937,1531,2009/11/16
1500,2125,1812,2009/11/17
1375,1875,1625,2009/11/17
1250,1875,1562,2009/11/18
1375,2125,1750,2009/11/18
1500,2250,1875,2009/11/19
1000,2125,1562,2009/11/19
1000,1875,1437,2009/11/21
875,1875,1375,2009/11/21
1250,1625,1437,2009/11/22
1125,1500,1312,2009/11/22
1250,1625,1437,2009/11/23
1125,1500,1312,2009/11/23
1250,1500,1375,2009/11/24
1000,1375,1187,2009/11/24
400,1375,887,2009/11/25
250,1375,812,2009/11/25
750,1125,937,2009/11/26
750,1250,1000,2009/11/26
625,1250,937,2009/11/29
500,1375,937,2009/11/29
625,1500,1062,2009/11/30
625,1500,1062,2009/11/30
625,1375,1000,2009/12/01
750,1750,1250,2009/12/01
625,1375,1000,2009/12/02
750,1750,1250,2009/12/02
750,1250,1000,2009/12/03
1000,1625,1312,2009/12/03
1000,1250,1125,2009/12/05
1000,1437,1218,2009/12/05
1000,1250,1125,2009/12/06
625,1500,1062,2009/12/06
1000,1250,1125,2009/12/07
625,1500,1062,2009/12/07
1000,1250,1125,2009/12/08
625,1375,1000,2009/12/08
1000,1250,1125,2009/12/09
625,1375,1000,2009/12/09
1000,1250,1125,2009/12/10
625,1375,1000,2009/12/10
1000,1562,1281,2009/12/12
625,1375,1000,2009/12/12
875,1500,1187,2009/12/13
1125,1500,1312,2009/12/13
875,1500,1187,2009/12/14
1125,1500,1312,2009/12/14
1125,1500,1312,2009/12/15
1000,1500,1250,2009/12/15
1125,1375,1250,2009/12/16
1000,1312,1156,2009/12/16
1000,1500,1250,2009/12/17
1000,1500,1250,2009/12/17
1250,1625,1437,2009/12/19
1000,1500,1250,2009/12/19
1000,1625,1312,2009/12/20
1000,1750,1375,2009/12/20
1000,1625,1312,2009/12/21
1000,1750,1375,2009/12/21
1000,1500,1250,2009/12/22
1125,1812,1468,2009/12/22
1250,1500,1375,2009/12/23
1000,1375,1187,2009/12/23
1125,1500,1312,2009/12/24
1000,1500,1250,2009/12/24
1375,1550,1462,2009/12/26
1250,1750,1500,2009/12/26
1250,1500,1375,2009/12/27
1000,1125,1062,2009/12/27
1250,1500,1375,2009/12/28
1000,1125,1062,2009/12/28
1250,1500,1375,2009/12/29
1000,1125,1062,2009/12/29
1250,1375,1312,2009/12/30
1000,1500,1250,2009/12/30
1000,1500,1250,2009/12/31
1000,1625,1312,2009/12/31
1250,1562,1406,2010/01/02
1000,1500,1250,2010/01/02
1000,1375,1187,2010/01/03
1125,1375,1250,2010/01/03
1000,1375,1187,2010/01/04
1125,1375,1250,2010/01/04
1000,1187,1093,2010/01/05
1250,1375,1312,2010/01/05
1000,1250,1125,2010/01/06
825,1250,1037,2010/01/06
1000,1250,1125,2010/01/07
825,1250,1036,2010/01/07
1000,1125,1062,2010/01/09
1000,1250,1125,2010/01/09
875,1125,1000,2010/01/10
1125,1375,1250,2010/01/10
875,1125,1000,2010/01/11
1125,1375,1250,2010/01/11
750,1125,937,2010/01/12
750,1125,937,2010/01/12
750,1125,937,2010/01/13
750,1125,937,2010/01/13
1125,1175,1150,2010/01/14
1125,1250,1187,2010/01/14
1187,1250,1218,2010/01/16
1250,1375,1312,2010/01/16
1000,1375,1187,2010/01/17
750,1625,1187,2010/01/17
1000,1375,1187,2010/01/18
750,1625,1187,2010/01/18
1000,1312,1156,2010/01/19
1000,1500,1250,2010/01/19
1200,1312,1256,2010/01/20
1000,1437,1218,2010/01/20
1150,1250,1200,2010/01/23
1375,1625,1500,2010/01/23
1125,1200,1162,2010/01/24
1375,1575,1475,2010/01/24
1125,1200,1162,2010/01/25
1375,1575,1475,2010/01/25
1000,1250,1125,2010/01/27
500,1625,1062,2010/01/27
625,1125,875,2010/01/28
500,1500,1000,2010/01/28
1200,1250,1225,2010/01/30
1375,1500,1437,2010/01/30
1175,1225,1200,2010/01/31
1375,1500,1437,2010/01/31
1175,1225,1200,2010/02/01
1375,1500,1437,2010/02/01
1000,1375,1187,2010/02/02
1375,1500,1437,2010/02/02
875,1250,1062,2010/02/03
1000,1500,1250,2010/02/03
1200,1250,1225,2010/02/04
1000,1500,1250,2010/02/04
1000,1250,1125,2010/02/06
1375,1500,1437,2010/02/06
1000,1250,1125,2010/02/07
1200,1400,1300,2010/02/07
1000,1250,1125,2010/02/08
1200,1400,1300,2010/02/08
1000,1250,1125,2010/02/09
1200,1400,1300,2010/02/09
1000,1200,1100,2010/02/10
1125,1500,1312,2010/02/10
1000,1200,1100,2010/02/11
1125,1500,1312,2010/02/11
1000,1125,1062,2010/02/13
1125,1375,1250,2010/02/13
1062,1125,1093,2010/02/14
750,1375,1062,2010/02/14
1062,1125,1093,2010/02/15
750,1375,1062,2010/02/15
1000,1100,1050,2010/02/16
1000,1250,1125,2010/02/16
750,1125,937,2010/02/17
1000,1250,1125,2010/02/17
750,1125,937,2010/02/18
750,1125,937,2010/02/18
850,1000,925,2010/02/20
500,1125,812,2010/02/20
900,925,912,2010/02/21
875,1000,937,2010/02/21
900,925,912,2010/02/22
875,1000,937,2010/02/22
750,875,812,2010/02/23
750,1000,875,2010/02/23
850,950,900,2010/02/24
875,1000,937,2010/02/24
450,950,700,2010/02/25
625,875,750,2010/02/25
900,925,912,2010/03/02
875,1000,937,2010/03/02
750,925,837,2010/03/03
625,812,712,2010/03/03
750,925,837,2010/03/04
625,812,718,2010/03/04
950,1000,975,2010/03/06
750,875,812,2010/03/06
850,1000,925,2010/03/07
750,1000,875,2010/03/07
850,1000,925,2010/03/08
750,1000,875,2010/03/08
750,900,825,2010/03/09
800,950,875,2010/03/09
750,925,837,2010/03/10
750,850,800,2010/03/10
750,925,837,2010/03/11
750,850,800,2010/03/11
500,825,662,2010/03/13
500,700,600,2010/03/13
500,700,600,2010/03/14
500,600,550,2010/03/14
500,700,600,2010/03/15
500,600,550,2010/03/15
500,875,687,2010/03/16
375,700,537,2010/03/16
500,875,687,2010/03/17
375,750,562,2010/03/17
500,875,687,2010/03/18
375,700,537,2010/03/18
500,1062,781,2010/03/20
375,812,593,2010/03/20
700,875,787,2010/03/21
625,750,687,2010/03/21
700,875,787,2010/03/22
625,750,687,2010/03/22
500,875,687,2010/03/23
375,700,537,2010/03/23
625,700,662,2010/03/24
600,650,625,2010/03/24
625,700,662,2010/03/25
600,650,625,2010/03/25
625,750,687,2010/03/27
500,625,562,2010/03/27
625,750,687,2010/03/28
500,625,562,2010/03/28
625,750,687,2010/03/29
500,625,562,2010/03/29
550,775,662,2010/03/30
450,625,537,2010/03/30
575,750,662,2010/03/31
450,625,537,2010/03/31
600,700,650,2010/04/01
500,650,575,2010/04/01
675,750,712,2010/04/03
575,600,587,2010/04/03
600,800,700,2010/04/04
550,750,650,2010/04/04
600,800,700,2010/04/05
550,750,650,2010/04/05
675,750,712,2010/04/06
550,625,587,2010/04/06
625,750,687,2010/04/07
600,650,625,2010/04/07
650,700,675,2010/04/08
600,650,625,2010/04/08
650,750,700,2010/04/10
550,650,600,2010/04/10
450,600,525,2010/04/11
500,575,537,2010/04/11
450,600,525,2010/04/12
500,575,537,2010/04/12
450,550,500,2010/04/13
400,550,475,2010/04/13
400,475,437,2010/04/14
450,525,487,2010/04/14
400,475,437,2010/04/15
450,525,487,2010/04/15
400,475,437,2010/04/17
450,525,487,2010/04/17
450,525,487,2010/04/18
450,550,500,2010/04/18
450,525,487,2010/04/19
450,550,500,2010/04/19
450,525,487,2010/04/20
450,550,500,2010/04/20
425,475,450,2010/04/21
450,500,475,2010/04/21
500,550,525,2010/04/22
450,500,475,2010/04/22
400,500,450,2010/04/24
450,475,462,2010/04/24
400,500,450,2010/04/25
450,500,475,2010/04/25
400,500,450,2010/04/26
450,500,475,2010/04/26
400,450,425,2010/04/27
425,500,462,2010/04/27
350,450,400,2010/04/28
400,500,450,2010/04/28
350,450,400,2010/04/29
400,500,450,2010/04/29
400,450,425,2010/05/02
375,425,400,2010/05/02
450,500,475,2010/05/03
450,500,475,2010/05/03
425,475,450,2010/05/04
500,525,512,2010/05/04
425,475,450,2010/05/05
500,525,512,2010/05/05
425,500,487,2010/05/06
375,475,425,2010/05/06
425,500,462,2010/05/08
375,525,450,2010/05/08
400,450,425,2010/05/09
400,475,437,2010/05/09
400,450,425,2010/05/10
400,475,437,2010/05/10
400,500,450,2010/05/11
400,475,437,2010/05/11
400,475,437,2010/05/12
350,450,400,2010/05/12
400,475,437,2010/05/13
350,450,400,2010/05/13
425,500,462,2010/05/15
375,450,412,2010/05/15
425,475,450,2010/05/16
350,425,387,2010/05/16
425,475,450,2010/05/17
350,425,387,2010/05/17
400,500,450,2010/05/18
475,500,487,2010/05/18
400,500,450,2010/05/19
425,475,450,2010/05/19
400,500,450,2010/05/20
425,575,500,2010/05/20
450,500,475,2010/05/22
400,562,481,2010/05/22
400,475,437,2010/05/23
450,550,500,2010/05/23
400,475,437,2010/05/24
450,550,500,2010/05/24
400,475,437,2010/05/25
450,550,500,2010/05/25
425,575,500,2010/05/26
450,500,475,2010/05/26
350,450,400,2010/05/27
375,500,437,2010/05/27
350,450,400,2010/05/29
375,500,437,2010/05/29
425,500,462,2010/05/30
450,500,475,2010/05/30
425,500,462,2010/05/31
450,500,475,2010/05/31
400,500,450,2010/06/01
400,550,475,2010/06/01
425,550,487,2010/06/02
400,525,462,2010/06/02
475,552,513,2010/06/03
450,550,500,2010/06/03
475,552,513,2010/06/05
450,550,500,2010/06/05
500,625,562,2010/06/06
400,575,487,2010/06/06
500,625,562,2010/06/07
400,575,487,2010/06/07
500,650,575,2010/06/08
400,550,475,2010/06/08
625,700,662,2010/06/09
500,575,537,2010/06/09
625,700,662,2010/06/10
500,575,537,2010/06/10
625,700,662,2010/06/13
450,600,525,2010/06/13
625,700,662,2010/06/14
450,600,525,2010/06/14
625,700,662,2010/06/15
450,575,512,2010/06/15
500,750,625,2010/06/16
375,625,500,2010/06/16
575,650,612,2010/06/17
450,700,575,2010/06/17
550,675,612,2010/06/19
450,600,525,2010/06/19
600,675,637,2010/06/20
550,625,587,2010/06/20
600,675,637,2010/06/21
550,625,587,2010/06/21
500,700,600,2010/06/22
550,675,612,2010/06/22
550,750,650,2010/06/23
500,625,562,2010/06/23
550,750,650,2010/06/24
500,625,562,2010/06/24
500,775,637,2010/06/26
550,700,625,2010/06/26
500,750,625,2010/06/27
500,700,600,2010/06/27
500,750,625,2010/06/28
500,700,600,2010/06/28
600,700,650,2010/06/29
550,650,600,2010/06/29
600,700,650,2010/06/30
550,675,612,2010/06/30
600,700,650,2010/07/01
500,675,612,2010/07/01
650,750,700,2010/07/03
600,675,637,2010/07/03
550,650,600,2010/07/04
500,700,600,2010/07/04
550,650,600,2010/07/05
500,700,600,2010/07/05
550,650,600,2010/07/06
500,700,600,2010/07/06
625,700,662,2010/07/07
500,725,612,2010/07/07
625,700,662,2010/07/08
500,725,612,2010/07/08
550,800,675,2010/07/10
500,700,600,2010/07/10
550,750,650,2010/07/11
500,700,600,2010/07/11
550,750,650,2010/07/12
500,700,600,2010/07/12
575,750,662,2010/07/13
600,750,675,2010/07/13
625,775,700,2010/07/14
550,750,650,2010/07/14
625,800,712,2010/07/15
600,750,675,2010/07/15
650,800,725,2010/07/17
650,750,700,2010/07/17
650,800,725,2010/07/18
650,750,700,2010/07/18
650,800,725,2010/07/19
600,700,650,2010/07/19
750,875,812,2010/07/20
650,750,700,2010/07/20
700,875,787,2010/07/21
675,750,712,2010/07/21
625,925,775,2010/07/22
625,775,700,2010/07/22
550,950,750,2010/07/24
625,800,712,2010/07/24
875,950,912,2010/07/25
500,800,650,2010/07/25
875,950,912,2010/07/26
500,800,650,2010/07/26
875,950,912,2010/07/27
500,825,662,2010/07/27
875,950,912,2010/07/28
500,825,662,2010/07/28
875,1062,968,2010/07/29
700,777,738,2010/07/29
875,1000,937,2010/07/31
625,825,725,2010/07/31
875,1050,962,2010/08/01
650,800,725,2010/08/01
875,1050,962,2010/08/02
650,800,725,2010/08/02
875,1125,1000,2010/08/03
700,850,775,2010/08/03
875,1125,1000,2010/08/04
700,850,775,2010/08/04
875,1062,968,2010/08/05
750,850,800,2010/08/05
875,1150,1012,2010/08/07
700,875,787,2010/08/07
850,1000,925,2010/08/08
650,850,750,2010/08/08
850,1000,925,2010/08/09
650,850,750,2010/08/09
875,1100,987,2010/08/10
650,925,787,2010/08/10
875,1075,975,2010/08/11
700,850,775,2010/08/11
875,1075,975,2010/08/12
700,850,775,2010/08/12
950,1125,1037,2010/08/14
600,850,725,2010/08/14
750,1050,900,2010/08/16
625,875,750,2010/08/16
750,1062,906,2010/08/17
750,1000,875,2010/08/17
750,1062,906,2010/08/18
750,1000,875,2010/08/18
950,1200,1075,2010/08/19
950,1062,1006,2010/08/19
1000,1350,1175,2010/08/21
500,1100,800,2010/08/21
875,1250,1062,2010/08/22
375,1000,687,2010/08/22
875,1250,1062,2010/08/23
375,1000,687,2010/08/23
875,1250,1062,2010/08/24
375,1000,687,2010/08/24
950,1250,1100,2010/08/25
625,875,750,2010/08/25
625,875,750,2010/08/26
875,1125,1000,2010/08/28
750,1050,900,2010/08/28
1000,1200,1100,2010/08/29
750,1125,937,2010/08/29
1000,1200,1100,2010/08/30
750,1125,937,2010/08/30
1000,1200,1100,2010/08/31
750,1125,937,2010/08/31
1000,1200,1100,2010/09/01
875,1125,1000,2010/09/01
1000,1125,1062,2010/09/02
875,1050,962,2010/09/02
1000,1200,1100,2010/09/04
875,1125,1000,2010/09/04
1375,1500,1437,2010/09/05
1100,1200,1150,2010/09/05
1375,1500,1437,2010/09/06
1100,1200,1150,2010/09/06
1375,1500,1437,2010/09/07
1100,1200,1150,2010/09/07
750,1625,1187,2010/09/08
500,1325,912,2010/09/08
1375,1625,1500,2010/09/09
1000,1325,1162,2010/09/09
1250,1750,1500,2010/09/13
875,1375,1125,2010/09/13
1500,2000,1750,2010/09/14
1000,1500,1250,2010/09/14
1250,2000,1625,2010/09/15
875,1375,1125,2010/09/15
1625,1937,1781,2010/09/16
1250,1562,1406,2010/09/16
1500,2000,1750,2010/09/18
1250,1625,1437,2010/09/18
1750,2062,1906,2010/09/19
1375,1750,1562,2010/09/19
1750,2062,1906,2010/09/20
1375,1750,1562,2010/09/20
1500,1875,1687,2010/09/21
1250,1700,1475,2010/09/21
1750,2000,1875,2010/09/22
1000,1700,1350,2010/09/22
1750,2000,1875,2010/09/23
1000,1700,1350,2010/09/23
1750,2062,1906,2010/09/25
1250,1687,1468,2010/09/25
1750,1875,1812,2010/09/26
1500,1625,1562,2010/09/26
1750,1875,1812,2010/09/27
1500,1625,1562,2010/09/27
1750,2375,2062,2010/09/28
1500,1750,1625,2010/09/28
2000,2375,2187,2010/09/29
1500,1750,1625,2010/09/29
2000,2375,2187,2010/09/30
1500,1750,1625,2010/09/30
2000,2375,2187,2010/10/02
1500,1750,1625,2010/10/02
2000,2500,2250,2010/10/03
1500,1875,1687,2010/10/03
2000,2500,2250,2010/10/04
1500,1875,1687,2010/10/04
2125,2375,2250,2010/10/05
1750,1937,1843,2010/10/05
2000,2375,2185,2010/10/06
1500,2000,1750,2010/10/06
1750,2000,1875,2010/10/09
1750,1875,1812,2010/10/09
1750,2125,1937,2010/10/10
1550,1750,1650,2010/10/10
1750,2125,1937,2010/10/11
1550,1750,1650,2010/10/11
1625,2000,1812,2010/10/12
1375,1500,1437,2010/10/12
1500,1750,1625,2010/10/13
1375,1625,1500,2010/10/13
1750,1875,1812,2010/10/14
1375,1625,1500,2010/10/14
1750,2000,1875,2010/10/16
1250,1500,1375,2010/10/16
1750,2000,1875,2010/10/18
1250,1500,1375,2010/10/18
1750,2000,1875,2010/10/19
1375,1750,1562,2010/10/19
1750,2000,1875,2010/10/20
1250,1750,1500,2010/10/20
1875,2000,1937,2010/10/21
1375,1562,1468,2010/10/21
1500,1875,1687,2010/10/23
1250,1750,1500,2010/10/23
1625,1750,1687,2010/10/24
1500,1625,1562,2010/10/24
1625,1750,1687,2010/10/25
1500,1625,1562,2010/10/25
1750,1875,1812,2010/10/26
1375,1750,1562,2010/10/26
1750,1875,1812,2010/10/27
1500,1750,1625,2010/10/27
1750,1875,1812,2010/10/28
1500,1750,1625,2010/10/28
1625,1875,1750,2010/10/30
1250,1450,1350,2010/10/30
1500,2000,1750,2010/10/31
1000,1500,1250,2010/10/31
1500,2000,1750,2010/11/01
1000,1500,1250,2010/11/01
1250,1625,1437,2010/11/02
1125,1500,1312,2010/11/02
1000,1500,1250,2010/11/03
1000,1375,1187,2010/11/03
1250,1625,1437,2010/11/04
1250,1500,1375,2010/11/04
1500,1625,1562,2010/11/07
1250,1500,1375,2010/11/07
1500,2250,1875,2010/11/09
1500,2000,1750,2010/11/09
1875,2125,2000,2010/11/11
1500,2000,1750,2010/11/11
