Modal Price carrot,Date
900,2013/02/26
1200,2013/02/26
1200,2013/03/03
800,2013/03/05
750,2013/03/08
1500,2013/03/08
1300,2013/03/09
900,2013/03/10
1200,2013/03/10
800,2013/03/11
1200,2013/03/11
800,2013/03/12
800,2013/03/13
1500,2013/03/13
800,2013/03/14
800,2013/03/15
750,2013/03/17
1200,2013/03/17
750,2013/03/18
750,2013/03/19
650,2013/03/20
800,2013/03/21
750,2013/03/22
2000,2013/03/23
800,2013/03/25
1300,2013/03/25
900,2013/03/26
1400,2013/03/26
900,2013/03/28
900,2013/03/29
1500,2013/03/29
850,2013/03/31
750,2013/04/01
800,2013/04/03
2000,2013/04/03
950,2013/04/04
1200,2013/04/06
900,2013/04/07
1500,2013/04/07
900,2013/04/08
900,2013/04/09
950,2013/04/10
900,2013/04/11
1000,2013/04/12
850,2013/04/14
950,2013/04/15
1000,2013/04/15
950,2013/04/16
1500,2013/04/16
900,2013/04/17
1150,2013/04/17
950,2013/04/18
1000,2013/04/19
850,2013/04/19
1000,2013/04/21
1000,2013/04/22
950,2013/04/23
1200,2013/04/23
1000,2013/04/24
1500,2013/04/24
1000,2013/04/25
1200,2013/04/25
950,2013/04/28
1500,2013/04/28
1150,2013/04/29
1150,2013/04/30
1200,2013/05/03
1500,2013/05/04
1300,2013/05/05
1100,2013/05/06
1200,2013/05/07
1200,2013/05/08
1150,2013/05/09
1200,2013/05/10
1200,2013/05/12
1200,2013/05/13
1400,2013/05/14
2500,2013/05/14
2000,2013/05/15
1400,2013/05/16
1500,2013/05/19
1300,2013/05/19
1400,2013/05/21
1500,2013/05/24
1600,2013/05/26
2000,2013/05/26
1750,2013/05/27
1500,2013/05/29
1500,2013/05/30
1500,2013/05/31
1000,2013/06/13
1850,2013/06/17
1500,2013/06/18
1750,2013/06/19
1750,2013/06/20
1750,2013/06/21
1750,2013/06/23
2000,2013/06/24
1500,2013/06/25
1500,2013/06/26
1750,2013/06/27
2500,2013/06/28
1900,2013/06/30
1750,2013/07/01
1750,2013/07/03
2000,2013/07/03
1250,2013/07/04
1750,2013/07/05
1750,2013/07/07
1750,2013/07/08
1750,2013/07/09
1300,2013/07/10
1500,2013/07/11
1500,2013/07/12
1500,2013/07/14
1500,2013/07/15
1500,2013/07/16
1500,2013/07/19
1500,2013/07/21
1500,2013/07/22
1500,2013/07/23
1500,2013/07/24
900,2013/07/25
1400,2013/07/26
1400,2013/07/28
1100,2013/07/29
1200,2013/07/30
1250,2013/07/31
1200,2013/08/01
1250,2013/08/02
1500,2013/08/08
900,2013/09/26
1000,2013/09/27
1000,2013/09/30
1000,2013/10/01
1000,2013/10/02
950,2013/10/03
1000,2013/10/04
1000,2013/10/04
1000,2013/10/07
1100,2013/10/08
1300,2013/10/10
900,2013/10/11
1000,2013/10/15
1000,2013/10/16
1300,2013/10/16
900,2013/10/17
1000,2013/10/18
950,2013/10/21
950,2013/10/22
1050,2013/10/29
1050,2013/10/30
1100,2013/10/31
1550,2013/11/06
1650,2013/11/08
1300,2013/11/10
1900,2013/11/11
2000,2013/11/13
2250,2013/11/14
3000,2013/11/18
2500,2013/11/19
2000,2013/11/19
2500,2013/11/20
2250,2013/11/21
2250,2013/11/22
1500,2013/11/23
1750,2013/11/24
1500,2013/11/24
1850,2013/11/25
1750,2013/11/26
1750,2013/11/27
1500,2013/11/28
1600,2013/11/29
1950,2013/12/01
1850,2013/12/02
1600,2013/12/03
1500,2013/12/04
1500,2013/12/05
1000,2013/12/05
1500,2013/12/06
1150,2013/12/09
1900,2013/12/09
1150,2013/12/10
1150,2013/12/11
1100,2013/12/12
1150,2013/12/13
1150,2013/12/15
3000,2013/12/15
1150,2013/12/16
1050,2013/12/17
1150,2013/12/18
1150,2013/12/19
1000,2013/12/20
1000,2013/12/23
1250,2013/12/23
1000,2013/12/24
1500,2013/12/24
950,2013/12/26
1200,2013/12/26
950,2013/12/27
950,2013/12/29
1400,2013/12/29
900,2013/12/30
1500,2013/12/30
800,2013/12/31
1400,2013/12/31
850,2014/01/01
800,2014/01/01
850,2014/01/02
1500,2014/01/02
850,2014/01/03
1800,2014/01/03
1000,2014/01/05
1250,2014/01/05
1100,2014/01/06
1500,2014/01/06
1050,2014/01/07
1200,2014/01/07
1150,2014/01/08
1000,2014/01/09
1000,2014/01/09
1100,2014/01/10
1500,2014/01/10
1500,2014/01/11
900,2014/01/13
1700,2014/01/13
950,2014/01/16
1000,2014/01/17
1800,2014/01/17
850,2014/01/20
1600,2014/01/20
1000,2014/01/21
1700,2014/01/21
900,2014/01/22
1300,2014/01/22
950,2014/01/23
950,2014/01/24
1300,2014/01/24
1800,2014/01/25
1000,2014/01/27
1350,2014/01/27
950,2014/01/28
1400,2014/01/28
950,2014/01/29
850,2014/01/30
1400,2014/01/30
850,2014/01/31
900,2014/01/31
950,2014/02/03
1200,2014/02/03
950,2014/02/04
1400,2014/02/04
950,2014/02/05
1300,2014/02/05
850,2014/02/06
1600,2014/02/06
800,2014/02/07
1200,2014/02/07
850,2014/02/10
2500,2014/02/10
850,2014/02/11
1500,2014/02/11
850,2014/02/12
2000,2014/02/12
850,2014/02/13
1500,2014/02/13
850,2014/02/14
1200,2014/02/14
850,2014/02/17
850,2014/02/18
1400,2014/02/18
850,2014/02/20
800,2014/02/21
800,2014/02/24
1500,2014/02/24
850,2014/02/25
1500,2014/02/25
750,2014/02/26
900,2014/02/28
1000,2014/03/01
850,2014/03/03
1400,2014/03/03
800,2014/03/04
1500,2014/03/04
950,2014/03/05
1500,2014/03/05
1200,2014/03/06
800,2014/03/07
950,2014/03/09
800,2014/03/10
2000,2014/03/10
800,2014/03/11
2000,2014/03/11
800,2014/03/12
950,2014/03/13
1500,2014/03/13
850,2014/03/14
1500,2014/03/15
750,2014/03/16
800,2014/03/18
950,2014/03/19
900,2014/03/20
1500,2014/03/20
800,2014/03/21
850,2014/03/23
750,2014/03/24
750,2014/03/25
1500,2014/03/25
1500,2014/03/26
850,2014/03/27
900,2014/03/28
1500,2014/03/28
1300,2014/03/29
2000,2014/03/31
700,2014/04/01
1200,2014/04/01
800,2014/04/02
850,2014/04/03
1500,2014/04/03
800,2014/04/04
2000,2014/04/04
1000,2014/04/05
800,2014/04/07
2000,2014/04/07
1800,2014/04/08
800,2014/04/09
1200,2014/04/13
800,2014/04/20
1500,2014/04/20
750,2014/04/21
800,2014/04/22
750,2014/04/23
750,2014/04/24
750,2014/04/25
750,2014/04/28
900,2014/04/29
750,2014/04/30
800,2014/05/02
650,2014/05/06
900,2014/05/07
700,2014/05/08
800,2014/05/13
800,2014/05/14
750,2014/05/15
800,2014/05/16
800,2014/05/28
1800,2014/06/04
1100,2014/06/10
900,2014/06/11
1000,2014/06/15
950,2014/06/16
950,2014/06/17
1100,2014/06/22
1150,2014/06/23
950,2014/06/24
800,2014/06/25
950,2014/06/26
950,2014/06/27
1100,2014/06/29
1150,2014/06/30
950,2014/07/01
950,2014/07/02
950,2014/07/03
1350,2014/07/04
950,2014/07/06
1100,2014/07/07
1350,2014/07/08
1350,2014/07/09
1350,2014/07/10
1600,2014/07/11
950,2014/07/13
1400,2014/07/14
1350,2014/07/15
1300,2014/07/16
1350,2014/07/17
1350,2014/07/18
1400,2014/07/21
1600,2014/07/22
1400,2014/07/23
1350,2014/07/24
3000,2014/07/24
1600,2014/07/25
2000,2014/07/25
1650,2014/07/27
1350,2014/07/28
2000,2014/07/28
1050,2014/07/29
1600,2014/07/30
1500,2014/07/31
1200,2014/08/02
2400,2014/08/03
1650,2014/08/04
1650,2014/08/05
1350,2014/08/06
1400,2014/08/07
1950,2014/08/08
1350,2014/08/10
1450,2014/08/11
1350,2014/08/12
1450,2014/08/13
1400,2014/08/14
1600,2014/08/17
1650,2014/08/18
1500,2014/08/18
1350,2014/08/19
1600,2014/08/20
1450,2014/08/21
1600,2014/08/22
1600,2014/08/24
1600,2014/08/25
1600,2014/08/26
1600,2014/08/27
1250,2014/08/28
1100,2014/08/29
1150,2014/08/31
1750,2014/09/01
1500,2014/09/02
1650,2014/09/03
1600,2014/09/04
1750,2014/09/05
3000,2014/09/06
1750,2014/09/07
1500,2014/09/07
1750,2014/09/08
2250,2014/09/08
1750,2014/09/10
1750,2014/09/11
1750,2014/09/12
2000,2014/09/12
1750,2014/09/14
1650,2014/09/15
1500,2014/09/15
1600,2014/09/16
1600,2014/09/17
1850,2014/09/18
2100,2014/09/19
1600,2014/09/21
2000,2014/09/22
1850,2014/09/23
1850,2014/09/24
1600,2014/09/25
1500,2014/09/26
1850,2014/09/28
1850,2014/09/29
1600,2014/09/30
1600,2014/10/01
1850,2014/10/05
1600,2014/10/07
1600,2014/10/08
1600,2014/10/09
1600,2014/10/10
1850,2014/10/12
1850,2014/10/13
1600,2014/10/14
1600,2014/10/16
1600,2014/10/17
1600,2014/10/19
1450,2014/10/20
1600,2014/10/21
2350,2014/10/26
2350,2014/10/27
1600,2014/10/28
850,2014/10/28
1350,2014/10/29
1650,2014/10/29
1350,2014/10/30
1150,2014/10/31
1700,2014/10/31
1500,2014/11/01
1350,2014/11/02
1350,2014/11/03
1500,2014/11/05
1100,2014/11/07
1350,2014/11/09
1100,2014/11/10
1300,2014/11/11
1300,2014/11/12
1750,2014/11/13
1600,2014/11/14
1600,2014/11/17
1500,2014/11/17
1350,2014/11/19
1350,2014/11/20
1500,2014/11/20
1350,2014/11/21
1300,2014/11/21
1600,2014/11/23
1350,2014/11/24
1600,2014/11/25
1350,2014/11/26
2000,2014/11/26
1600,2014/11/27
1800,2014/11/27
1500,2014/11/28
1600,2014/11/30
1800,2014/11/30
1500,2014/12/01
1800,2014/12/01
1350,2014/12/02
2000,2014/12/02
1350,2014/12/04
1200,2014/12/05
2100,2014/12/05
2500,2014/12/06
1350,2014/12/07
2000,2014/12/07
1350,2014/12/08
1150,2014/12/09
1500,2014/12/09
1150,2014/12/10
2700,2014/12/10
1150,2014/12/11
2500,2014/12/11
950,2014/12/12
1000,2014/12/12
1100,2014/12/14
1100,2014/12/15
2200,2014/12/15
1150,2014/12/16
2000,2014/12/16
1350,2014/12/17
2500,2014/12/17
1300,2014/12/18
2100,2014/12/18
1100,2014/12/19
2200,2014/12/19
1150,2014/12/21
1500,2014/12/21
1150,2014/12/22
1150,2014/12/23
2500,2014/12/23
1300,2014/12/24
1500,2014/12/24
1200,2014/12/26
1150,2014/12/28
1500,2014/12/28
1250,2014/12/29
1200,2014/12/30
2500,2014/12/30
1150,2014/12/31
1200,2015/01/01
1150,2015/01/02
1600,2015/01/02
1500,2015/01/03
1200,2015/01/05
2000,2015/01/05
1500,2015/01/06
1700,2015/01/06
1200,2015/01/07
1000,2015/01/07
1250,2015/01/08
2000,2015/01/08
1200,2015/01/09
2200,2015/01/09
1000,2015/01/09
1200,2015/01/11
1200,2015/01/11
1000,2015/01/11
1000,2015/01/11
1000,2015/01/14
1000,2015/01/14
950,2015/01/16
950,2015/01/16
2000,2015/01/16
2000,2015/01/16
2000,2015/01/17
2000,2015/01/17
1200,2015/01/18
1750,2015/01/18
1750,2015/01/18
1150,2015/01/19
2000,2015/01/19
1100,2015/01/20
1300,2015/01/20
1100,2015/01/21
1500,2015/01/21
1100,2015/01/22
1800,2015/01/22
1150,2015/01/25
1050,2015/01/27
2000,2015/01/27
1100,2015/01/28
1500,2015/01/28
900,2015/01/29
2000,2015/01/29
1100,2015/01/30
1100,2015/02/01
1750,2015/02/01
1050,2015/02/02
800,2015/02/02
1000,2015/02/03
800,2015/02/03
1050,2015/02/04
800,2015/02/04
1400,2015/02/05
800,2015/02/05
1050,2015/02/06
2000,2015/02/06
1050,2015/02/08
1050,2015/02/09
1100,2015/02/10
1050,2015/02/10
1050,2015/02/11
2000,2015/02/11
950,2015/02/12
600,2015/02/12
950,2015/02/13
1500,2015/02/13
1050,2015/02/15
1750,2015/02/15
950,2015/02/16
1250,2015/02/16
1100,2015/02/18
1500,2015/02/18
900,2015/02/22
900,2015/02/24
950,2015/02/25
1500,2015/02/25
950,2015/02/26
950,2015/03/01
950,2015/03/02
1500,2015/03/02
900,2015/03/03
2000,2015/03/03
950,2015/03/04
1500,2015/03/04
850,2015/03/05
1500,2015/03/07
850,2015/03/08
950,2015/03/09
650,2015/03/09
950,2015/03/10
950,2015/03/11
950,2015/03/12
950,2015/03/13
2000,2015/03/13
1250,2015/03/14
900,2015/03/16
1500,2015/03/16
950,2015/03/17
900,2015/03/17
950,2015/03/18
950,2015/03/19
900,2015/03/20
1250,2015/03/20
900,2015/03/22
1050,2015/03/23
1500,2015/03/23
900,2015/03/24
900,2015/03/25
900,2015/03/26
900,2015/03/27
900,2015/03/29
1500,2015/03/29
900,2015/03/30
1000,2015/03/31
1050,2015/04/01
950,2015/04/02
1100,2015/04/03
1150,2015/04/05
1250,2015/04/06
1150,2015/04/07
1500,2015/04/08
1050,2015/04/09
1000,2015/04/10
900,2015/04/12
900,2015/04/15
900,2015/04/16
1000,2015/04/17
900,2015/04/19
900,2015/04/23
900,2015/04/24
950,2015/04/26
900,2015/04/27
950,2015/04/28
1100,2015/04/29
2000,2015/04/29
1050,2015/05/03
1050,2015/05/05
850,2015/05/06
950,2015/05/08
850,2015/05/10
900,2015/05/13
1000,2015/05/14
1000,2015/05/15
1000,2015/05/17
900,2015/05/18
1300,2015/05/18
1050,2015/05/19
1000,2015/05/20
900,2015/05/21
1100,2015/05/22
900,2015/05/24
950,2015/05/25
2000,2015/05/25
1000,2015/05/26
1100,2015/05/27
950,2015/05/28
1000,2015/05/29
2000,2015/05/29
1000,2015/05/31
1000,2015/06/01
2000,2015/06/01
1000,2015/06/02
1500,2015/06/02
1000,2015/06/03
1300,2015/06/03
1100,2015/06/04
1100,2015/06/05
1150,2015/06/07
1100,2015/06/08
1100,2015/06/09
1100,2015/06/10
2000,2015/06/10
1200,2015/06/11
1350,2015/06/12
1400,2015/06/14
1050,2015/06/15
1300,2015/06/16
1200,2015/06/16
1300,2015/06/17
1300,2015/06/18
1550,2015/06/19
1400,2015/06/21
1000,2015/06/25
800,2015/06/26
1000,2015/06/29
1000,2015/06/30
1000,2015/07/01
1600,2015/07/02
1400,2015/07/03
1500,2015/07/05
2000,2015/07/05
1600,2015/07/06
1000,2015/07/07
1600,2015/07/08
2500,2015/07/08
700,2015/07/09
1000,2015/07/10
1200,2015/07/12
1400,2015/07/13
1600,2015/07/14
1800,2015/07/15
1400,2015/07/16
1500,2015/07/17
1400,2015/07/19
1500,2015/07/20
2000,2015/07/20
1400,2015/07/21
1400,2015/07/22
1000,2015/07/23
1500,2015/07/23
1800,2015/07/26
1500,2015/07/27
1300,2015/07/28
1400,2015/07/29
1600,2015/07/30
1200,2015/07/31
1800,2015/08/02
1000,2015/08/03
1600,2015/08/04
1400,2015/08/05
1200,2015/08/06
1400,2015/08/07
1600,2015/08/09
1300,2015/08/10
1500,2015/08/11
1600,2015/08/12
1400,2015/08/13
1500,2015/08/14
1800,2015/08/16
1500,2015/08/19
1400,2015/08/20
1000,2015/08/20
1200,2015/08/21
2000,2015/08/21
1800,2015/08/23
1600,2015/08/24
1200,2015/08/25
1500,2015/08/26
1600,2015/08/27
1500,2015/08/27
1600,2015/08/28
2300,2015/08/28
1600,2015/08/30
1800,2015/08/31
1600,2015/09/01
1800,2015/09/02
2200,2015/09/03
1600,2015/09/04
1600,2015/09/05
1400,2015/09/06
1000,2015/09/06
2000,2015/09/07
2000,2015/09/08
1000,2015/09/08
2000,2015/09/09
2000,2015/09/09
1900,2015/09/10
1700,2015/09/11
1600,2015/09/14
1800,2015/09/14
1700,2015/09/15
2000,2015/09/15
1500,2015/09/16
1600,2015/09/18
1800,2015/09/18
1700,2015/09/20
1600,2015/09/21
1300,2015/09/22
1700,2015/09/23
1600,2015/09/24
1300,2015/09/25
1700,2015/09/27
1800,2015/09/29
2000,2015/09/30
1500,2015/09/30
2300,2015/10/01
2000,2015/10/02
1600,2015/10/04
1500,2015/10/04
1800,2015/10/05
1700,2015/10/06
1400,2015/10/07
1500,2015/10/08
1000,2015/10/08
1600,2015/10/09
2000,2015/10/09
2000,2015/10/11
1700,2015/10/12
1600,2015/10/13
1700,2015/10/14
2200,2015/10/15
2300,2015/10/16
2300,2015/10/18
2200,2015/10/19
2000,2015/10/20
2300,2015/10/21
2300,2015/10/27
2700,2015/10/28
2300,2015/10/29
2700,2015/10/30
2300,2015/11/01
2200,2015/11/02
2200,2015/11/03
2700,2015/11/04
2800,2015/11/05
2300,2015/11/06
2300,2015/11/08
2200,2015/11/17
2600,2015/11/18
2200,2015/11/19
2000,2015/11/20
2200,2015/11/22
2200,2015/11/23
2000,2015/11/24
2000,2015/11/25
1600,2015/11/26
1600,2015/11/27
2200,2015/11/29
2201,2015/11/30
