Modal Price tomato, Date
1450,2010/01/01
1300,2010/01/01
2050,2010/01/02
1300,2010/01/03
1850,2010/01/03
1750,2010/01/04
1250,2010/01/04
1500,2010/01/05
1300,2010/01/06
1300,2010/01/06
1500,2010/01/07
1350,2010/01/07
1550,2010/01/08
1400,2010/01/08
1400,2010/01/09
1150,2010/01/10
1600,2010/01/10
1400,2010/01/10
1250,2010/01/10
1300,2010/01/11
1500,2010/01/11
1600,2010/01/11
1500,2010/01/11
1400,2010/01/12
1400,2010/01/12
1450,2010/01/12
1950,2010/01/13
1700,2010/01/13
1500,2010/01/13
1600,2010/01/14
1750,2010/01/14
2100,2010/01/14
1500,2010/01/14
1150,2010/01/15
2250,2010/01/15
1300,2010/01/15
2000,2010/01/16
1150,2010/01/16
1150,2010/01/17
1850,2010/01/17
1150,2010/01/17
1450,2010/01/17
1850,2010/01/18
1300,2010/01/18
1450,2010/01/18
1750,2010/01/19
1500,2010/01/19
1500,2010/01/19
1750,2010/01/20
1450,2010/01/20
1850,2010/01/21
1400,2010/01/21
1050,2010/01/22
1500,2010/01/22
1200,2010/01/22
1600,2010/01/22
1600,2010/01/23
1000,2010/01/23
1650,2010/01/23
1150,2010/01/24
1750,2010/01/24
1050,2010/01/24
1450,2010/01/24
1150,2010/01/25
1550,2010/01/25
1500,2010/01/25
1750,2010/01/26
1500,2010/01/26
1050,2010/01/27
1650,2010/01/27
1370,2010/01/27
1650,2010/01/27
850,2010/01/28
1500,2010/01/28
1500,2010/01/28
1500,2010/01/28
1100,2010/01/29
1600,2010/01/29
1250,2010/01/29
1700,2010/01/29
1300,2010/01/30
1050,2010/01/30
1500,2010/01/30
1050,2010/01/31
1500,2010/01/31
1200,2010/01/31
1450,2010/01/31
1050,2010/02/01
1350,2010/02/01
1250,2010/02/01
1500,2010/02/01
900,2010/02/02
1200,2010/02/02
1000,2010/02/02
1450,2010/02/02
1000,2010/02/03
1050,2010/02/03
1150,2010/02/03
1050,2010/02/04
1250,2010/02/04
1400,2010/02/04
1050,2010/02/05
850,2010/02/05
1250,2010/02/05
900,2010/02/06
1100,2010/02/06
1350,2010/02/06
800,2010/02/07
1350,2010/02/07
1100,2010/02/08
900,2010/02/08
1250,2010/02/08
1000,2010/02/09
850,2010/02/09
1000,2010/02/09
870,2010/02/10
950,2010/02/10
850,2010/02/10
800,2010/02/11
645,2010/02/11
900,2010/02/11
900,2010/02/12
650,2010/02/12
800,2010/02/12
700,2010/02/13
700,2010/02/13
850,2010/02/13
650,2010/02/14
750,2010/02/14
500,2010/02/15
700,2010/02/15
800,2010/02/15
450,2010/02/16
1000,2010/02/16
600,2010/02/16
750,2010/02/16
450,2010/02/17
850,2010/02/17
600,2010/02/17
900,2010/02/17
450,2010/02/18
650,2010/02/18
450,2010/02/19
700,2010/02/19
600,2010/02/19
500,2010/02/20
550,2010/02/20
550,2010/02/20
650,2010/02/20
700,2010/02/21
500,2010/02/21
650,2010/02/21
550,2010/02/22
750,2010/02/22
500,2010/02/23
700,2010/02/23
500,2010/02/23
650,2010/02/23
550,2010/02/24
550,2010/02/24
700,2010/02/24
700,2010/02/25
450,2010/02/25
550,2010/02/25
450,2010/02/26
450,2010/02/27
450,2010/02/27
600,2010/02/27
450,2010/02/28
600,2010/02/28
400,2010/02/28
500,2010/02/28
500,2010/03/01
650,2010/03/01
450,2010/03/01
650,2010/03/01
650,2010/03/02
550,2010/03/02
600,2010/03/02
450,2010/03/03
1050,2010/03/03
525,2010/03/03
650,2010/03/03
450,2010/03/04
500,2010/03/04
400,2010/03/04
400,2010/03/05
700,2010/03/05
500,2010/03/05
600,2010/03/06
450,2010/03/06
550,2010/03/06
700,2010/03/07
450,2010/03/07
550,2010/03/07
450,2010/03/08
750,2010/03/08
500,2010/03/08
550,2010/03/08
550,2010/03/09
450,2010/03/09
600,2010/03/09
650,2010/03/10
470,2010/03/10
650,2010/03/10
700,2010/03/11
400,2010/03/11
500,2010/03/12
400,2010/03/12
550,2010/03/12
650,2010/03/13
350,2010/03/13
450,2010/03/13
400,2010/03/14
700,2010/03/14
400,2010/03/14
650,2010/03/14
750,2010/03/15
350,2010/03/15
550,2010/03/15
350,2010/03/16
450,2010/03/16
320,2010/03/16
600,2010/03/16
350,2010/03/17
700,2010/03/17
370,2010/03/17
600,2010/03/17
400,2010/03/18
300,2010/03/18
350,2010/03/19
700,2010/03/19
350,2010/03/19
400,2010/03/19
350,2010/03/20
350,2010/03/21
550,2010/03/21
400,2010/03/21
750,2010/03/22
450,2010/03/22
650,2010/03/22
400,2010/03/23
700,2010/03/23
370,2010/03/23
450,2010/03/23
450,2010/03/24
650,2010/03/24
400,2010/03/24
600,2010/03/24
450,2010/03/25
700,2010/03/25
350,2010/03/25
450,2010/03/26
450,2010/03/26
400,2010/03/26
600,2010/03/26
650,2010/03/27
350,2010/03/27
400,2010/03/28
450,2010/03/28
370,2010/03/28
600,2010/03/28
350,2010/03/29
450,2010/03/29
325,2010/03/29
600,2010/03/29
350,2010/03/30
750,2010/03/30
350,2010/03/30
700,2010/03/31
350,2010/03/31
550,2010/03/31
400,2010/04/01
300,2010/04/01
550,2010/04/01
400,2010/04/02
650,2010/04/02
350,2010/04/02
600,2010/04/02
300,2010/04/03
450,2010/04/03
400,2010/04/04
400,2010/04/04
400,2010/04/04
600,2010/04/04
350,2010/04/05
650,2010/04/05
350,2010/04/05
600,2010/04/05
350,2010/04/06
650,2010/04/06
275,2010/04/06
550,2010/04/06
300,2010/04/07
450,2010/04/07
300,2010/04/07
550,2010/04/07
350,2010/04/08
650,2010/04/08
350,2010/04/08
550,2010/04/08
300,2010/04/09
650,2010/04/09
350,2010/04/09
550,2010/04/09
400,2010/04/10
325,2010/04/10
400,2010/04/10
300,2010/04/11
700,2010/04/11
350,2010/04/11
600,2010/04/11
300,2010/04/12
250,2010/04/12
300,2010/04/12
550,2010/04/12
350,2010/04/13
650,2010/04/13
325,2010/04/13
450,2010/04/13
300,2010/04/14
300,2010/04/14
300,2010/04/15
400,2010/04/15
550,2010/04/15
500,2010/04/16
270,2010/04/16
400,2010/04/17
325,2010/04/17
500,2010/04/17
350,2010/04/18
400,2010/04/18
350,2010/04/18
450,2010/04/19
350,2010/04/19
600,2010/04/19
325,2010/04/20
400,2010/04/20
370,2010/04/20
550,2010/04/20
450,2010/04/21
350,2010/04/21
550,2010/04/21
650,2010/04/22
350,2010/04/22
600,2010/04/23
320,2010/04/23
550,2010/04/23
400,2010/04/24
320,2010/04/24
400,2010/04/24
350,2010/04/25
700,2010/04/25
320,2010/04/25
600,2010/04/25
700,2010/04/26
320,2010/04/26
500,2010/04/26
500,2010/04/27
350,2010/04/27
650,2010/04/27
550,2010/04/28
350,2010/04/28
450,2010/04/29
600,2010/04/29
450,2010/04/30
350,2010/04/30
600,2010/04/30
500,2010/05/01
500,2010/05/02
350,2010/05/02
500,2010/05/02
400,2010/05/03
350,2010/05/03
450,2010/05/03
400,2010/05/04
350,2010/05/04
550,2010/05/04
430,2010/05/05
350,2010/05/05
450,2010/05/05
550,2010/05/05
350,2010/05/06
400,2010/05/06
350,2010/05/06
550,2010/05/06
350,2010/05/07
400,2010/05/07
600,2010/05/07
400,2010/05/08
400,2010/05/08
450,2010/05/08
450,2010/05/09
550,2010/05/09
600,2010/05/10
500,2010/05/10
450,2010/05/10
550,2010/05/11
500,2010/05/11
750,2010/05/11
600,2010/05/12
700,2010/05/12
520,2010/05/12
850,2010/05/12
600,2010/05/13
600,2010/05/13
470,2010/05/13
700,2010/05/13
550,2010/05/14
700,2010/05/14
550,2010/05/14
550,2010/05/14
600,2010/05/15
450,2010/05/15
600,2010/05/15
450,2010/05/16
750,2010/05/16
450,2010/05/16
600,2010/05/16
450,2010/05/17
750,2010/05/17
600,2010/05/17
400,2010/05/18
450,2010/05/18
600,2010/05/18
450,2010/05/19
650,2010/05/19
370,2010/05/19
700,2010/05/19
450,2010/05/20
550,2010/05/20
350,2010/05/20
425,2010/05/21
350,2010/05/21
600,2010/05/21
700,2010/05/22
350,2010/05/22
550,2010/05/22
400,2010/05/23
800,2010/05/23
350,2010/05/23
650,2010/05/23
700,2010/05/24
400,2010/05/24
650,2010/05/24
700,2010/05/25
450,2010/05/25
550,2010/05/25
700,2010/05/26
500,2010/05/26
600,2010/05/26
550,2010/05/27
850,2010/05/27
500,2010/05/27
450,2010/05/27
700,2010/05/28
550,2010/05/28
650,2010/05/28
700,2010/05/29
750,2010/05/29
950,2010/05/30
900,2010/05/31
800,2010/05/31
900,2010/05/31
750,2010/06/01
850,2010/06/01
950,2010/06/01
900,2010/06/02
850,2010/06/02
1100,2010/06/02
1250,2010/06/03
1100,2010/06/03
1100,2010/06/03
1150,2010/06/04
1050,2010/06/04
1100,2010/06/04
1250,2010/06/05
950,2010/06/05
1000,2010/06/05
1250,2010/06/06
1000,2010/06/06
1200,2010/06/06
1050,2010/06/07
1400,2010/06/08
1450,2010/06/08
1300,2010/06/08
1500,2010/06/09
1400,2010/06/09
1500,2010/06/09
1300,2010/06/10
1100,2010/06/10
1500,2010/06/10
1300,2010/06/11
1300,2010/06/11
1550,2010/06/11
1150,2010/06/12
1000,2010/06/12
1550,2010/06/13
950,2010/06/13
1300,2010/06/13
1500,2010/06/14
1200,2010/06/14
1400,2010/06/15
1100,2010/06/15
1200,2010/06/16
1000,2010/06/17
1500,2010/06/17
1400,2010/06/18
1000,2010/06/18
1500,2010/06/18
1170,2010/06/19
900,2010/06/19
900,2010/06/20
1100,2010/06/20
800,2010/06/20
1350,2010/06/20
1250,2010/06/21
900,2010/06/21
1150,2010/06/21
1200,2010/06/22
900,2010/06/22
1400,2010/06/22
1100,2010/06/23
1000,2010/06/23
1150,2010/06/23
1250,2010/06/24
1050,2010/06/24
1200,2010/06/24
1500,2010/06/25
950,2010/06/25
1350,2010/06/25
1300,2010/06/26
1150,2010/06/26
1550,2010/06/26
1750,2010/06/27
1450,2010/06/27
1450,2010/06/27
1902,2010/06/28
1500,2010/06/28
1850,2010/06/28
2000,2010/06/29
2250,2010/06/29
1750,2010/06/29
2200,2010/06/30
2000,2010/07/01
1900,2010/07/01
2250,2010/07/02
1950,2010/07/03
1950,2010/07/04
2000,2010/07/04
2000,2010/07/05
1750,2010/07/05
1600,2010/07/06
2000,2010/07/06
1450,2010/07/06
2350,2010/07/06
2250,2010/07/07
2250,2010/07/07
1400,2010/07/08
2250,2010/07/08
1800,2010/07/08
2250,2010/07/08
1800,2010/07/09
1950,2010/07/09
2000,2010/07/09
2400,2010/07/09
1600,2010/07/10
1500,2010/07/10
1500,2010/07/11
1750,2010/07/11
1450,2010/07/11
2000,2010/07/12
2200,2010/07/12
1800,2010/07/12
2750,2010/07/12
1850,2010/07/13
2000,2010/07/13
1750,2010/07/13
2400,2010/07/13
1900,2010/07/14
2100,2010/07/14
1500,2010/07/14
2650,2010/07/14
1500,2010/07/15
1900,2010/07/15
1900,2010/07/15
2400,2010/07/15
1700,2010/07/16
1650,2010/07/16
1400,2010/07/17
2300,2010/07/17
1600,2010/07/18
1750,2010/07/18
1100,2010/07/19
1900,2010/07/19
1050,2010/07/19
1400,2010/07/20
1500,2010/07/20
1500,2010/07/20
1300,2010/07/21
1750,2010/07/21
1750,2010/07/21
1500,2010/07/22
1500,2010/07/22
1300,2010/07/22
1150,2010/07/23
1300,2010/07/23
1250,2010/07/23
1800,2010/07/23
1600,2010/07/24
1350,2010/07/24
1200,2010/07/25
1200,2010/07/25
1750,2010/07/25
1100,2010/07/26
1250,2010/07/26
1300,2010/07/26
1450,2010/07/26
1300,2010/07/27
1350,2010/07/27
1300,2010/07/27
1150,2010/07/28
1300,2010/07/28
1150,2010/07/28
1850,2010/07/28
1250,2010/07/29
1000,2010/07/29
1000,2010/07/29
1500,2010/07/29
1100,2010/07/30
1150,2010/07/30
1100,2010/07/30
1400,2010/07/30
1000,2010/07/31
1100,2010/07/31
1100,2010/08/01
1000,2010/08/01
850,2010/08/01
1400,2010/08/01
600,2010/08/02
500,2010/08/02
800,2010/08/02
1150,2010/08/02
700,2010/08/03
650,2010/08/03
1250,2010/08/03
450,2010/08/04
600,2010/08/04
750,2010/08/04
500,2010/08/05
600,2010/08/05
670,2010/08/05
850,2010/08/05
500,2010/08/06
600,2010/08/06
450,2010/08/06
750,2010/08/06
850,2010/08/07
650,2010/08/07
900,2010/08/07
750,2010/08/08
900,2010/08/08
700,2010/08/08
900,2010/08/08
750,2010/08/09
1000,2010/08/09
850,2010/08/09
900,2010/08/09
900,2010/08/10
900,2010/08/10
900,2010/08/10
900,2010/08/11
900,2010/08/11
850,2010/08/11
1300,2010/08/11
800,2010/08/12
900,2010/08/12
1100,2010/08/12
1300,2010/08/12
800,2010/08/13
1500,2010/08/13
1000,2010/08/13
1450,2010/08/14
1300,2010/08/14
1450,2010/08/15
850,2010/08/16
1000,2010/08/16
1100,2010/08/16
1400,2010/08/16
1000,2010/08/17
1100,2010/08/17
850,2010/08/17
1100,2010/08/17
900,2010/08/18
1000,2010/08/18
850,2010/08/18
1300,2010/08/18
800,2010/08/19
550,2010/08/19
1250,2010/08/20
1000,2010/08/20
900,2010/08/21
900,2010/08/21
1000,2010/08/22
950,2010/08/22
1200,2010/08/22
1000,2010/08/23
1150,2010/08/23
1150,2010/08/23
1150,2010/08/24
850,2010/08/24
1000,2010/08/24
950,2010/08/25
1050,2010/08/25
1100,2010/08/25
1050,2010/08/26
950,2010/08/26
1000,2010/08/26
900,2010/08/27
1050,2010/08/27
950,2010/08/27
1100,2010/08/27
1350,2010/08/28
1100,2010/08/28
1200,2010/08/28
1050,2010/08/29
2050,2010/08/29
1000,2010/08/29
1000,2010/08/29
1600,2010/08/30
2150,2010/08/30
1400,2010/08/30
1150,2010/08/30
1700,2010/08/31
2250,2010/08/31
1450,2010/08/31
1700,2010/09/01
1600,2010/09/01
2000,2010/09/01
1600,2010/09/02
1500,2010/09/02
1250,2010/09/02
1800,2010/09/02
1650,2010/09/03
1400,2010/09/03
1650,2010/09/03
1050,2010/09/04
1150,2010/09/05
1500,2010/09/05
1100,2010/09/05
1150,2010/09/06
1250,2010/09/06
1000,2010/09/06
950,2010/09/07
1550,2010/09/07
1150,2010/09/07
1350,2010/09/07
1150,2010/09/08
900,2010/09/08
1400,2010/09/08
1400,2010/09/09
950,2010/09/09
1250,2010/09/09
1500,2010/09/10
1500,2010/09/10
1600,2010/09/11
1200,2010/09/12
1300,2010/09/12
1150,2010/09/12
1200,2010/09/13
1500,2010/09/13
1000,2010/09/13
1000,2010/09/14
1250,2010/09/14
1200,2010/09/14
1400,2010/09/14
1300,2010/09/15
1250,2010/09/15
1200,2010/09/15
1450,2010/09/15
1100,2010/09/16
1500,2010/09/16
1150,2010/09/16
1350,2010/09/16
900,2010/09/17
1050,2010/09/17
950,2010/09/17
1400,2010/09/17
1150,2010/09/18
450,2010/09/18
1450,2010/09/18
900,2010/09/19
1700,2010/09/19
800,2010/09/19
1000,2010/09/20
1000,2010/09/20
1000,2010/09/21
1500,2010/09/21
1000,2010/09/21
1350,2010/09/21
1300,2010/09/22
1150,2010/09/22
1200,2010/09/22
1250,2010/09/23
1150,2010/09/24
1050,2010/09/24
1400,2010/09/24
950,2010/09/25
1300,2010/09/25
1000,2010/09/26
1300,2010/09/26
1500,2010/09/26
1400,2010/09/26
1050,2010/09/27
1350,2010/09/27
850,2010/09/27
1000,2010/09/28
1100,2010/09/28
900,2010/09/28
1250,2010/09/28
950,2010/09/29
1350,2010/09/29
900,2010/09/30
400,2010/09/30
1400,2010/09/30
950,2010/10/01
1000,2010/10/01
800,2010/10/01
1450,2010/10/01
1350,2010/10/02
950,2010/10/02
1050,2010/10/03
1000,2010/10/03
1000,2010/10/04
750,2010/10/04
1400,2010/10/04
600,2010/10/06
600,2010/10/07
600,2010/10/07
850,2010/10/08
650,2010/10/08
900,2010/10/08
1000,2010/10/09
650,2010/10/09
900,2010/10/09
600,2010/10/10
750,2010/10/10
700,2010/10/10
850,2010/10/10
800,2010/10/11
600,2010/10/11
550,2010/10/12
750,2010/10/12
450,2010/10/12
800,2010/10/12
600,2010/10/13
550,2010/10/13
600,2010/10/13
800,2010/10/13
550,2010/10/14
650,2010/10/14
500,2010/10/14
850,2010/10/14
550,2010/10/15
600,2010/10/15
500,2010/10/15
450,2010/10/16
550,2010/10/17
800,2010/10/17
700,2010/10/17
750,2010/10/17
450,2010/10/18
600,2010/10/18
750,2010/10/18
550,2010/10/19
600,2010/10/19
550,2010/10/19
850,2010/10/19
600,2010/10/20
450,2010/10/20
700,2010/10/20
600,2010/10/21
550,2010/10/22
800,2010/10/22
700,2010/10/22
800,2010/10/22
1000,2010/10/23
850,2010/10/23
900,2010/10/23
600,2010/10/24
700,2010/10/24
550,2010/10/25
750,2010/10/25
650,2010/10/25
1000,2010/10/25
550,2010/10/26
700,2010/10/26
650,2010/10/26
600,2010/10/27
1000,2010/10/27
600,2010/10/28
1250,2010/10/28
750,2010/10/29
550,2010/10/29
750,2010/10/30
600,2010/10/30
550,2010/10/31
800,2010/10/31
550,2010/10/31
500,2010/11/01
650,2010/11/01
550,2010/11/01
550,2010/11/02
650,2010/11/02
650,2010/11/02
550,2010/11/03
650,2010/11/03
550,2010/11/03
550,2010/11/04
500,2010/11/04
500,2010/11/04
500,2010/11/05
600,2010/11/05
700,2010/11/06
600,2010/11/06
500,2010/11/07
600,2010/11/07
600,2010/11/07
650,2010/11/08
700,2010/11/08
500,2010/11/09
500,2010/11/09
550,2010/11/09
550,2010/11/10
450,2010/11/11
650,2010/11/11
500,2010/11/11
450,2010/11/12
550,2010/11/12
500,2010/11/12
800,2010/11/13
550,2010/11/13
450,2010/11/14
650,2010/11/14
550,2010/11/14
450,2010/11/15
500,2010/11/15
450,2010/11/15
500,2010/11/16
550,2010/11/16
450,2010/11/17
500,2010/11/17
500,2010/11/18
450,2010/11/18
400,2010/11/18
400,2010/11/19
500,2010/11/19
450,2010/11/20
450,2010/11/20
450,2010/11/21
450,2010/11/21
450,2010/11/22
500,2010/11/22
600,2010/11/22
350,2010/11/23
500,2010/11/23
450,2010/11/23
350,2010/11/24
500,2010/11/24
500,2010/11/24
450,2010/11/25
450,2010/11/25
500,2010/11/25
450,2010/11/26
600,2010/11/26
550,2010/11/26
700,2010/11/27
500,2010/11/27
450,2010/11/28
650,2010/11/28
800,2010/11/28
450,2010/11/29
550,2010/11/30
650,2010/11/30
550,2010/11/30
900,2010/11/30
450,2010/12/01
500,2010/12/01
500,2010/12/01
450,2010/12/02
650,2010/12/02
700,2010/12/02
450,2010/12/03
800,2010/12/03
750,2010/12/03
950,2010/12/03
800,2010/12/04
700,2010/12/04
950,2010/12/04
650,2010/12/05
800,2010/12/05
850,2010/12/05
1000,2010/12/05
900,2010/12/06
1000,2010/12/06
800,2010/12/06
900,2010/12/06
850,2010/12/07
950,2010/12/07
950,2010/12/07
1050,2010/12/08
1200,2010/12/08
1200,2010/12/08
1150,2010/12/08
1100,2010/12/09
1100,2010/12/09
1250,2010/12/09
1250,2010/12/10
1000,2010/12/10
1250,2010/12/10
1250,2010/12/10
1100,2010/12/11
1350,2010/12/11
1200,2010/12/12
1250,2010/12/12
1250,2010/12/12
1700,2010/12/12
1200,2010/12/13
1600,2010/12/13
1250,2010/12/13
1900,2010/12/13
1250,2010/12/14
1650,2010/12/14
1250,2010/12/14
1500,2010/12/15
1750,2010/12/15
1700,2010/12/15
1600,2010/12/16
2450,2010/12/16
1850,2010/12/16
2225,2010/12/16
2000,2010/12/17
1900,2010/12/17
2000,2010/12/17
2000,2010/12/18
2250,2010/12/19
2400,2010/12/19
2750,2010/12/20
3000,2010/12/20
2600,2010/12/20
2600,2010/12/20
2750,2010/12/21
2500,2010/12/21
2500,2010/12/21
2750,2010/12/21
3000,2010/12/22
2250,2010/12/22
2500,2010/12/22
2500,2010/12/23
2250,2010/12/23
2850,2010/12/23
2000,2010/12/24
2100,2010/12/24
3150,2010/12/24
2550,2010/12/26
2900,2010/12/26
2650,2010/12/27
2700,2010/12/27
3000,2010/12/27
3000,2010/12/27
2500,2010/12/28
2500,2010/12/28
2700,2010/12/28
2350,2010/12/29
2000,2010/12/29
3000,2010/12/29
2750,2010/12/30
1900,2010/12/30
1700,2010/12/30
2150,2010/12/31
1550,2010/12/31
1550,2010/12/31
1450,2011/01/01
1850,2011/01/01
1250,2011/01/02
1250,2011/01/02
1150,2011/01/03
1050,2011/01/03
1900,2011/01/03
1150,2011/01/04
1000,2011/01/04
950,2011/01/04
1050,2011/01/05
1200,2011/01/05
1000,2011/01/05
1750,2011/01/06
1150,2011/01/06
1050,2011/01/07
1100,2011/01/07
1500,2011/01/08
1350,2011/01/09
1550,2011/01/09
1650,2011/01/10
2100,2011/01/10
1650,2011/01/10
1650,2011/01/11
2400,2011/01/11
2050,2011/01/11
1750,2011/01/11
2000,2011/01/12
2200,2011/01/12
2100,2011/01/13
2400,2011/01/13
1800,2011/01/13
2250,2011/01/14
2750,2011/01/14
2500,2011/01/14
2100,2011/01/14
2250,2011/01/15
3150,2011/01/15
2400,2011/01/16
2250,2011/01/16
2750,2011/01/17
1700,2011/01/17
2750,2011/01/17
2350,2011/01/17
2750,2011/01/18
1650,2011/01/18
2250,2011/01/18
3100,2011/01/18
2000,2011/01/19
1650,2011/01/19
2500,2011/01/19
1750,2011/01/20
1400,2011/01/20
1750,2011/01/20
1500,2011/01/21
1350,2011/01/21
1250,2011/01/21
1850,2011/01/21
1800,2011/01/22
1250,2011/01/23
1200,2011/01/23
1200,2011/01/24
1250,2011/01/24
1200,2011/01/25
1200,2011/01/25
1150,2011/01/27
1300,2011/01/27
1200,2011/01/27
1100,2011/01/28
950,2011/01/28
1200,2011/01/28
900,2011/01/29
700,2011/01/31
700,2011/02/01
750,2011/02/01
900,2011/02/01
550,2011/02/02
600,2011/02/02
600,2011/02/02
1000,2011/02/02
600,2011/02/03
550,2011/02/03
600,2011/02/03
750,2011/02/03
700,2011/02/04
550,2011/02/04
700,2011/02/04
550,2011/02/05
550,2011/02/05
700,2011/02/05
500,2011/02/06
450,2011/02/07
550,2011/02/07
500,2011/02/07
1150,2011/02/07
450,2011/02/08
500,2011/02/08
550,2011/02/08
750,2011/02/08
500,2011/02/09
500,2011/02/09
550,2011/02/09
500,2011/02/10
450,2011/02/10
500,2011/02/10
400,2011/02/11
500,2011/02/11
900,2011/02/11
850,2011/02/13
350,2011/02/14
600,2011/02/14
500,2011/02/14
700,2011/02/14
400,2011/02/15
2250,2011/02/15
500,2011/02/15
900,2011/02/15
250,2011/02/16
400,2011/02/16
450,2011/02/16
800,2011/02/16
300,2011/02/17
250,2011/02/17
450,2011/02/17
900,2011/02/17
350,2011/02/18
350,2011/02/18
450,2011/02/18
775,2011/02/18
400,2011/02/19
550,2011/02/19
300,2011/02/20
350,2011/02/20
400,2011/02/20
350,2011/02/21
400,2011/02/21
450,2011/02/21
300,2011/02/22
400,2011/02/22
350,2011/02/22
300,2011/02/23
450,2011/02/23
400,2011/02/23
350,2011/02/24
350,2011/02/24
300,2011/02/24
300,2011/02/25
400,2011/02/27
350,2011/02/28
450,2011/02/28
350,2011/03/01
400,2011/03/01
750,2011/03/01
350,2011/03/03
200,2011/03/04
350,2011/03/05
300,2011/03/06
350,2011/03/06
350,2011/03/07
350,2011/03/07
350,2011/03/08
500,2011/03/09
450,2011/03/09
400,2011/03/10
600,2011/03/11
750,2011/03/11
600,2011/03/12
450,2011/03/12
600,2011/03/13
350,2011/03/14
550,2011/03/14
600,2011/03/14
600,2011/03/14
350,2011/03/15
600,2011/03/15
450,2011/03/15
600,2011/03/16
450,2011/03/16
350,2011/03/17
500,2011/03/17
350,2011/03/18
550,2011/03/18
250,2011/03/19
550,2011/03/20
600,2011/03/20
650,2011/03/21
650,2011/03/22
450,2011/03/23
650,2011/03/23
650,2011/03/23
550,2011/03/24
600,2011/03/24
350,2011/03/24
500,2011/03/25
650,2011/03/25
550,2011/03/25
500,2011/03/26
400,2011/03/28
850,2011/03/28
500,2011/03/28
700,2011/03/29
450,2011/03/29
550,2011/03/30
750,2011/03/30
550,2011/03/30
400,2011/03/31
800,2011/03/31
550,2011/03/31
400,2011/04/01
900,2011/04/01
550,2011/04/01
650,2011/04/02
450,2011/04/03
1000,2011/04/03
900,2011/04/03
850,2011/04/04
850,2011/04/05
900,2011/04/05
1050,2011/04/06
1100,2011/04/06
950,2011/04/06
450,2011/04/07
1150,2011/04/07
750,2011/04/07
500,2011/04/08
1150,2011/04/08
600,2011/04/08
1150,2011/04/09
650,2011/04/09
450,2011/04/10
900,2011/04/10
650,2011/04/10
1000,2011/04/10
550,2011/04/11
1000,2011/04/11
850,2011/04/11
700,2011/04/12
750,2011/04/12
650,2011/04/12
500,2011/04/13
700,2011/04/13
700,2011/04/13
850,2011/04/14
400,2011/04/14
500,2011/04/15
600,2011/04/15
600,2011/04/16
750,2011/04/17
500,2011/04/18
950,2011/04/18
650,2011/04/19
850,2011/04/19
500,2011/04/19
600,2011/04/20
500,2011/04/20
650,2011/04/21
550,2011/04/21
450,2011/04/22
550,2011/04/22
400,2011/04/22
500,2011/04/23
700,2011/04/24
450,2011/04/24
600,2011/04/25
550,2011/04/25
400,2011/04/26
600,2011/04/26
550,2011/04/26
400,2011/04/27
650,2011/04/27
450,2011/04/27
600,2011/04/28
350,2011/04/28
350,2011/04/29
650,2011/04/29
500,2011/04/29
1000,2011/04/30
600,2011/04/30
350,2011/05/02
700,2011/05/02
550,2011/05/02
350,2011/05/03
600,2011/05/03
500,2011/05/03
400,2011/05/04
600,2011/05/04
400,2011/05/05
550,2011/05/05
400,2011/05/06
550,2011/05/06
450,2011/05/06
500,2011/05/07
450,2011/05/07
500,2011/05/08
500,2011/05/08
400,2011/05/08
450,2011/05/09
500,2011/05/09
350,2011/05/09
400,2011/05/10
350,2011/05/10
400,2011/05/10
250,2011/05/11
400,2011/05/11
300,2011/05/11
200,2011/05/12
350,2011/05/12
350,2011/05/12
200,2011/05/13
300,2011/05/13
500,2011/05/14
300,2011/05/14
300,2011/05/15
400,2011/05/15
350,2011/05/16
400,2011/05/16
300,2011/05/16
250,2011/05/17
350,2011/05/17
350,2011/05/17
250,2011/05/18
400,2011/05/18
350,2011/05/18
250,2011/05/19
300,2011/05/19
350,2011/05/19
225,2011/05/20
270,2011/05/20
300,2011/05/21
280,2011/05/22
350,2011/05/22
270,2011/05/23
600,2011/05/23
300,2011/05/24
300,2011/05/24
300,2011/05/25
300,2011/05/25
300,2011/05/25
300,2011/05/26
300,2011/05/26
300,2011/05/26
300,2011/05/27
450,2011/05/29
250,2011/05/30
450,2011/05/30
400,2011/05/30
300,2011/05/31
400,2011/05/31
400,2011/05/31
250,2011/06/01
350,2011/06/01
300,2011/06/01
300,2011/06/02
300,2011/06/03
325,2011/06/04
500,2011/06/05
550,2011/06/05
500,2011/06/06
800,2011/06/06
400,2011/06/06
400,2011/06/07
650,2011/06/07
400,2011/06/07
400,2011/06/08
400,2011/06/09
400,2011/06/09
400,2011/06/09
400,2011/06/10
950,2011/06/10
750,2011/06/11
900,2011/06/12
1050,2011/06/12
750,2011/06/12
900,2011/06/13
1100,2011/06/13
750,2011/06/13
850,2011/06/14
750,2011/06/14
650,2011/06/15
650,2011/06/15
650,2011/06/16
550,2011/06/16
650,2011/06/16
600,2011/06/17
800,2011/06/17
550,2011/06/17
750,2011/06/18
600,2011/06/18
500,2011/06/19
650,2011/06/19
500,2011/06/19
500,2011/06/20
500,2011/06/20
500,2011/06/21
1000,2011/06/21
700,2011/06/21
750,2011/06/22
852,2011/06/22
650,2011/06/23
900,2011/06/23
750,2011/06/24
750,2011/06/24
825,2011/06/25
750,2011/06/26
850,2011/06/26
1250,2011/06/27
800,2011/06/28
900,2011/06/28
700,2011/06/29
