Modal Price cucumber,Date
450,2009/08/01
650,2009/08/01
750,2009/08/02
450,2009/08/02
700,2009/08/02
750,2009/08/03
350,2009/08/03
700,2009/08/03
800,2009/08/04
800,2009/08/04
650,2009/08/05
400,2009/08/05
650,2009/08/05
400,2009/08/06
600,2009/08/06
400,2009/08/07
600,2009/08/07
370,2009/08/08
400,2009/08/09
0,2009/08/10
0,2009/08/10
0,2009/08/10
0,2009/08/11
0,2009/08/11
0,2009/08/11
450,2009/08/12
375,2009/08/12
400,2009/08/13
550,2009/08/16
400,2009/08/16
450,2009/08/17
300,2009/08/17
550,2009/08/18
500,2009/08/18
270,2009/08/18
350,2009/08/19
375,2009/08/19
470,2009/08/19
450,2009/08/20
400,2009/08/20
300,2009/08/20
450,2009/08/21
200,2009/08/21
600,2009/08/22
300,2009/08/22
450,2009/08/23
1200,2009/08/23
350,2009/08/23
450,2009/08/23
450,2009/08/24
420,2009/08/24
500,2009/08/24
400,2009/08/25
450,2009/08/25
270,2009/08/25
350,2009/08/26
625,2009/08/26
375,2009/08/26
500,2009/08/26
650,2009/08/27
600,2009/08/27
550,2009/08/27
550,2009/08/28
300,2009/08/28
450,2009/08/28
300,2009/08/29
550,2009/08/29
400,2009/08/30
350,2009/08/30
450,2009/08/30
450,2009/08/31
600,2009/08/31
550,2009/08/31
350,2009/09/01
350,2009/09/01
325,2009/09/01
450,2009/09/01
350,2009/09/02
400,2009/09/02
400,2009/09/02
500,2009/09/02
400,2009/09/03
350,2009/09/03
450,2009/09/04
300,2009/09/05
450,2009/09/05
500,2009/09/06
450,2009/09/06
350,2009/09/06
400,2009/09/06
400,2009/09/07
400,2009/09/07
450,2009/09/07
500,2009/09/08
375,2009/09/08
350,2009/09/09
400,2009/09/09
350,2009/09/09
450,2009/09/09
350,2009/09/10
550,2009/09/10
450,2009/09/10
350,2009/09/11
400,2009/09/11
400,2009/09/11
500,2009/09/12
420,2009/09/12
400,2009/09/13
425,2009/09/13
450,2009/09/13
750,2009/09/13
600,2009/09/14
375,2009/09/14
350,2009/09/14
400,2009/09/14
400,2009/09/15
500,2009/09/15
350,2009/09/15
550,2009/09/15
350,2009/09/16
550,2009/09/16
500,2009/09/16
1000,2009/09/17
500,2009/09/17
400,2009/09/17
500,2009/09/17
400,2009/09/18
500,2009/09/18
350,2009/09/18
550,2009/09/18
550,2009/09/19
500,2009/09/19
450,2009/09/19
350,2009/09/20
550,2009/09/20
400,2009/09/20
350,2009/09/21
550,2009/09/21
350,2009/09/21
350,2009/09/22
500,2009/09/22
350,2009/09/22
550,2009/09/22
325,2009/09/23
350,2009/09/23
800,2009/09/28
250,2009/09/28
350,2009/09/29
475,2009/09/29
350,2009/09/29
550,2009/09/30
325,2009/09/30
350,2009/10/01
600,2009/10/01
350,2009/10/01
400,2009/10/02
550,2009/10/02
450,2009/10/03
650,2009/10/03
400,2009/10/04
550,2009/10/04
500,2009/10/05
750,2009/10/05
500,2009/10/05
700,2009/10/06
500,2009/10/06
700,2009/10/06
475,2009/10/07
600,2009/10/07
475,2009/10/08
650,2009/10/08
950,2009/10/12
750,2009/10/14
1050,2009/10/15
900,2009/10/15
750,2009/10/15
600,2009/10/17
1250,2009/10/17
850,2009/10/18
650,2009/10/18
1000,2009/10/19
1100,2009/10/19
600,2009/10/19
950,2009/10/20
1150,2009/10/20
1000,2009/10/20
1350,2009/10/20
850,2009/10/21
1100,2009/10/21
750,2009/10/21
1150,2009/10/22
450,2009/10/22
1200,2009/10/23
1150,2009/10/23
1100,2009/10/23
1150,2009/10/24
1050,2009/10/24
900,2009/10/25
1150,2009/10/25
700,2009/10/25
950,2009/10/26
1450,2009/10/26
850,2009/10/26
1550,2009/10/27
1000,2009/10/27
1400,2009/10/27
900,2009/10/28
1450,2009/10/28
500,2009/10/28
1250,2009/10/29
1050,2009/10/29
1150,2009/10/30
1500,2009/10/30
1300,2009/10/31
1000,2009/11/02
1250,2009/11/02
1000,2009/11/02
950,2009/11/03
1200,2009/11/03
950,2009/11/03
850,2009/11/04
1450,2009/11/04
900,2009/11/04
1500,2009/11/05
1250,2009/11/06
700,2009/11/06
1350,2009/11/07
1200,2009/11/07
1000,2009/11/08
1250,2009/11/08
900,2009/11/08
1350,2009/11/09
1300,2009/11/09
1000,2009/11/10
1600,2009/11/10
800,2009/11/13
1700,2009/11/13
750,2009/11/13
1800,2009/11/14
800,2009/11/14
900,2009/11/15
1850,2009/11/15
650,2009/11/15
2000,2009/11/16
600,2009/11/16
1550,2009/11/17
1200,2009/11/17
2000,2009/11/18
1100,2009/11/18
2350,2009/11/19
1350,2009/11/19
2250,2009/11/20
1750,2009/11/20
2150,2009/11/21
1750,2009/11/21
2150,2009/11/22
1950,2009/11/22
1750,2009/11/23
3100,2009/11/23
1750,2009/11/24
2250,2009/11/24
2150,2009/11/25
2100,2009/11/25
2000,2009/11/26
2500,2009/11/26
1750,2009/11/26
1850,2009/11/27
2500,2009/11/28
2100,2009/11/29
1500,2009/11/29
2100,2009/11/29
1600,2009/11/30
1850,2009/11/30
1700,2009/11/30
1400,2009/12/01
1150,2009/12/01
1500,2009/12/02
2250,2009/12/02
2500,2009/12/02
1850,2009/12/03
1150,2009/12/04
2100,2009/12/05
1850,2009/12/05
1500,2009/12/06
2500,2009/12/06
1500,2009/12/06
1600,2009/12/07
1750,2009/12/07
1300,2009/12/08
1500,2009/12/08
1400,2009/12/09
1800,2009/12/09
1050,2009/12/09
1750,2009/12/10
1800,2009/12/10
1500,2009/12/11
2000,2009/12/11
600,2009/12/11
2550,2009/12/12
1250,2009/12/12
1600,2009/12/13
1850,2009/12/13
1150,2009/12/14
2900,2009/12/14
1100,2009/12/14
1700,2009/12/15
1200,2009/12/16
1750,2009/12/16
1000,2009/12/16
1000,2009/12/17
1350,2009/12/17
1250,2009/12/17
1200,2009/12/18
1350,2009/12/18
1050,2009/12/18
1500,2009/12/19
1200,2009/12/19
1100,2009/12/20
2150,2009/12/20
1300,2009/12/20
1050,2009/12/21
1900,2009/12/21
1050,2009/12/22
2000,2009/12/22
1000,2009/12/23
1850,2009/12/23
1000,2009/12/24
1800,2009/12/24
1000,2009/12/25
1150,2009/12/25
2250,2009/12/26
1400,2009/12/27
1500,2009/12/28
900,2009/12/28
1500,2009/12/29
2100,2009/12/29
800,2009/12/29
1750,2009/12/30
1600,2009/12/31
2500,2009/12/31
950,2009/12/31
1600,2010/01/01
1000,2010/01/03
1800,2010/01/04
600,2010/01/04
2100,2010/01/05
1650,2010/01/06
1700,2010/01/08
2600,2010/01/09
850,2010/01/10
2500,2010/01/10
1800,2010/01/10
600,2010/01/11
2200,2010/01/11
1800,2010/01/12
1750,2010/01/12
2000,2010/01/13
800,2010/01/13
1500,2010/01/14
1800,2010/01/14
1400,2010/01/15
2000,2010/01/15
700,2010/01/15
2000,2010/01/16
1000,2010/01/16
1800,2010/01/16
850,2010/01/17
1500,2010/01/17
1500,2010/01/18
900,2010/01/18
1600,2010/01/18
1700,2010/01/19
800,2010/01/19
1600,2010/01/20
1100,2010/01/20
1800,2010/01/21
1250,2010/01/21
900,2010/01/22
1300,2010/01/22
1500,2010/01/22
1800,2010/01/23
1300,2010/01/23
1000,2010/01/24
1200,2010/01/24
1250,2010/01/24
1000,2010/01/25
2000,2010/01/26
1200,2010/01/26
750,2010/01/27
1300,2010/01/27
1000,2010/01/27
800,2010/01/28
1200,2010/01/28
950,2010/01/29
1550,2010/01/29
1200,2010/01/29
750,2010/01/30
1500,2010/01/30
800,2010/01/31
1250,2010/01/31
1000,2010/01/31
1500,2010/01/31
800,2010/02/01
1200,2010/02/01
1300,2010/02/01
1000,2010/02/01
800,2010/02/02
900,2010/02/02
1100,2010/02/02
700,2010/02/03
1050,2010/02/03
1250,2010/02/03
750,2010/02/04
900,2010/02/04
1000,2010/02/04
650,2010/02/05
1050,2010/02/05
1050,2010/02/06
750,2010/02/06
800,2010/02/06
800,2010/02/07
800,2010/02/08
700,2010/02/08
850,2010/02/09
1000,2010/02/09
700,2010/02/10
1050,2010/02/10
700,2010/02/11
750,2010/02/11
900,2010/02/11
750,2010/02/12
800,2010/02/12
800,2010/02/12
900,2010/02/13
600,2010/02/13
1050,2010/02/13
600,2010/02/14
900,2010/02/14
600,2010/02/15
750,2010/02/15
900,2010/02/15
500,2010/02/16
750,2010/02/16
650,2010/02/16
900,2010/02/16
500,2010/02/17
525,2010/02/17
500,2010/02/17
900,2010/02/17
550,2010/02/18
800,2010/02/18
500,2010/02/19
800,2010/02/19
500,2010/02/20
1100,2010/02/20
720,2010/02/20
850,2010/02/21
850,2010/02/21
800,2010/02/22
650,2010/02/23
1150,2010/02/23
800,2010/02/23
950,2010/02/23
1050,2010/02/24
600,2010/02/24
1500,2010/02/24
1000,2010/02/25
700,2010/02/25
800,2010/02/25
750,2010/02/26
850,2010/02/27
800,2010/02/27
800,2010/02/27
600,2010/02/28
900,2010/02/28
650,2010/02/28
800,2010/02/28
550,2010/03/01
650,2010/03/01
400,2010/03/01
900,2010/03/01
700,2010/03/02
520,2010/03/02
750,2010/03/02
550,2010/03/03
650,2010/03/03
550,2010/03/03
750,2010/03/03
550,2010/03/04
600,2010/03/04
550,2010/03/04
550,2010/03/05
600,2010/03/05
650,2010/03/05
750,2010/03/06
550,2010/03/06
750,2010/03/06
600,2010/03/07
470,2010/03/07
850,2010/03/07
850,2010/03/08
850,2010/03/08
500,2010/03/08
1100,2010/03/08
700,2010/03/09
450,2010/03/09
850,2010/03/09
700,2010/03/10
500,2010/03/10
750,2010/03/10
700,2010/03/11
600,2010/03/11
550,2010/03/12
450,2010/03/12
1400,2010/03/12
500,2010/03/13
500,2010/03/13
750,2010/03/13
550,2010/03/14
550,2010/03/14
400,2010/03/14
600,2010/03/14
650,2010/03/15
500,2010/03/15
550,2010/03/15
470,2010/03/16
800,2010/03/16
400,2010/03/16
750,2010/03/16
500,2010/03/17
750,2010/03/17
400,2010/03/17
650,2010/03/17
550,2010/03/18
750,2010/03/18
550,2010/03/19
850,2010/03/19
650,2010/03/19
700,2010/03/19
700,2010/03/20
600,2010/03/20
650,2010/03/20
600,2010/03/21
850,2010/03/21
670,2010/03/21
600,2010/03/22
700,2010/03/22
650,2010/03/22
700,2010/03/22
600,2010/03/23
700,2010/03/23
700,2010/03/23
800,2010/03/23
500,2010/03/24
850,2010/03/24
550,2010/03/24
750,2010/03/24
700,2010/03/25
750,2010/03/25
450,2010/03/25
700,2010/03/26
800,2010/03/26
600,2010/03/26
750,2010/03/26
800,2010/03/27
750,2010/03/27
600,2010/03/28
800,2010/03/28
600,2010/03/28
730,2010/03/28
600,2010/03/29
1000,2010/03/29
800,2010/03/29
750,2010/03/29
600,2010/03/30
800,2010/03/30
850,2010/03/30
700,2010/03/31
650,2010/03/31
700,2010/03/31
700,2010/04/01
800,2010/04/01
800,2010/04/01
550,2010/04/02
1000,2010/04/02
800,2010/04/02
850,2010/04/02
450,2010/04/03
750,2010/04/03
550,2010/04/04
1000,2010/04/04
800,2010/04/04
750,2010/04/04
600,2010/04/05
900,2010/04/05
500,2010/04/05
850,2010/04/05
600,2010/04/06
1050,2010/04/06
550,2010/04/06
750,2010/04/06
650,2010/04/07
800,2010/04/07
520,2010/04/07
750,2010/04/07
850,2010/04/08
900,2010/04/08
650,2010/04/08
850,2010/04/08
500,2010/04/09
700,2010/04/09
800,2010/04/09
800,2010/04/09
850,2010/04/10
625,2010/04/10
750,2010/04/10
600,2010/04/11
1000,2010/04/11
300,2010/04/11
750,2010/04/11
600,2010/04/12
900,2010/04/12
550,2010/04/12
750,2010/04/12
600,2010/04/13
1050,2010/04/13
950,2010/04/13
800,2010/04/13
600,2010/04/14
550,2010/04/14
600,2010/04/15
1200,2010/04/15
750,2010/04/15
1000,2010/04/16
850,2010/04/16
800,2010/04/16
1300,2010/04/17
800,2010/04/17
800,2010/04/17
650,2010/04/18
1000,2010/04/18
900,2010/04/18
1250,2010/04/19
800,2010/04/19
800,2010/04/20
1100,2010/04/20
900,2010/04/20
850,2010/04/20
1400,2010/04/21
750,2010/04/21
850,2010/04/21
1100,2010/04/22
700,2010/04/22
800,2010/04/22
1200,2010/04/23
800,2010/04/23
850,2010/04/23
1000,2010/04/24
650,2010/04/24
900,2010/04/24
500,2010/04/25
1050,2010/04/25
850,2010/04/25
800,2010/04/25
1150,2010/04/26
900,2010/04/26
900,2010/04/26
700,2010/04/27
800,2010/04/27
1400,2010/04/28
750,2010/04/28
1200,2010/04/29
900,2010/04/29
1200,2010/04/30
750,2010/04/30
750,2010/04/30
900,2010/05/01
750,2010/05/02
1250,2010/05/02
550,2010/05/02
1300,2010/05/03
1000,2010/05/03
950,2010/05/03
1050,2010/05/04
850,2010/05/04
900,2010/05/04
900,2010/05/05
1050,2010/05/05
650,2010/05/05
850,2010/05/05
700,2010/05/06
1400,2010/05/06
450,2010/05/06
900,2010/05/06
800,2010/05/07
700,2010/05/07
900,2010/05/07
1300,2010/05/08
650,2010/05/08
1350,2010/05/09
750,2010/05/09
800,2010/05/10
650,2010/05/10
950,2010/05/10
800,2010/05/11
650,2010/05/11
950,2010/05/11
550,2010/05/12
1600,2010/05/12
650,2010/05/12
900,2010/05/12
850,2010/05/13
1500,2010/05/13
550,2010/05/13
900,2010/05/13
800,2010/05/14
1150,2010/05/14
700,2010/05/14
950,2010/05/14
1700,2010/05/15
650,2010/05/15
1000,2010/05/15
700,2010/05/16
1500,2010/05/16
900,2010/05/16
900,2010/05/16
700,2010/05/17
1450,2010/05/17
950,2010/05/17
800,2010/05/18
550,2010/05/18
950,2010/05/18
400,2010/05/19
1500,2010/05/19
600,2010/05/19
1050,2010/05/19
800,2010/05/20
1500,2010/05/20
650,2010/05/20
800,2010/05/21
700,2010/05/21
950,2010/05/21
1800,2010/05/22
650,2010/05/22
950,2010/05/22
800,2010/05/23
1500,2010/05/23
600,2010/05/23
1000,2010/05/23
1450,2010/05/24
1150,2010/05/24
1000,2010/05/24
1400,2010/05/25
600,2010/05/25
900,2010/05/25
1500,2010/05/26
650,2010/05/26
950,2010/05/26
800,2010/05/27
1750,2010/05/27
750,2010/05/27
850,2010/05/27
1700,2010/05/28
700,2010/05/28
950,2010/05/28
550,2010/05/29
850,2010/05/29
1550,2010/05/30
1500,2010/05/31
750,2010/05/31
950,2010/05/31
2400,2010/06/01
550,2010/06/01
950,2010/06/01
1650,2010/06/02
700,2010/06/02
950,2010/06/02
1600,2010/06/03
950,2010/06/03
1000,2010/06/03
1600,2010/06/04
950,2010/06/04
2500,2010/06/05
1100,2010/06/05
1050,2010/06/05
1800,2010/06/06
1150,2010/06/06
1250,2010/06/06
1250,2010/06/07
1750,2010/06/08
1250,2010/06/08
1250,2010/06/08
1900,2010/06/09
850,2010/06/09
1100,2010/06/09
2100,2010/06/10
1050,2010/06/10
1350,2010/06/10
1500,2010/06/11
900,2010/06/11
1300,2010/06/12
1200,2010/06/12
1250,2010/06/13
800,2010/06/13
1350,2010/06/13
1200,2010/06/14
1300,2010/06/14
850,2010/06/15
1200,2010/06/15
1100,2010/06/16
1100,2010/06/17
1350,2010/06/17
1150,2010/06/18
1150,2010/06/18
1350,2010/06/18
750,2010/06/19
1450,2010/06/19
1200,2010/06/20
1650,2010/06/20
800,2010/06/20
1400,2010/06/20
1150,2010/06/21
650,2010/06/21
1200,2010/06/22
750,2010/06/22
1350,2010/06/22
1350,2010/06/23
1250,2010/06/23
1450,2010/06/23
1100,2010/06/24
1000,2010/06/24
1300,2010/06/24
1000,2010/06/25
900,2010/06/25
1900,2010/06/25
1000,2010/06/26
750,2010/06/26
1300,2010/06/26
1100,2010/06/27
750,2010/06/27
2400,2010/06/27
1500,2010/06/28
950,2010/06/28
1200,2010/06/28
1200,2010/06/29
650,2010/06/29
1000,2010/06/30
600,2010/07/01
900,2010/07/02
950,2010/07/03
950,2010/07/04
1000,2010/07/04
1000,2010/07/05
750,2010/07/05
700,2010/07/06
1000,2010/07/06
600,2010/07/06
1000,2010/07/06
900,2010/07/07
1150,2010/07/08
500,2010/07/08
950,2010/07/08
800,2010/07/09
1100,2010/07/09
700,2010/07/09
1000,2010/07/09
950,2010/07/10
1050,2010/07/10
750,2010/07/11
1100,2010/07/11
750,2010/07/11
850,2010/07/12
1000,2010/07/12
900,2010/07/12
750,2010/07/13
1150,2010/07/13
750,2010/07/13
850,2010/07/14
1200,2010/07/14
950,2010/07/14
1000,2010/07/15
1150,2010/07/15
850,2010/07/15
800,2010/07/16
650,2010/07/16
650,2010/07/17
1800,2010/07/17
850,2010/07/18
900,2010/07/18
850,2010/07/19
1150,2010/07/19
900,2010/07/19
950,2010/07/20
1200,2010/07/20
600,2010/07/20
700,2010/07/21
1050,2010/07/21
900,2010/07/21
900,2010/07/22
700,2010/07/22
950,2010/07/22
850,2010/07/23
550,2010/07/23
650,2010/07/23
1200,2010/07/23
700,2010/07/24
700,2010/07/24
750,2010/07/25
800,2010/07/25
1100,2010/07/25
650,2010/07/26
650,2010/07/26
550,2010/07/26
800,2010/07/27
800,2010/07/27
1100,2010/07/27
700,2010/07/28
850,2010/07/28
650,2010/07/28
1000,2010/07/28
800,2010/07/29
700,2010/07/29
600,2010/07/29
1000,2010/07/29
500,2010/07/30
900,2010/07/30
400,2010/07/30
1050,2010/07/30
950,2010/07/31
1200,2010/07/31
500,2010/08/01
850,2010/08/01
500,2010/08/01
900,2010/08/01
650,2010/08/02
750,2010/08/02
600,2010/08/02
800,2010/08/03
400,2010/08/03
1000,2010/08/03
650,2010/08/04
750,2010/08/04
500,2010/08/04
600,2010/08/05
850,2010/08/05
450,2010/08/05
950,2010/08/05
700,2010/08/06
750,2010/08/06
500,2010/08/06
950,2010/08/06
900,2010/08/07
600,2010/08/07
900,2010/08/07
750,2010/08/08
800,2010/08/08
650,2010/08/08
950,2010/08/08
800,2010/08/09
700,2010/08/09
450,2010/08/09
1000,2010/08/09
750,2010/08/10
750,2010/08/10
650,2010/08/10
750,2010/08/11
750,2010/08/11
700,2010/08/11
1000,2010/08/11
800,2010/08/12
700,2010/08/12
500,2010/08/12
750,2010/08/12
700,2010/08/13
650,2010/08/13
650,2010/08/13
650,2010/08/14
550,2010/08/14
850,2010/08/15
600,2010/08/16
600,2010/08/16
650,2010/08/16
850,2010/08/16
600,2010/08/17
400,2010/08/17
700,2010/08/17
550,2010/08/18
600,2010/08/18
550,2010/08/18
700,2010/08/18
550,2010/08/19
450,2010/08/19
450,2010/08/20
750,2010/08/20
500,2010/08/21
350,2010/08/21
650,2010/08/22
400,2010/08/22
600,2010/08/22
650,2010/08/23
450,2010/08/23
500,2010/08/23
700,2010/08/23
600,2010/08/24
500,2010/08/24
450,2010/08/24
650,2010/08/24
700,2010/08/25
600,2010/08/25
650,2010/08/25
550,2010/08/26
500,2010/08/26
650,2010/08/26
550,2010/08/27
500,2010/08/27
400,2010/08/27
600,2010/08/27
500,2010/08/28
550,2010/08/28
550,2010/08/28
650,2010/08/29
500,2010/08/29
550,2010/08/29
550,2010/08/30
550,2010/08/30
400,2010/08/30
500,2010/08/31
500,2010/08/31
400,2010/08/31
550,2010/09/01
600,2010/09/01
400,2010/09/01
550,2010/09/02
700,2010/09/02
400,2010/09/02
650,2010/09/02
650,2010/09/03
400,2010/09/03
850,2010/09/03
500,2010/09/04
550,2010/09/05
700,2010/09/05
450,2010/09/05
550,2010/09/06
600,2010/09/06
650,2010/09/06
650,2010/09/07
650,2010/09/07
650,2010/09/07
800,2010/09/07
550,2010/09/08
550,2010/09/08
650,2010/09/08
450,2010/09/09
550,2010/09/09
750,2010/09/09
600,2010/09/10
550,2010/09/10
700,2010/09/10
600,2010/09/11
650,2010/09/12
700,2010/09/12
550,2010/09/12
650,2010/09/13
750,2010/09/13
500,2010/09/13
900,2010/09/13
700,2010/09/14
650,2010/09/14
1000,2010/09/14
800,2010/09/15
700,2010/09/15
650,2010/09/15
1100,2010/09/15
2050,2010/09/16
600,2010/09/16
500,2010/09/16
1200,2010/09/16
650,2010/09/17
500,2010/09/17
650,2010/09/17
1100,2010/09/17
750,2010/09/18
500,2010/09/18
750,2010/09/18
700,2010/09/19
650,2010/09/19
450,2010/09/19
550,2010/09/20
650,2010/09/21
600,2010/09/21
400,2010/09/21
1100,2010/09/21
450,2010/09/22
550,2010/09/22
1000,2010/09/22
900,2010/09/23
400,2010/09/24
450,2010/09/24
900,2010/09/24
950,2010/09/25
800,2010/09/25
550,2010/09/26
800,2010/09/26
600,2010/09/26
1000,2010/09/26
900,2010/09/27
600,2010/09/27
700,2010/09/28
700,2010/09/28
500,2010/09/28
700,2010/09/28
850,2010/09/29
800,2010/09/30
600,2010/09/30
900,2010/09/30
550,2010/10/01
800,2010/10/01
550,2010/10/01
850,2010/10/01
600,2010/10/02
650,2010/10/02
600,2010/10/03
1600,2010/10/03
700,2010/10/04
650,2010/10/04
900,2010/10/04
550,2010/10/06
550,2010/10/07
750,2010/10/07
700,2010/10/08
650,2010/10/08
1250,2010/10/08
1300,2010/10/09
650,2010/10/09
1000,2010/10/09
600,2010/10/10
950,2010/10/10
900,2010/10/10
1000,2010/10/11
550,2010/10/11
950,2010/10/11
650,2010/10/12
900,2010/10/12
550,2010/10/12
1000,2010/10/12
600,2010/10/13
750,2010/10/13
650,2010/10/13
950,2010/10/13
450,2010/10/14
650,2010/10/14
800,2010/10/14
950,2010/10/14
450,2010/10/15
650,2010/10/15
550,2010/10/15
650,2010/10/16
550,2010/10/17
700,2010/10/17
600,2010/10/17
900,2010/10/17
700,2010/10/18
600,2010/10/18
750,2010/10/18
550,2010/10/19
650,2010/10/19
550,2010/10/19
900,2010/10/19
600,2010/10/20
550,2010/10/20
900,2010/10/20
600,2010/10/21
550,2010/10/22
950,2010/10/22
650,2010/10/22
900,2010/10/22
1050,2010/10/23
550,2010/10/23
850,2010/10/23
400,2010/10/24
600,2010/10/24
600,2010/10/25
1050,2010/10/25
650,2010/10/25
850,2010/10/25
700,2010/10/26
850,2010/10/26
500,2010/10/26
1150,2010/10/27
850,2010/10/27
1000,2010/10/28
950,2010/10/28
900,2010/10/29
650,2010/10/29
900,2010/10/30
700,2010/10/30
650,2010/10/31
850,2010/10/31
750,2010/10/31
700,2010/11/01
900,2010/11/01
750,2010/11/01
700,2010/11/02
600,2010/11/02
700,2010/11/02
700,2010/11/03
700,2010/11/03
750,2010/11/03
700,2010/11/04
500,2010/11/04
650,2010/11/04
500,2010/11/05
600,2010/11/05
500,2010/11/06
400,2010/11/06
550,2010/11/07
600,2010/11/07
500,2010/11/08
650,2010/11/08
500,2010/11/09
450,2010/11/09
450,2010/11/09
750,2010/11/10
350,2010/11/11
600,2010/11/11
550,2010/11/11
600,2010/11/12
700,2010/11/12
450,2010/11/12
600,2010/11/13
650,2010/11/14
750,2010/11/14
500,2010/11/14
650,2010/11/15
650,2010/11/15
550,2010/11/15
500,2010/11/16
1600,2010/11/16
450,2010/11/17
700,2010/11/17
500,2010/11/18
850,2010/11/18
500,2010/11/19
650,2010/11/19
400,2010/11/19
900,2010/11/20
750,2010/11/20
500,2010/11/21
900,2010/11/21
750,2010/11/22
550,2010/11/23
650,2010/11/23
550,2010/11/23
450,2010/11/24
750,2010/11/24
700,2010/11/24
500,2010/11/25
950,2010/11/25
500,2010/11/25
500,2010/11/26
850,2010/11/26
750,2010/11/26
850,2010/11/27
650,2010/11/27
550,2010/11/28
1000,2010/11/28
750,2010/11/28
550,2010/11/29
500,2010/11/30
1300,2010/11/30
650,2010/11/30
750,2010/11/30
600,2010/12/01
1150,2010/12/01
700,2010/12/01
550,2010/12/02
1350,2010/12/02
800,2010/12/02
550,2010/12/03
1100,2010/12/03
900,2010/12/03
1050,2010/12/03
2700,2010/12/04
800,2010/12/04
1100,2010/12/04
600,2010/12/05
950,2010/12/05
750,2010/12/05
600,2010/12/06
1000,2010/12/06
750,2010/12/06
1300,2010/12/06
650,2010/12/07
1200,2010/12/07
700,2010/12/08
1300,2010/12/08
1000,2010/12/08
1100,2010/12/08
1250,2010/12/09
750,2010/12/09
1150,2010/12/09
700,2010/12/10
950,2010/12/10
800,2010/12/10
1100,2010/12/10
1100,2010/12/11
700,2010/12/12
1100,2010/12/12
600,2010/12/12
1250,2010/12/12
700,2010/12/13
1400,2010/12/13
1100,2010/12/13
1100,2010/12/13
800,2010/12/14
1600,2010/12/14
1550,2010/12/14
700,2010/12/15
1450,2010/12/15
1200,2010/12/15
700,2010/12/16
1250,2010/12/16
1400,2010/12/16
1300,2010/12/16
850,2010/12/17
1500,2010/12/17
1000,2010/12/17
950,2010/12/19
1500,2010/12/19
1200,2010/12/20
1300,2010/12/20
1200,2010/12/21
1900,2010/12/21
1150,2010/12/21
1500,2010/12/22
1200,2010/12/22
1500,2010/12/23
1300,2010/12/23
1350,2010/12/23
1300,2010/12/24
1400,2010/12/24
1400,2010/12/26
1900,2010/12/26
1400,2010/12/27
2250,2010/12/27
2000,2010/12/27
1400,2010/12/28
1800,2010/12/28
1150,2010/12/29
1500,2010/12/29
1800,2010/12/29
1150,2010/12/30
1400,2010/12/30
1150,2010/12/31
1650,2010/12/31
1100,2010/12/31
1150,2011/01/01
1500,2011/01/02
1000,2011/01/02
1100,2011/01/03
2100,2011/01/03
1500,2011/01/03
1300,2011/01/04
1000,2011/01/04
1000,2011/01/05
1400,2011/01/05
1000,2011/01/05
1500,2011/01/06
1050,2011/01/07
1000,2011/01/07
2000,2011/01/08
1100,2011/01/09
2250,2011/01/10
2600,2011/01/10
2250,2011/01/11
2500,2011/01/11
1200,2011/01/11
2250,2011/01/12
2750,2011/01/12
2250,2011/01/13
2650,2011/01/13
2250,2011/01/14
2200,2011/01/14
2300,2011/01/15
1200,2011/01/15
550,2011/01/16
1500,2011/01/16
2900,2011/01/17
2850,2011/01/17
1000,2011/01/17
2050,2011/01/18
2300,2011/01/18
1350,2011/01/18
1750,2011/01/19
2400,2011/01/19
1750,2011/01/20
3000,2011/01/20
2250,2011/01/21
2300,2011/01/21
750,2011/01/21
1100,2011/01/21
3000,2011/01/22
2500,2011/01/23
1200,2011/01/23
3000,2011/01/24
3000,2011/01/25
2900,2011/01/25
2500,2011/01/27
3100,2011/01/27
2750,2011/01/28
2850,2011/01/28
3000,2011/01/31
3000,2011/02/01
2000,2011/02/01
3000,2011/02/02
2750,2011/02/02
2750,2011/02/03
3650,2011/02/03
2500,2011/02/04
3250,2011/02/05
400,2011/02/06
3250,2011/02/07
2850,2011/02/07
2500,2011/02/08
3400,2011/02/08
2250,2011/02/09
2200,2011/02/09
2500,2011/02/10
2400,2011/02/10
2500,2011/02/11
2000,2011/02/14
2250,2011/02/14
400,2011/02/15
2300,2011/02/15
2250,2011/02/16
2250,2011/02/16
2500,2011/02/17
3500,2011/02/17
2500,2011/02/18
3500,2011/02/18
3500,2011/02/19
2500,2011/02/20
3500,2011/02/20
2300,2011/02/21
3000,2011/02/21
2400,2011/02/22
2500,2011/02/22
2500,2011/02/22
2250,2011/02/23
1800,2011/02/23
2250,2011/02/24
2250,2011/02/24
1700,2011/02/25
1600,2011/02/28
800,2011/02/28
1750,2011/03/01
700,2011/03/01
1300,2011/03/03
1000,2011/03/03
800,2011/03/05
1350,2011/03/06
950,2011/03/06
1150,2011/03/07
1000,2011/03/07
1500,2011/03/09
1150,2011/03/09
1800,2011/03/10
1500,2011/03/11
1600,2011/03/12
1100,2011/03/12
850,2011/03/13
2300,2011/03/13
1100,2011/03/14
1750,2011/03/14
1000,2011/03/15
1250,2011/03/15
1050,2011/03/15
1400,2011/03/16
1150,2011/03/17
1600,2011/03/17
1000,2011/03/18
550,2011/03/18
950,2011/03/19
1150,2011/03/20
1000,2011/03/20
1000,2011/03/21
1150,2011/03/22
1100,2011/03/23
950,2011/03/23
700,2011/03/23
750,2011/03/24
1150,2011/03/24
