Date,MAX,MIN,R.F,EVP,DR,SSH,RH,VP
2007-05-10,36.8,23.7,0,9.7,0,10.9,49.5,207.5
2007-05-11,36.2,23.9,0,10.2,0,11,49.5,218.5
2007-05-12,36.9,22.6,0,9.6,0,11.1,40,172.5
2007-05-13,36.8,22.8,0,10.6,0,11.2,52.5,212.5
2007-05-14,35.6,23.5,0,9.6,0,11.5,51,207.5
2007-05-15,35.7,22.4,0,9.2,0,11.7,42.5,168.5
2007-05-16,34.4,21.1,0,9.8,0,11.5,46.5,189.5
2007-05-17,36.3,23.5,0,8.5,0,11.1,47.5,204.5
2007-05-18,37.6,24.3,0,9.1,0,7.5,60.5,229.5
2007-05-19,35.6,22.7,0.6,5.6,0,11.6,53.5,224.5
2007-05-20,36.2,22.6,0,9.6,0,11.7,53,217
2007-05-21,35.7,23.1,0,9.8,0,12,53.5,218
2007-05-22,35.1,24.2,0,10.1,0,10.3,58,232
2007-05-23,35.5,24.7,0,9.3,0,6.3,66,240.5
2007-05-24,35.2,23.6,0.6,5.4,0,10.2,52,219
2007-05-25,36.9,23.5,0,9.3,0,10.7,49.5,205.5
2007-05-26,36,23.4,0,9.2,0,11.3,48,201
2007-05-27,36.9,23.8,0,9.5,0,9.7,54.5,213.5
2007-05-28,35.2,21.9,0,8.8,0,6.7,71.5,236.5
2007-05-29,34,23.6,0,7.3,0,5.4,64.5,231.5
2007-05-30,32.3,24.2,0,5.3,0,10,54,226.5
2007-05-31,28.2,24,0.2,6.2,0,7.2,55.5,237.5
2007-06-01,38.6,24.7,0.4,8,0,6.4,64,238
2007-06-02,37.5,23.4,0.4,5.8,0,6.6,68,242
2007-06-03,36.5,22.8,0.5,3.7,0,7.1,71.5,248
2007-06-04,37.2,23.6,0,5.8,0,9.9,66.5,267.5
2007-06-05,36.1,24.5,0.4,7.1,0,11.3,55,242
2007-06-06,36.9,25.2,0.7,8.4,0,8.4,61.5,262.5
2007-06-07,35.8,25.8,0,7.2,0,7.8,61.5,245.5
2007-06-08,36.6,25.4,0.6,6.6,0,7.8,73,261
2007-06-09,36,24.9,0.3,5.4,0,5.8,68,273
2007-06-10,33.4,25.1,0,7.2,0,7.9,67.5,271
2007-06-11,33.2,24.7,0,7.3,0,1,63.5,268.5
2007-06-12,35,25.2,0,7.4,0,7.8,64.5,253
2007-06-13,35.5,25.3,0,6.8,0,5.4,71.5,279.5
2007-06-14,34.9,24.6,1.4,4.7,0,1.6,76,266
2007-06-15,33,23.8,0.5,0.5,0,8.3,63.5,255
2007-06-16,34.5,23.5,0.4,6.4,0,8.2,63.5,250
2007-06-17,34.4,25,0,6.6,0,5,76,261.5
2007-06-18,31.6,23.3,5.1,2.6,1,4,81.5,272.5
2007-06-19,31,22.3,0,5.6,0,6.5,68.5,259
2007-06-20,32.7,23.4,0.7,4.7,0,1.8,81,271.5
2007-06-21,33.1,22.7,5.5,4.9,5,7,90,271
2007-06-22,33.9,23.2,11.9,4.4,1,1.1,94,301
2007-06-23,31.7,23.1,97.4,6,0,1,93.5,285
2007-06-24,29.4,22.3,38.6,4,9,0,84,259
2007-06-25,26.9,23,22.6,3.3,4,3.5,87,274.5
2007-06-26,28.6,22.6,5.9,3.2,1,6.6,86.5,276.5
2007-06-27,28.9,22.8,7.2,3.9,1,3,88,268.5
2007-06-28,28,22.7,3.6,3.6,1,1,90.5,263.5
2007-06-29,28,22.6,26.4,1.7,7,0.2,88,269
2007-06-30,27.4,22.4,1.7,1.8,1,0,93,274.5
2007-07-01,25.1,23.1,38,2.9,12,0,95.5,274
2007-07-02,26.3,22.8,68.1,3.7,21,0,83.5,253
2007-07-03,27,22.7,95.2,3.7,2,2.4,82.5,260.5
2007-07-04,28.2,23.2,8.7,2.7,3,6.3,83,271.5
2007-07-05,28.3,22.6,5.9,4.1,4,0.2,83.5,259.5
2007-07-06,27.1,22.9,8.9,3,0,3.6,83,257.5
2007-07-07,28.3,23.3,0.8,4.3,2,0,82.5,254.5
2007-07-08,26.7,23,2.4,1.7,1,0,84,257
2007-07-09,26.1,23,2.1,1.9,0,0.5,80.5,255.5
2007-07-10,27.7,22.8,1,2.9,0,4.1,78.5,252.5
2007-07-11,28.4,23.6,0.1,3.8,0,4.5,75.5,250
2007-07-12,28.5,23.6,0,3.1,0,3.5,81.5,258
2007-07-13,29,22.8,2.3,3,1,1.7,82.5,255.5
2007-07-14,28.1,22.8,3.1,3.6,1.9,1,80,254.5
2007-07-15,24.2,23,2.6,2.6,1,3.9,85,271
2007-07-16,29,23.2,0.7,3.6,1,6.4,77,258
2007-07-17,29.5,23.4,0.8,3.6,0,4.4,77,251
2007-07-18,29.2,22.5,1.2,3.7,0,3.1,76,257
2007-07-19,28.9,21.9,1.1,3.8,0,0.9,76,248.5
2007-07-20,27.4,20.2,0,2.1,0,7.4,75,245.5
2007-07-21,30.3,21.8,1.2,4.2,0,7.4,74,248
2007-07-22,30.6,22.1,0,4.8,0,8.7,65,233
2007-07-23,31.2,21,0,5.6,0,9.5,64.5,251.5
2007-07-24,33,21.7,2.1,5.1,0,7.4,64,246.5
2007-07-25,32.7,23.4,0,3.1,0,3.7,85,285
2007-07-26,32.5,22.7,5.3,3.4,2,5.4,84.5,279.5
2007-07-27,30.5,22.8,35.8,4.1,1,6.2,83.5,275.5
2007-07-28,30.7,21.7,4.9,4.1,0,0.6,87.5,260
2007-07-29,27.9,22.5,2.3,2.3,0,2.3,83,257.5
2007-07-30,28.2,22.3,3,2.7,0,6.9,77,260
2007-07-31,29.5,22.7,0,4.4,0,4.6,76,268.5
2007-08-01,30.7,22.1,0,4.5,0,3.4,78.5,254
2007-08-02,30,21.9,0,4.9,0,4.1,88.5,269
2007-08-03,29.9,22.8,1.9,3.6,1,0,86.5,262.5
2007-08-04,26.7,21.8,19.8,1.8,10,0,91,258
2007-08-05,25.7,22.4,6.5,1.3,5,0.2,89,267.5
2007-08-06,26.8,22.4,7.8,2.6,3,2.2,86,268.5
2007-08-07,28.8,22.5,4,4.9,1,0,91.5,256
2007-08-08,25.1,22.4,14.4,1.8,6,0.7,90.5,267.5
2007-08-09,26.8,22.2,3.6,3.3,1,0.4,84,260.5
2007-08-10,28,22.1,5.8,3.1,2,5.7,85.5,261
2007-08-11,28.5,22.1,4,2.4,0,3.6,82.5,253
2007-08-12,28.1,22.1,2.4,3.6,0,0.7,85.5,254
2007-08-13,26.8,22.4,1.9,1.9,1,3.9,79.5,245
2007-08-14,28,22,3.1,3.8,1,0.3,82,251.5
2007-08-15,26.5,21.5,1.9,2.5,1,2.8,83,248
2007-08-16,27.9,22,2.9,2.3,1,1.8,79.5,244
2007-08-17,27.2,21.5,0.2,2.5,0,3.9,79,251.5
2007-08-18,29.5,22.2,1.3,3.2,0,2.1,84.5,249.5
2007-08-19,28.2,22.1,2.6,3.1,0,2.8,82,250
2007-08-20,27.3,21.8,1.2,2.6,1,6.8,86,259
2007-08-21,29.6,21.5,1.1,4.1,0,8.8,71.5,236.5
2007-08-22,29.1,21.1,0,3.6,0,3.3,78.5,248
2007-08-23,28.6,20.5,3.9,3.8,0,6.3,79,254
2007-08-24,30.3,21.2,0.4,3,0,6.5,74.5,255.5
2007-08-25,30.6,23.1,0,4,0,2.6,88,269.5
2007-08-26,31.4,22.3,10.1,2.6,5,3.1,93.5,287
2007-08-27,30.7,22.6,46.2,2.7,5,2.2,88.5,278
2007-08-28,29.9,23.4,0.2,2.5,0,0.2,84,274.5
2007-08-29,28.5,21.6,1.1,2.2,2,1.8,89,274
2007-08-30,29.9,22.3,11.3,2.5,6,2.3,86,261.5
2007-08-31,29.9,22.2,0.3,2.9,0,1.6,81.5,255.5
2007-09-01,27,22.2,1.9,2.4,0,1.3,83,254.5
2007-09-02,28.1,21.6,0.1,2.7,0,7.8,77,261.5
2007-09-03,30.4,22,0.8,3.3,1,3.8,78.5,258.5
2007-09-04,29.6,22.7,0.9,3.7,1,2.3,90,274
2007-09-05,28.8,22.9,2.2,2.1,2,2.7,91,272.5
2007-09-06,28.8,22.4,7.9,2.2,0,5.1,77,249.5
2007-09-07,28.3,22.3,2.4,2.5,2,1,92,265
2007-09-08,28.7,20.3,0.8,2.1,0,8.5,76.5,241
2007-09-09,30.4,21,0,4.1,0,6.6,72,239.5
2007-09-10,30.1,20.5,0,3.3,0,7.8,71,243
2007-09-11,31.8,21.6,0,4,1,4.1,90.5,275.5
2007-09-12,30.4,21.6,38,1.3,0,4.8,82.5,276
2007-09-13,31.1,25.4,0.4,2.9,2,4.5,85.5,281.5
2007-09-14,31.5,22.1,3.6,2.3,0,6.4,80.5,259.5
2007-09-15,30.6,20.7,0,3.2,0,6.8,74,245
2007-09-16,30.3,20.8,0,3.2,0,9.9,71,246.5
2007-09-17,30.8,22,0,3.6,0,4,78,248.5
2007-09-18,31,23.3,1.1,1.9,6,0,92.5,274.5
2007-09-19,27.1,21.4,74.9,2.5,5,2.4,86.5,265.5
2007-09-20,29.1,22.7,0,2.4,0,4,80,251.5
2007-09-21,28.5,22.6,0,3.2,0,4.4,76.5,234.5
2007-09-22,28.8,22.6,0,2.9,0,0,77,246.5
2007-09-23,26.9,22,0.2,1.6,0,3.8,87,265
2007-09-24,29.5,22.8,0.7,2.5,1,4.8,85,267.5
2007-09-25,30.7,23,0,2.3,0,0.5,75,253.5
2007-09-26,28.1,20.6,0,2.4,0,8.3,71,233
2007-09-27,29.8,21.9,0,4.2,0,6.3,75,249
2007-09-28,30.1,22.7,8.2,3.3,0,2.7,83,264.5
2007-09-29,28.1,21.9,5.1,3.6,0,8.7,71,238
2007-09-30,30.6,21,0,2.5,0,8.3,73,255.5
2007-10-01,32.9,20.7,0,4.5,0,8.3,60.5,206.5
2007-10-02,32.8,20.4,0,5,0,7.6,65,226.5
2007-10-03,33.1,21.3,0,3.6,0,7.6,74,248.5
2007-10-04,32.6,21.5,0,3.7,5.1,0,69,240
2007-10-05,33.3,19.1,0,4,0,5.6,70.5,237.5
2007-10-06,33.5,20.8,0,4.3,0,5.6,70,232
2007-10-07,33,21.4,0,4.5,0,6.9,68,232.5
2007-10-08,32,22.5,0,4,0,3.2,77.5,248
2007-10-09,31.1,22.3,0,3.5,0,0,65.5,218
2007-10-10,28.9,20.5,0,2.8,0,6.6,66,224
2007-10-11,32.9,21.1,0,4,0,8.2,61,220.5
2007-10-12,33.8,22.9,0,5.5,1,7.1,61.5,236
2007-10-13,34.3,20,3.2,3.5,0,7.3,62.5,221
2007-10-14,33,17.2,0,4.2,0,8.7,58.5,194
2007-10-15,32.8,15.9,0,4.5,0,9.7,51,162
2007-10-16,32.7,15.6,0,5.3,0,8.8,51,159
2007-10-17,32.9,17.3,0,4.3,0,8.9,49.5,166
2007-10-18,33.1,17.3,0,4.2,0,9.3,50,167
2007-10-19,33.6,16.4,0,6.1,0,8.5,53,170.5
2007-10-20,32.9,17,0,4.5,0,6.5,49,167.5
2007-10-21,32.7,17.1,0,5.1,0,9.2,53.5,170
2007-10-22,32.7,17.8,0,4.2,0,8.6,55,170.5
2007-10-23,32.9,16.2,0,5.1,0,9.5,39.5,129
2007-10-24,32.9,18.3,0,6.7,0,9.5,39,134.5
2007-10-25,32.6,16.2,0,6.4,0,10.4,43.5,145
2007-10-26,31.9,15.2,0,6.4,0,10.5,39.5,135.5
2007-10-27,32.2,15.7,0,6.1,0,9.9,42.5,137
2007-10-28,32.2,14.3,0,5.5,0,10,39.5,130
2007-10-29,31.7,13.4,0,5.2,0,2.1,63,169
2007-10-30,29.9,14.6,0,3.8,0,8.1,53.5,164.5
2007-10-31,31.7,19.5,0,4.6,0,1.3,63.5,190.5
2007-11-01,30.7,20.1,4.5,2.8,1,3.6,79,252
2007-11-02,30.5,21.3,6,3.2,2,7.2,73,238.5
2007-11-03,30.8,19.7,0,4,0,9.8,65,221.5
2007-11-04,32.2,19.2,0,4.8,0,9.6,60.5,217
2007-11-05,32.5,19.5,0,5,0,9.3,59.5,216.5
2007-11-06,33.3,20.5,0,4.4,0,6.4,72.5,239.5
2007-11-07,33.7,20.7,0,3.7,0,8.3,73,257
2007-11-08,34.2,19.5,0,4.3,0,8.5,63.5,228.5
2007-11-09,33.9,19.9,0,4.3,0,6.3,70,220
2007-11-10,33.1,19.3,0,3.1,0,7,71.5,231
2007-11-11,32.9,18.7,0,3.4,0,5.3,69,211
2007-11-12,32.7,16,0,4.3,0,8.3,59,179
2007-11-13,32.1,16.9,0,4.3,0,8.6,56,172
2007-11-14,32.2,16.5,0,3.8,0,8.5,61,181
2007-11-15,30.9,14.2,0,4.5,0,8.9,54,152
2007-11-16,31.3,12.6,0,5,0,8.9,51.5,144.5
2007-11-17,31.3,10.8,0,4.4,0,8.9,48.5,126.5
2007-11-18,30.2,10.2,0,4.6,0,9,48,123
2007-11-19,29.3,11.3,0,4.7,0,9,52.5,135
2007-11-20,29,12.2,0,4,0,9,50.5,151
2007-11-21,30.5,10.9,0,4,0,9,50,128.5
2007-11-22,29.5,8.2,0,4.8,0,9.1,44.5,102.5
2007-11-23,29.5,8.3,0,4.4,0,9.1,40,94
2007-11-24,29,8.5,0,4.8,0,9,47,108
2007-11-25,29.7,8.8,0,4.5,0,9.1,47.5,105
2007-11-26,29.2,9.4,0,4.8,0,9.7,48.5,112.5
2007-11-27,29,9.8,0,4.3,0,9.2,46.5,125
2007-11-28,30.8,12.8,0,3.1,0,9,56.5,157
2007-11-29,31.8,13.6,0,3.3,0,7.1,63,172
2007-11-30,30.9,15,0,3.6,0,5.1,58,146.5
2007-12-01,29.6,12.3,0,4.5,0,1.3,65,144
2007-12-02,27.5,12.1,0,2.9,0,7.3,63.5,147
2007-12-03,28.1,12.4,0,2.5,0,8.7,61.5,145
2007-12-04,28.9,13.4,0,3.6,0,7.2,64.5,148
2007-12-05,29,14,0,4.3,0,4.2,49,121.5
2007-12-06,26.9,13.4,0,4.5,0,0,61,140
2007-12-07,24.4,10.9,0,2.2,0,6.7,63,141
2007-12-08,28.6,11.5,0,32,0,8,61,141.5
2007-12-09,28.9,11.8,0,3.1,0,8.1,65.5,154
2007-12-10,29.6,13.6,0,3,0,7,62,163
2007-12-11,31.2,15.9,0,2.7,0,6.6,71,185.5
2007-12-12,30.3,14.2,0,3.2,0,6,68.5,172
2007-12-13,30.7,14.5,0,3,0,4.9,68,168.5
2007-12-14,29,14,0,2.7,0,7.4,64.5,152.5
2007-12-15,29.3,13.2,0,3.9,0,5.4,71,166.5
2007-12-16,28.7,14.7,0,3.1,0,7.9,65,165
2007-12-17,30,14.2,0,4,0,7.9,59,144.5
2007-12-18,29.1,13.1,0,4.4,0,8.2,59.5,139.5
2007-12-19,28.9,11.6,0,4.2,0,8.7,61.5,147
2007-12-20,29.7,15.2,0,4.3,0,6.9,59,179
2007-12-21,30.7,19.8,0,4.2,0,7.6,56.5,191.5
2007-12-22,31.9,13.6,0,5,0,9.1,58,190
2007-12-23,32.4,14.4,0,4.2,0,9.1,61.5,165.5
2007-12-24,32.9,13.1,0,4.1,0,8.3,58.5,153
2007-12-25,32.8,12.5,0,3.9,0,9.4,57,149.5
2007-12-26,33.1,13.5,0,3.7,0,9.2,58,155.5
2007-12-27,32.5,14,0,4.2,0,8.8,58.5,176.5
2007-12-28,33.5,13.1,0,4.3,0,9.2,53,136
2007-12-29,33,12,0,4.2,0,9.5,57,132
2007-12-30,33,12.1,0,4,0,9.1,59.5,148.5
2007-12-31,32.1,13.5,0,3.1,0,6.8,61,165
2008-01-01,31.8,13.2,0,4.6,0,9.7,53.5,120.5
2008-01-02,32.4,11,0,4.6,0,9.2,54.5,108
2008-01-03,31.7,10.7,0,4.3,0,7.8,59,140.5
2008-01-04,31,13,0,3.3,0,8.7,56,131
2008-01-05,30.8,11.1,0,4.4,0,9.1,57,117
2008-01-06,32.1,10,0,4.5,0,9.4,53,112.5
2008-01-07,30,10.2,0,3.7,0,9.3,51.5,118
2008-01-08,29.1,11.3,0,3.8,0,7.8,61,129
2008-01-09,29,11.3,0,4.5,0,8.2,60,135.5
2008-01-10,30,12.2,0,3,0,8.2,61,140.5
2008-01-11,31,12.5,0,3.5,0,8.6,61.5,140.5
2008-01-12,30.7,12,0,3.7,0,8.4,59.5,139
2008-01-13,33,12.2,0,3.3,0,9.1,51.5,131
2008-01-14,33.3,12.8,0,3.8,0,8.7,60.5,157
2008-01-15,32.2,13.3,0,3.6,0,8.7,60,151
2008-01-16,32.1,13.1,0,3.7,0,8.9,59,146
2008-01-17,31.7,13.3,0,4.2,0,9.2,52,127
2008-01-18,31.9,11.7,0,4.4,0,7.8,54,126.5
2008-01-19,32.1,11.2,0,4.6,0,10,45,107.5
2008-01-20,32,11.2,0,5.3,0,9.5,54,122
2008-01-21,31.7,11.4,0,4.2,0,9.7,53,123
2008-01-22,31.9,11.1,0,4.7,0,10,59,131.5
2008-01-23,31.9,9.6,0,5.7,0,9.9,46,90
2008-01-24,29.8,9.5,0,5.6,0,9.4,47,89
2008-01-25,28.9,9.3,0,3.7,0,9.2,49.5,89.5
2008-01-26,29.1,7.7,0,5.1,0,10.1,39.5,73.5
2008-01-27,25.7,5.8,0,5,0,9.7,46,59.5
2008-01-28,25.7,6.3,0,4.1,0,10,44,78
2008-01-29,29.6,8.8,0,4,0,10.1,41.5,85.5
2008-01-30,31.9,9.1,0,7.1,0,9.3,57,119
2008-01-31,28.1,8.3,0,5.5,0,10.1,51.5,98.5
2008-02-01,26.8,6.4,0,4.7,0,10.3,46.5,89
2008-02-02,29.4,8.3,0,4,0,10.1,46.5,96.5
2008-02-03,32.4,10,0,5.3,0,10.1,56,132
2008-02-04,28.7,14.9,0,4.9,0,9.6,53,122.5
2008-02-05,26.2,10.6,0,5.6,0,9.9,50,97
2008-02-06,26.3,8.4,0,5.5,0,10.1,41.5,84
2008-02-07,26.8,10.9,0,4.1,0,9.9,49,101.5
2008-02-08,25.8,7.7,0,4.6,0,10,50.5,92
2008-02-09,25.6,6.4,0,4.8,0,10.3,42.5,90.5
2008-02-10,27.8,11.2,0,4.9,0,9.8,40,106.5
2008-02-11,28.9,11.4,0,5.4,0,9.9,47.5,112.5
2008-02-12,31.8,13.7,0,2,0,15.9,56,155
2008-02-13,31.7,14.7,0,4.8,0,8.2,50.5,141
2008-02-14,32.5,15.7,0,5.3,0,8.3,51,156
2008-02-15,33.2,15.5,0,4.6,0,8.5,49,149.5
2008-02-16,33.2,16.1,0,5.4,0,8.3,46,150.5
2008-02-17,34,15.2,0,6.3,0,10.1,40.5,110.5
2008-02-18,34.9,13.1,0,6.9,0,10.3,35,121.5
2008-02-19,35,13.2,0,6.4,0,10.4,37,107.5
2008-02-20,34.3,15.4,0,6.8,0,9.6,36.5,111.5
2008-02-21,33.9,14.8,0,5.3,0,9.8,45,124
2008-02-22,34.4,14.8,0,5.5,0,9.2,44.5,129.5
2008-02-23,34.9,15.5,0,5.8,0,9.3,48,137
2008-02-24,35.1,14.8,0,6.5,0,9.7,44.5,118.5
2008-02-25,34.9,13,0,6.5,0,9.7,34.5,100
2008-02-26,34.3,13.2,0,6,0,9.5,33,91
2008-02-27,34,12.3,0,2.5,0,9.8,38,98.5
2008-02-28,34,12.3,0,7.3,0,9.8,33,83.5
2008-02-29,34,12.2,0,6.7,0,9.7,37.5,94.5
2008-03-01,34.6,12.7,0,5.3,0,9.3,34,111.5
2008-03-02,36,13.4,0,5.6,0,9.2,37,94
2008-03-03,35.4,13.4,0,6.8,0,8.6,33,104
2008-03-04,35,13.7,0,6.5,0,9.3,37,103
2008-03-05,35.8,14.4,0,6.6,0,9.2,30.5,93
2008-03-06,35.8,16.1,0,6,0,9.4,35.5,108
2008-03-07,36.5,15.9,0,6.4,0,9.4,41,121
2008-03-08,36.1,16.8,0,6.3,0,9.5,36.5,120.5
2008-03-09,36.7,16.4,0,7.1,0,8.9,36.5,116
2008-03-10,36.5,17.2,0,5.6,0,5.5,36.5,116
2008-03-11,35.1,16.8,0,5.6,0,8.8,37,112
2008-03-12,35.9,17.4,0,6.6,0,9.5,35,109
2008-03-13,35.4,17.3,0,7.8,0,8,40.5,142.5
2008-03-14,36.5,17.8,0,7.1,0,8.9,37.5,135
2008-03-15,36,18.3,0,7.2,0,8.8,35,123.5
2008-03-16,36.9,17.5,0,8,0,9.5,38,126.5
2008-03-17,37,17.8,0,7.5,0,8.9,35.5,133.5
2008-03-18,37.7,19.6,0,7.1,0,8.1,35.5,130.5
2008-03-19,38.1,20.6,0,8.2,0,8.3,32.5,122.5
2008-03-20,36.9,17.6,0,8,0,9.6,25,93
2008-03-21,38.6,21.6,0,8.4,0,6.2,43.5,165.5
2008-03-22,37.6,22.2,1.6,5.8,2,3.8,67,220
2008-03-23,34.3,21.4,23.4,5.8,0,7.2,65,223.5
2008-03-24,32.8,20.4,0,5.5,0,9.9,42,149
2008-03-25,35.1,19.8,0,3.8,2,0,46,165
2008-03-26,35.3,19.1,0,7.2,0,7.8,39.5,142.5
2008-03-27,35,19.5,0,6.5,0,8.1,40.5,152.5
2008-03-28,36.4,20.1,0,7.7,0,9.2,41.5,164
2008-03-29,36.3,21.4,0,7.6,0,8.4,41,169
2008-03-30,37,22.4,0,9.7,0,9.5,44.5,177.5
2008-03-31,36.6,19.1,0,10.5,0,10.9,41,142
2008-04-01,33.9,17.4,0,8.3,0,10.1,50,151.5
2008-04-02,33.2,16.5,0,8.6,0,10.5,46,138.5
2008-04-03,34.5,14.8,0,8.2,0,10.7,39,113
2008-04-04,33.7,16.7,0,9.5,0,9.8,49,158
2008-04-05,33.2,18.1,0,7.4,0,10.3,48,157
2008-04-06,35.6,19.4,0,5.8,0,9.2,45.5,164.5
2008-04-07,35.7,20.4,0,8.2,0,6.4,50.5,178
2008-04-08,35,18.7,0,6.7,0,9.4,37.5,143.5
2008-04-09,36,20.9,0,7.6,0,6.9,56.5,205
2008-04-10,36.3,19.3,0,7.2,0,8.8,36,148
2008-04-11,37.1,20.9,0,6.5,0,9,37,155.5
2008-04-12,38.6,19.8,0,8,0,9.8,31,141.5
2008-04-13,38.8,19.2,0,8.5,0,10,31,137
2008-04-14,39.1,21.4,0,8.7,0,10.3,34,149.5
2008-04-15,39,19.9,0,9,0,10.6,29.5,130.5
2008-04-16,39.5,19.6,0,9.9,0,10.6,26,117.5
2008-04-17,39.2,21.1,0,9,0,10.6,37,158
2008-04-18,39.7,22.3,0,9.3,0,10.8,30.5,139
2008-04-19,39.4,21,0,10.6,0,10.7,39,154
2008-04-20,38.8,19.4,0,9.9,0,10.4,29,125.5
2008-04-21,40.5,21.5,0,9.1,0,10.4,33,153
2008-04-22,40.6,20.8,0,10.1,0,9.2,28.5,135.5
2008-04-23,41.1,23,0,10.5,0,9.3,29.5,139
2008-04-24,41.3,21.1,0,10.4,0,10,27.5,139
2008-04-25,42.1,24.5,0,11.9,0,7.6,53.5,234
2008-04-26,40.5,26.8,0,8.5,0,6.3,50,235.5
2008-04-27,39.9,21.1,0,8.2,0,9.2,38,163
2008-04-28,40.6,24.7,0,10.7,0,10.1,33,155.5
2008-04-29,37.4,20.2,0,9.5,0,10.4,24,116.5
2008-04-30,37.8,21.4,0,10.5,0,10.4,34.5,162
2008-05-01,38.6,21.6,0,11.9,0,9.2,41,168.5
2008-05-02,38.1,24.6,0,9.3,0,11.2,20,92
2008-05-03,36.7,20.6,0,13.2,0,11.1,28,120.5
2008-05-04,36,21.8,0,10.8,0,11.5,33,138.5
2008-05-05,36.6,21.5,0,11.5,0,10.7,47,178.5
2008-05-06,36.1,21.7,0,8.4,0,11.2,49,186
2008-05-07,35.7,21.7,0,10,0,9.8,48.5,192.5
2008-05-08,36.6,22.1,0,11.1,0,10.9,45.5,184
2008-05-09,37,23,0,10,0,10.8,45,188.5
2008-05-10,36.2,21.9,0,9,0,11.1,56,231.5
2008-05-11,36.9,22.1,0,8.8,0,11.2,52,206.5
2008-05-12,36.2,22.3,0,9.9,0,11.3,52,204
2008-05-13,36.7,21.8,0,10.2,0,10.7,48.5,200.5
2008-05-14,37.3,22.5,0,11.1,0,11.1,55.5,224
2008-05-15,36.2,22.4,0,9.6,0,11.1,51.5,205.5
2008-05-16,35.9,22.7,0,9.7,0,11.6,50.5,202.5
2008-05-17,36.2,23.3,0,8.8,0,11.8,53,218
2008-05-18,35.3,24.2,0,10.7,0,12,51.5,205
2008-05-19,35.1,24,0,10.4,0,12.1,52,230
2008-05-20,36.6,24.2,0,10,0,12.1,51,226
2008-05-21,36.5,24.7,0,9.7,0,10.7,49,212
2008-05-22,36.2,24.2,0,11.1,0,10,59,224
2008-05-23,36.5,23.5,1.7,8.4,0,9.3,59,231.5
2008-05-24,37.9,24.6,0,7.9,0,10.7,52,225.5
2008-05-25,37.2,24,0,8.8,0,10.9,52,222
2008-05-26,38.1,24.5,0,10.4,0,11,49,217
2008-05-27,37.8,24.9,0,10.4,0,10.8,51.5,235
2008-05-28,37,24.3,0,6.8,0,11.5,48,214
2008-05-29,37.7,24,0,10.4,0,11.6,49.5,215.5
2008-05-30,36.9,24.3,0,9.6,0,11.6,52,224.5
2008-05-31,37.6,24.1,0,10.6,0,11.2,53.5,227.5
2008-06-01,37.1,24.4,0,10.5,0,11.6,49,214
2008-06-02,37.2,24.3,0,9.8,0,10.4,48.5,215
2008-06-03,37.4,25.3,0,8.4,4,6.1,77.5,231.5
2008-06-04,37.6,20.4,26.2,8.7,1,8.5,79.5,256
2008-06-05,35.4,21.8,6.6,4.1,0,11.4,61,233
2008-06-06,33.1,24.3,0,6.5,2,2,75.5,255.5
2008-06-07,29.1,23,2.8,2.5,2,1.1,77.5,248.5
2008-06-08,29.9,23.1,0.6,3.9,2,0.2,85,261.5
2008-06-09,28,22.3,7.9,2.4,2,0,88,262
2008-06-10,27.3,23.2,5,4,0,2.5,81,256
2008-06-11,28.8,23,2.1,3.2,4,0.2,79.5,260
2008-06-12,28.8,22,7.4,3.1,3,0,82,262.5
2008-06-13,27.8,22.8,0.4,3.4,0,0.5,69,223
2008-06-14,27.3,22.4,0.9,3.8,3,2.3,83,245
2008-06-15,29.2,22.5,12.6,3.7,0,5.8,70.5,236.5
2008-06-16,30.3,24.5,0.1,5.9,0,2.9,66,235
2008-06-17,30.4,24.2,0,6.2,0,3.8,62,232
2008-06-18,30.8,23.5,0,5.1,0,4.8,76,277.5
2008-06-19,30.9,23.5,0,5.5,0,0.5,70,251
2008-06-20,30.9,22.7,0,1.8,0,3,71,254
2008-06-21,31.2,23.2,0,5.4,0,0.7,68.5,239
2008-06-22,30.9,22.7,0.5,1.5,0,0.3,71,244.5
2008-06-23,29.9,23,1.1,4.7,0,7.3,79,257.5
2008-06-24,30.9,23,0.6,6,0,6.5,68.5,245.5
2008-06-25,30.9,23,0.6,4.8,0,1.4,81,254
2008-06-26,27.9,22.3,1.5,1.8,0,2.6,71,246
2008-06-27,30,22.8,0.1,3.7,0,5.3,77.5,256.5
2008-06-28,31,23.9,0.9,4.3,0,1.5,72.5,243.5
2008-06-29,30,22.4,6.8,2.8,6,0.5,89.5,267
2008-06-30,29.3,22.1,43.3,4.1,11,0.1,90,273.5
2008-07-01,25.8,22.3,9.6,1.3,3,0.2,78.5,244
2008-07-02,26.6,22.1,2,2.7,2,4.2,81.5,261.5
2008-07-03,27.8,22.1,6.8,3.1,3,5.3,81.5,255.5
2008-07-04,28.9,22.1,6.6,4,2,1.1,87.5,263.5
2008-07-05,27.2,22.7,5.3,2.7,0,6.8,73,248.5
2008-07-06,29.1,22.5,0.5,5.2,0,7.7,69.5,242
2008-07-07,29.3,23.3,0,2.5,0,5.4,73,246.5
2008-07-08,29.6,22.3,1.9,4,0,0.5,77,248.5
2008-07-09,29.1,23,0,3.5,0,3.9,73,248
2008-07-10,29.5,22,0.3,3.6,0,2.5,79.5,251
2008-07-11,28.4,22.2,6.4,2.6,1,5.1,76,245
